Vendor id,expedia,Expedia Status
FR-75011-77,110156145,Stop Sold
FR-75011-79,110148146,Stop Sold
FR-75011-83,110139447,Stop Sold
FR-75011-87,110138907,Stop Sold
FR-75011-90,110139136,Stop Sold
FR-75011-92,110148324,Stop Sold
FR-75011-93,110139654,Stop Sold
FR-75011-95,110148071,Stop Sold
FR-75011-96,110139137,Stop Sold
FR-75011-97,110157032,Stop Sold
FR-75012-15,109690548,Stop Sold
FR-75012-16,109680308,Stop Sold
FR-75012-17,109680477,Stop Sold
FR-75012-18,109690820,Stop Sold
FR-75012-19,109674578,Stop Sold
FR-75012-20,109690553,Stop Sold
FR-75012-22,109688525,Stop Sold
FR-75012-24,109684552,Stop Sold
FR-75012-25,109688652,Stop Sold
FR-75012-34,109679933,Stop Sold
FR-75012-35,109674201,Stop Sold
FR-75012-36,109695367,Stop Sold
FR-75012-39,110139454,Stop Sold
FR-75012-40,110151241,Stop Sold
FR-75012-41,110148557,Stop Sold
FR-75012-42,110139365,Stop Sold
FR-75012-43,110140319,Stop Sold
FR-75012-44,110147991,Stop Sold
FR-75012-45,110149045,Stop Sold
FR-75012-46,110156376,Stop Sold
FR-75012-47,110148556,Stop Sold
FR-75012-48,110139290,Stop Sold
FR-75012-49,110139396,Stop Sold
FR-75012-50,110147508,Stop Sold
FR-75012-51,110139931,Stop Sold
FR-75012-52,110139517,Stop Sold
FR-75013-12,109680309,Stop Sold
FR-75013-13,109680710,Stop Sold
FR-75013-14,109690060,Stop Sold
FR-75013-15,109680764,Stop Sold
FR-75013-16,110160643,Stop Sold
FR-75013-17,110147689,Stop Sold
FR-75013-18,110139109,Stop Sold
FR-75013-19,110159384,Stop Sold
FR-75013-20,110139612,Stop Sold
FR-75013-21,110140250,Stop Sold
FR-75013-22,110139256,Stop Sold
FR-75013-23,110157354,Stop Sold
FR-75013-24,110159948,Stop Sold
FR-75014-05,109913924,Stop Sold
FR-75014-06,110147992,Stop Sold
FR-75014-07,110147673,Stop Sold
FR-75014-08,110139645,Stop Sold
FR-75014-09,110266778,Stop Sold
FR-75014-10,110148862,Stop Sold
FR-75015-17,109695981,Stop Sold
FR-75015-18,109680101,Stop Sold
FR-75015-19,109681193,Stop Sold
FR-75015-20,109686792,Stop Sold
FR-75015-21,109684925,Stop Sold
FR-75015-22,109695893,Stop Sold
FR-75015-24,109689819,Stop Sold
FR-75015-25,109685166,Stop Sold
FR-75015-26,109680445,Stop Sold
FR-75015-27,109679636,Stop Sold
FR-75015-28,109679634,Stop Sold
FR-75015-30,109688823,Stop Sold
FR-75015-31,109909446,Stop Sold
FR-75015-32,109680000,Stop Sold
FR-75015-33,109914159,Stop Sold
FR-75015-34,109681196,Stop Sold
FR-75015-35,109688982,Stop Sold
FR-75015-36,109910212,Stop Sold
FR-75015-38,109675593,Stop Sold
FR-75015-39,109685381,Stop Sold
FR-75015-40,109684924,Stop Sold
FR-75015-41,109688012,Stop Sold
FR-75015-44,109689654,Stop Sold
FR-75015-47,109914194,Stop Sold
FR-75015-50,109686742,Stop Sold
FR-75015-51,109680382,Stop Sold
FR-75015-52,109687671,Stop Sold
FR-75015-54,109673844,Stop Sold
FR-75015-55,109690055,Stop Sold
FR-75015-56,109688526,Stop Sold
FR-75015-57,109680102,Stop Sold
FR-75015-61,109680475,Stop Sold
FR-75015-63,109681676,Stop Sold
FR-75015-65,110147571,Stop Sold
FR-75015-66,110156508,Stop Sold
FR-75015-68,110154466,Stop Sold
FR-75015-69,110139626,Stop Sold
FR-75015-70,110149934,Stop Sold
FR-75015-71,110139382,Stop Sold
FR-75015-72,110156143,Stop Sold
FR-75015-73,110140099,Stop Sold
FR-75015-74,110139487,Stop Sold
FR-75015-75,110139354,Stop Sold
FR-75015-76,110156189,Stop Sold
FR-75015-77,110139912,Stop Sold
FR-75015-79,110139613,Stop Sold
FR-75015-80,110139949,Stop Sold
FR-75015-82,110261249,Stop Sold
FR-75015-83,110160157,Stop Sold
FR-75015-84,110139551,Stop Sold
FR-75015-86,110156313,Stop Sold
FR-75015-87,110140252,Stop Sold
FR-75015-88,110155599,Stop Sold
FR-75015-89,110139771,Stop Sold
FR-75015-90,110139456,Stop Sold
FR-75015-91,110147831,Stop Sold
FR-75015-92,110154539,Stop Sold
FR-75015-93,110149933,Stop Sold
FR-75015-94,110139486,Stop Sold
FR-75015-95,110139581,Stop Sold
FR-75015-96,110139932,Stop Sold
FR-75015-97,110149476,Stop Sold
FR-75015-98,110147690,Stop Sold
FR-75016-09,109687856,Stop Sold
FR-75016-11,109679633,Stop Sold
FR-75016-12,109674874,Stop Sold
FR-75016-13,109679630,Stop Sold
FR-75016-14,109684593,Stop Sold
FR-75016-15,109675391,Stop Sold
FR-75016-16,109675724,Stop Sold
FR-75016-17,109680711,Stop Sold
FR-75016-18,109681467,Stop Sold
FR-75016-20,109680472,Stop Sold
FR-75016-22,109686785,Stop Sold
FR-75016-23,110158183,Stop Sold
FR-75016-25,110159681,Stop Sold
FR-75016-32,110159162,Stop Sold
FR-75016-34,110139783,Stop Sold
FR-75016-38,110149618,Stop Sold
FR-75016-39,110139638,Stop Sold
FR-75016-43,110269780,Stop Sold
FR-75016-44,110148279,Stop Sold
FR-75016-45,110156013,Stop Sold
FR-75016-49,110139850,Stop Sold
FR-75016-51,110139875,Stop Sold
FR-75016-52,110139695,Stop Sold
FR-75016-58,110139913,Stop Sold
FR-75016-60,110139782,Stop Sold
FR-75016-62,110215477,Stop Sold
FR-75016-66,110157676,Stop Sold
FR-75016-68,110160606,Stop Sold
FR-75016-71,110139911,Stop Sold
FR-75016-72,110148363,Stop Sold
FR-75016-76,110147379,Stop Sold
FR-75016-77,110139830,Stop Sold
FR-75016-78,110139981,Stop Sold
FR-75016-79,110148121,Stop Sold
FR-75016-80,110139829,Stop Sold
FR-75016-82,110151497,Stop Sold
FR-75016-85,110156251,Stop Sold
FR-75016-87,110157347,Stop Sold
FR-75016-88,110160020,Stop Sold
FR-75016-89,110147737,Stop Sold
FR-75017-14,109689225,Stop Sold
FR-75017-17,109685892,Stop Sold
FR-75017-18,109695748,Stop Sold
FR-75017-19,109679701,Stop Sold
FR-75017-20,109913533,Stop Sold
FR-75017-21,109680342,Stop Sold
FR-75017-22,109680474,Stop Sold
FR-75017-23,109690550,Stop Sold
FR-75017-24,110261933,Stop Sold
FR-75017-25,110143835,Stop Sold
FR-75017-26,109681075,Stop Sold
FR-75017-28,109695639,Stop Sold
FR-75017-29,109681875,Stop Sold
FR-75017-30,109679934,Stop Sold
FR-75017-32,109686542,Stop Sold
FR-75017-35,110149046,Stop Sold
FR-75017-37,110148939,Stop Sold
FR-75017-38,110148892,Stop Sold
FR-75017-39,110154098,Stop Sold
FR-75017-40,110158069,Stop Sold
FR-75017-42,110158804,Stop Sold
FR-75017-46,110156188,Stop Sold
FR-75017-48,110157857,Stop Sold
FR-75017-49,110156015,Stop Sold
FR-75017-50,110158489,Stop Sold
FR-75017-52,110149108,Stop Sold
FR-75017-55,110148240,Stop Sold
FR-75017-56,110154479,Stop Sold
FR-75017-57,110261488,Stop Sold
FR-75017-59,110147993,Stop Sold
FR-75017-62,110147326,Stop Sold
FR-75017-63,110159386,Stop Sold
FR-75017-68,110158803,Stop Sold
FR-75017-69,110156252,Stop Sold
FR-75017-70,110157674,Stop Sold
FR-75017-72,110156639,Stop Sold
FR-75017-74,110157029,Stop Sold
FR-75017-75,110147207,Stop Sold
FR-75017-76,110160289,Stop Sold
FR-75018-100,110140448,Stop Sold
FR-75018-103,110157034,Stop Sold
FR-75018-106,110147893,Stop Sold
FR-75018-111,110149037,Stop Sold
FR-75018-112,110159679,Stop Sold
FR-75018-113,110147157,Stop Sold
FR-75018-114,110154415,Stop Sold
FR-75018-115,110156311,Stop Sold
FR-75018-116,110155460,Stop Sold
FR-75018-119,110159161,Stop Sold
FR-75018-122,110147815,Stop Sold
FR-75018-124,110148585,Stop Sold
FR-75018-126,110155459,Stop Sold
FR-75018-127,110157352,Stop Sold
FR-75018-128,110147649,Stop Sold
FR-75018-129,110154416,Stop Sold
FR-75018-131,110151604,Stop Sold
FR-75018-133,110158583,Stop Sold
FR-75018-29,109685667,Stop Sold
FR-75018-30,109681076,Stop Sold
FR-75018-31,109675282,Stop Sold
FR-75018-32,109687022,Stop Sold
FR-75018-35,109680958,Stop Sold
FR-75018-36,109679732,Stop Sold
FR-75018-37,109695578,Stop Sold
FR-75018-38,109695515,Stop Sold
FR-75018-39,109681578,Stop Sold
FR-75018-40,109679629,Stop Sold
FR-75018-42,109695610,Stop Sold
FR-75018-44,109695943,Stop Sold
FR-75018-45,109695577,Stop Sold
FR-75018-46,109679631,Stop Sold
FR-75018-47,109680345,Stop Sold
FR-75018-48,109713082,Stop Sold
FR-75018-50,109680444,Stop Sold
FR-75018-51,109688383,Stop Sold
FR-75018-52,109675395,Stop Sold
FR-75018-54,109695366,Stop Sold
FR-75018-55,109695429,Stop Sold
FR-75018-56,109680099,Stop Sold
FR-75018-57,109690315,Stop Sold
FR-75018-58,109679999,Stop Sold
FR-75018-59,109695609,Stop Sold
FR-75018-60,110155600,Stop Sold
FR-75018-61,110159385,Stop Sold
FR-75018-62,110159573,Stop Sold
FR-75018-63,110156312,Stop Sold
FR-75018-64,110154467,Stop Sold
FR-75018-65,110160325,Stop Sold
FR-75018-66,110157031,Stop Sold
FR-75018-67,110157477,Stop Sold
FR-75018-68,110160021,Stop Sold
FR-75018-69,110147543,Stop Sold
FR-75018-73,110159383,Stop Sold
FR-75018-75,110148781,Stop Sold
FR-75018-76,110157035,Stop Sold
FR-75018-77,110148780,Stop Sold
FR-75018-79,110148197,Stop Sold
FR-75018-80,110158975,Stop Sold
FR-75018-82,110158533,Stop Sold
FR-75018-83,110154540,Stop Sold
FR-75018-84,110156146,Stop Sold
FR-75018-86,110150715,Stop Sold
FR-75018-87,110149741,Stop Sold
FR-75018-90,110148054,Stop Sold
FR-75018-91,110151981,Stop Sold
FR-75018-94,110156118,Stop Sold
FR-75018-95,110151980,Stop Sold
FR-75018-97,110149426,Stop Sold
FR-75018-98,110150474,Stop Sold
FR-75019-11,109681195,Stop Sold
FR-75019-12,109680857,Stop Sold
FR-75019-14,109680381,Stop Sold
FR-75019-15,109674203,Stop Sold
FR-75019-16,109695947,Stop Sold
FR-75019-17,109675392,Stop Sold
FR-75019-20,110367600,Stop Sold
FR-75019-21,110148798,Stop Sold
FR-75019-23,110158706,Stop Sold
FR-75020-04,109687494,Stop Sold
FR-75020-05,109686795,Stop Sold
FR-75020-06,109695636,Stop Sold
FR-75020-10,109695608,Stop Sold
FR-75020-13,110158175,Stop Sold
FR-75020-14,110147155,Stop Sold
FR-75020-16,110149109,Stop Sold
FR-75020-17,110148691,Stop Sold
FR-75020-19,110160156,Stop Sold
FR-75020-20,110160526,Stop Sold
FR-75020-21,110158584,Stop Sold
FR-75020-22,110149628,Stop Sold
FR-75020-25,110205756,Stop Sold
FR-75020-26,110148539,Stop Sold
FR-75020-28,110149324,Stop Sold
FR-75116-04,109685895,Stop Sold
FR-75116-05,109686129,Stop Sold
FR-75116-07,109695745,Stop Sold
FR-75116-08,109695364,Stop Sold
FR-75116-10,109695894,Stop Sold
FR-75116-13,109695613,Stop Sold
FR-75116-16,109683908,Stop Sold
FR-75116-20,110150795,Stop Sold
FR-75116-21,110158172,Stop Sold
FR-75116-25,110159164,Stop Sold
FR-75116-26,110148425,Stop Sold
FR-75116-28,110157673,Stop Sold
FR-75116-29,110152212,Stop Sold
FR-75116-30,110261871,Stop Sold
FR-75116-31,110147650,Stop Sold
FR-75116-32,110148241,Stop Sold
FR-75116-33,110148424,Stop Sold
FR-75116-36,110147687,Stop Sold
FR-75116-37,110265166,Stop Sold
FR-75116-38,110159112,Stop Sold
FR-75116-39,110206234,Stop Sold
FR-75116-41,110159678,Stop Sold
FR-75116-43,110150714,Stop Sold
FR-75116-44,110147208,Stop Sold
FR-75116-45,110147840,Stop Sold
FR-75116-46,110228264,Stop Sold
FR-75116-49,110148142,Stop Sold
FR-75116-52,110148088,Stop Sold
FR-75116-53,110151023,Stop Sold
FR-75116-54,110149844,Stop Sold
FR-83310-185,110156144,Stop Sold
FR-83310-186,110148621,Stop Sold
FR-83310-187,110148584,Stop Sold
FR-83310-188,110153343,Stop Sold
FR-83310-189,110148120,Stop Sold
FR-83310-190,110158765,Stop Sold
FR-83310-191,110158894,Stop Sold
FR-83310-192,110232187,Stop Sold
FR-83350-34,110147832,Stop Sold
FR-83580-37,109675283,Stop Sold
FR-83580-39,110216076,Stop Sold
FR-83580-40,110216837,Stop Sold
FR-83580-41,110223100,Stop Sold
FR-83580-42,110231995,Stop Sold
FR-83990-42,109681394,Stop Sold
FR-83990-43,109680960,Stop Sold
FR-83990-44,109685672,Stop Sold
FR-83990-45,109685671,Stop Sold
FR-83990-46,109684553,Stop Sold
FR-83990-49,109674254,Stop Sold
FR-83990-52,110223277,Stop Sold
FR-83990-54,110217982,Stop Sold
FR-83990-55,110148751,Stop Sold
FR-83990-56,110238978,Stop Sold
FR-91530-03,109681465,Stop Sold
FR-92100-10,110149588,Stop Sold
FR-92100-12,110149843,Stop Sold
FR-92100-13,110160350,Stop Sold
FR-92110-04,110148583,Stop Sold
FR-92110-05,110148728,Stop Sold
FR-92120-04,110147378,Stop Sold
FR-92150-05,109685670,Stop Sold
FR-92150-06,109695635,Stop Sold
FR-92170-01,109695637,Stop Sold
FR-92170-02,109695746,Stop Sold
FR-92170-04,109680761,Stop Sold
FR-92170-05,109681194,Stop Sold
FR-92170-06,109679873,Stop Sold
FR-92170-07,109695944,Stop Sold
FR-92170-08,109674576,Stop Sold
FR-92170-09,109674581,Stop Sold
FR-92170-10,109688981,Stop Sold
FR-92170-11,109675281,Stop Sold
FR-92170-12,109680423,Stop Sold
FR-92170-13,109680757,Stop Sold
FR-92170-14,109680344,Stop Sold
FR-92170-15,109690054,Stop Sold
FR-92170-16,109683909,Stop Sold
FR-92200-06,109674109,Stop Sold
FR-92200-07,109688532,Stop Sold
FR-92200-08,109680733,Stop Sold
FR-92200-09,109688183,Stop Sold
FR-92200-11,109681574,Stop Sold
FR-92200-12,109686547,Stop Sold
FR-92200-13,109689111,Stop Sold
FR-92200-18,110159355,Stop Sold
FR-92200-20,110222098,Stop Sold
FR-92200-21,110151495,Stop Sold
FR-92210-04,110239990,Stop Sold
FR-92270-01,110148750,Stop Sold
FR-92300-03,109681395,Stop Sold
FR-92300-07,109679699,Stop Sold
FR-92300-08,109680878,Stop Sold
FR-92300-09,110148480,Stop Sold
FR-92300-10,110147894,Stop Sold
FR-92300-11,110156310,Stop Sold
FR-92300-14,110219256,Stop Sold
FR-92300-16,110149977,Stop Sold
FR-92300-17,110159544,Stop Sold
FR-92300-20,110149036,Stop Sold
FR-92300-21,110159331,Stop Sold
FR-92300-23,110152110,Stop Sold
FR-92300-24,110148323,Stop Sold
FR-92400-10,109674110,Stop Sold
FR-92800-07,109688010,Stop Sold
FR-92800-08,109691212,Stop Sold
FR-92800-09,109690823,Stop Sold
FR-93100-04,109909498,Stop Sold
FR-93100-05,109681400,Stop Sold
FR-93100-06,109684414,Stop Sold
FR-93100-07,110231657,Stop Sold
FR-93260-01,110149184,Stop Sold
FR-93300-04,109914129,Stop Sold
FR-93300-05,109686789,Stop Sold
FR-93300-06,109927303,Stop Sold
FR-93300-07,109686680,Stop Sold
FR-93300-08,109680959,Stop Sold
FR-93300-09,109679872,Stop Sold
FR-93300-10,109913026,Stop Sold
FR-93400-04,109648409,Stop Sold
FR-93400-05,110143649,Stop Sold
FR-93400-08,110160527,Stop Sold
FR-93400-09,110154891,Stop Sold
FR-93400-10,110160556,Stop Sold
FR-93400-11,110150587,Stop Sold
FR-93400-12,110159288,Stop Sold
FR-93400-13,110158585,Stop Sold
FR-93400-14,110147676,Stop Sold
FR-93400-15,110159572,Stop Sold
FR-93400-16,110154538,Stop Sold
FR-93500-06,110154541,Stop Sold
FR-93500-07,110156248,Stop Sold
FR-93500-09,110149047,Stop Sold
FR-94130-01,110157473,Stop Sold
FR-94130-02,110149385,Stop Sold
FR-94130-03,110157675,Stop Sold
FR-94130-04,110149935,Stop Sold
FR-94130-05,110148443,Stop Sold
FR-94130-06,110149215,Stop Sold
FR-94130-07,110156375,Stop Sold
FR-94160-02,109688978,Stop Sold
FR-94160-03,110156343,Stop Sold
FR-94160-04,110219522,Stop Sold
FR-94160-07,110158453,Stop Sold
FR-94200-02,110158586,Stop Sold
FR-94200-03,110206410,Stop Sold
FR-94200-04,110148089,Stop Sold
FR-94200-05,110238979,Stop Sold
FR-94200-06,110149387,Stop Sold
FR-94200-07,110234558,Stop Sold
FR-94200-08,110149386,Stop Sold
FR-94200-09,110158355,Stop Sold
FR-94220-04,110147273,Stop Sold
FR-94220-05,110147595,Stop Sold
FR-94270-02,110148479,Stop Sold
FR-94270-03,110148938,Stop Sold
FR-94270-04,110149353,Stop Sold
FR-94270-05,110156249,Stop Sold
FR-94270-06,110152995,Stop Sold
FR-94270-07,110148362,Stop Sold
FR-94270-08,110152480,Stop Sold
FR-94270-10,110149300,Stop Sold
FR-94270-11,110158738,Stop Sold
FR-94270-12,110152313,Stop Sold
FR-94300-02,109688822,Stop Sold
FR-94300-03,110206725,Stop Sold
FR-94300-04,110158356,Stop Sold
FR-94310-02,110156867,Stop Sold
FR-94310-05,110151854,Stop Sold
FR-94310-06,110156637,Stop Sold
GR-84600-36,109695984,Stop Sold
GR-84600-37,109683687,Stop Sold
GR-84600-38,109695945,Stop Sold
GR-84600-39,109679635,Stop Sold
