Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
109805308,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
109805008,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
109804925,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
109574115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
107982909,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
107982850,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
109314512,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
109065786,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
108533640,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
107421239,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
