Provider,Provider Property ID,Expedia ID,Property Manager,,Name,Country Code,Public Code,Reason Codes,Messages,Is Live,Meets Go Live Requirements,Regulatory Compliant,Images,Images Minimum,Images Found,Amenities,Amenities Minimum,Amenities Found,Amenities Missing,Special Check-In Instructions,Property Contact,Business Model,Number of Bedrooms,Number of Bathrooms,Taxes,Property Name,Phone,Geo-Coordinates,Address,Structure Type,Currency,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
EQCTravelStaytion,1013036,128987322,EQCTravelStaytion,,CASA VACANZE in Tamarispa,ITA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,27,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013024,128977709,EQCTravelStaytion,,Sun   Sea Apartment   Durr  s Waterfront,ALB,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,30,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,B16527,128976290,EQCTravelStaytion,,One Lux Stay Grande Signature Residence 2BR - Direct Burj Khalifa View,ARE,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,106,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013004,128977704,TravelStaytionGRC,,Sirocco Maisonette  Kyparissia Old Town Collection,GRC,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,39,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012989,128976192,EQCTravelStaytion,,MetaWise 2Bed Next to ICC Darling Harbour 77,AUS,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,26,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,866377,128970372,TravelStaytionAMER,,Ocean Breeze Bungalow 4BR 2BA W Pool,USA,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,17,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012685,128921514,TravelStaytionAMER,,4 minutes from Copacabana   NSC304b,BRA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,14,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1003428,128912708,TravelStaytionGRC,,Apartment  Semi-Private huge pool,GRC,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,35,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012649,128910050,EQCTravelStaytion,,The Gallo Promenade in Lucca,ITA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,24,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011986,128893326,EQCTravelStaytion,,Charmant Loft 2   pi  ces R  publique   Canal Paris X,FRA,OnboardingSucceeded,,,FALSE,FALSE,FALSE,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,FALSE,1,0
EQCTravelStaytion,1011521,128893207,EQCTravelStaytion,,Southwest Ljubljana   private parking 3,SVN,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,17,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
EQCTravelStaytion,1011983,128893325,EQCTravelStaytion,,Bel appartement R  publique   Marais,FRA,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,7,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,111
EQCTravelStaytion,1011505,128881590,EQCTravelStaytion,,Estilo   Designerski Apartament z Tarasem,POL,OnboardingSucceeded,,,FALSE,FALSE,N/A,FALSE,6,4,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011236,128873227,TravelStaytionAMER,,Refined 2BR Gastown Stay   Private Rooftop Terrace,CAN,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,43,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011500,128888204,EQCTravelStaytion,,5 Mins Walk to Big Ben  Westminster Luxury,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,24,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013023,128977700,EQCTravelStaytion,,Sea View Apartment   Durr  s Waterfront,ALB,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,25,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012760,128972035,EQCTravelStaytion,,Apartamento Caribe Panama by At Home Costa del Sol,ESP,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,43,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,866376,128970371,TravelStaytionAMER,,Ocean Pearl Estate 3BR 2BA W Pool,USA,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,33,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012743,128939728,EQCTravelStaytion,,Peaceful 1 bed apt in the heart of Fitzrovia,GBR,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,10,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012993,128976193,TravelStaytionAMER,,w    Loft Retreat in the Heart of Bogot,COL,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,38,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,180
EQCTravelStaytion,1012654,128910904,EQCTravelStaytion,,Silkhaus Vacation Homes Premium 2BDR with Maid Room in Radiant Viewz,ARE,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,37,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012031,128909565,EQCTravelStaytion,,278 Sesmarias in Carvoeiro,PRT,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,61,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012028,128908076,EQCTravelStaytion,,Villa Lukante ZadarVillas,HRV,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,29,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,TRUE,1,177
EQCTravelStaytion,1012029,128908842,EQCTravelStaytion,,Slaapstrandhuisje - Strand Dishoek 37 I Dishoek,NLD,OnboardingSucceeded,,,FALSE,FALSE,N/A,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,FALSE,1,0
EQCTravelStaytion,1011512,128889849,EQCTravelStaytion,,Corner Suite The Valour in De Waterkant,ZAF,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,36,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011998,128893703,EQCTravelStaytion,,Southwest Ljubljana   private parking 3,SVN,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,14,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
EQCTravelStaytion,1011237,128873229,TravelStaytionAMER,,High-End Squamish Penthouse With Mountain Views,CAN,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,38,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,223
EQCTravelStaytion,B16528,128976273,EQCTravelStaytion,,One Lux Stay 3BR   2BA Antwerp near Central Station,BEL,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,44,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012995,128976197,TravelStaytionAMER,,w    Top   Cozy 3BR with Balcony  in Miraflores,PER,OnboardingSucceeded,,,TRUE,FALSE,N/A,TRUE,6,37,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
EQCTravelStaytion,1012998,128976200,TravelStaytionAMER,,w    Homey 3BR with Balcony in Miraflores,PER,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,32,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,B16531,128976272,EQCTravelStaytion,,One Lux Stay 2BR  2BA Antwerp near Central Station,BEL,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,36,N/A,,,,N/A,TRUE,TRUE,N/A,FALSE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,365
EQCTravelStaytion,B16530,128976280,EQCTravelStaytion,,One Lux Stay 3 1B2 5B Antwerp near Central Station,BEL,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,43,N/A,,,,N/A,TRUE,TRUE,N/A,FALSE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013012,128976268,TravelStaytionAMER,,NOK Luxury 1BR Apartment  The Towers by Vistacana,DOM,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,32,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012759,128972100,EQCTravelStaytion,,Casa Mago de Oz by At Home Costa del sol,ESP,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,48,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012690,128933667,EQCTravelStaytion,,Roomy 2 Bed Garden Flat   Quick Links to Central,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,39,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1003431,128912709,EQCTravelStaytion,,Meltemi beach house by opus,GRC,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,18,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,126
EQCTravelStaytion,1012655,128910916,EQCTravelStaytion,,Silkhaus Vacation Homes Spacious 2BR in Reem Island in Marina Bay,ARE,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,23,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1008453,128908844,EQCTravelStaytion,,Seaside Apartment 1 by Cretanhouses,GRC,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,17,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,147
EQCTravelStaytion,1012653,128910897,EQCTravelStaytion,,Silkhaus Premium 2BR in Reem Island in Radiant Bay,ARE,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,28,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,174
EQCTravelStaytion,1012000,128893704,EQCTravelStaytion,,Southwest Ljubljana   private parking 8,SVN,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,16,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011490,128881028,EQCTravelStaytion,,Spacious  Countryside Home   Yoga Studio,GBR,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,73,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1011507,128881735,TravelStaytionAMER,,Hot Tub   Outdoor Movies   FirePit   Mtn views,USA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,77,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,170
EQCTravelStaytion,1011488,128881025,TravelStaytionAMER,,Beachfront 1BR High-Floor Panoramic Views,MEX,OnboardingSucceeded,,,FALSE,FALSE,N/A,TRUE,6,30,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013029,128978513,EQCTravelStaytion,,Luxury 3-Bedroom Skyline Apartment in Higueron,ESP,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,48,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,322
EQCTravelStaytion,1012669,128921079,EQCTravelStaytion,,Free housekeeping visits during your stay - StayShort - Modern New Studio in Arjan that Sleeps 4,ARE,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,53,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1013000,128976203,TravelStaytionAMER,,w    Comfort Living 2BR w  Balcony in San Isidro,PER,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,24,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,183
EQCTravelStaytion,1012994,128976195,TravelStaytionAMER,,w    Premium Loft in the Heart of Bogot,COL,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,31,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012990,128976191,EQCTravelStaytion,,MetaWise 2Bed Next to ICC Darling Harbour 167,AUS,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,28,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012988,128976086,TravelStaytionAMER,,5BR End-Unit w Pool  Themed Rooms   GameLoft 16225,USA,OnboardingSucceeded,,,TRUE,FALSE,N/A,TRUE,6,58,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
EQCTravelStaytion,1003430,128912711,TravelStaytionGRC,,Opus apartment by mykonian hospitality,GRC,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,56,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,299
EQCTravelStaytion,1012681,128916909,EQCTravelStaytion,,Anacasa Marina Real Denia AP1142,ESP,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,25,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,231
EQCTravelStaytion,1012657,128920798,EQCTravelStaytion,,MetaWise 2Bed Next to ICC Darling Harbour 93,AUS,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,25,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012002,128896932,TravelStaytionAMER,,Chic Family Retreat  Pool  Mario and Mickey Rooms,USA,OnboardingSucceeded,,,TRUE,TRUE,N/A,TRUE,6,56,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,162
EQCTravelStaytion,1012027,128907604,EQCTravelStaytion,,Letizia Plaza in Lucca,ITA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,31,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCTravelStaytion,1012023,128907112,EQCTravelStaytion,,La Folie appartement r  publique   Marais,FRA,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,9,N/A,,,,N/A,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,364
