Expedia ID,Name,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
105619286,Gapyeong Yeonkkocchosu Pet Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105591036,Yeosu Arum Ocean View Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105471687,Jeju Pyeongdae 41street Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105589364,Gapyeong N703 Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105647649,Tongyeong Botongdays Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105676281,Yeosu Baraboda Ocean View Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105648910,Yeosu Eoneumeosjinnal Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105420608,Gapyeong Sanmaeul Glamping,N/A,TRUE,N/A,N/A,FALSE,FALSE
105496457,Yeosu Noeul Walk Pet Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105386048,yeosu kinolkids pool villa,N/A,TRUE,N/A,N/A,FALSE,FALSE
105494425,Yeongheungdo noeul&bada pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105589273,Namhae Familyae Pension,N/A,TRUE,N/A,N/A,FALSE,TRUE
105426839,Gapyeong Gold Castle Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105566945,yeosu canada meo  village pet pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105564570,Ganghwa White Stone Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105517402,jeju aeworio pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
105515975,yangpyeong agit analogue cultural resort,N/A,TRUE,N/A,N/A,FALSE,FALSE
81641934,Gyeongju byeolgwadal-iyagi Pension,N/A,TRUE,N/A,N/A,TRUE,TRUE
68411019,Janghohang Ilmare Pension,N/A,TRUE,N/A,N/A,FALSE,FALSE
90830867,Gangleung laimbichipensyeon,N/A,TRUE,N/A,N/A,TRUE,TRUE
