uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type
106890344|106890344|106890344_000001|Bautismos 1 aprox. 15 abr 1728–aprox. 3 jun 1737 - DGS(106890344)|Bautismos 1 aprox. 15 abr 1728–aprox. 3 jun 1737 - DGS(106890344)|ES|Español|1737/1737|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|1|Bautizo
106890345|106890345|106890345_000001|Bautismos 2 12 dic 1745–28 dic 1754 - DGS(106890345)|Bautismos 2 12 dic 1745–28 dic 1754 - DGS(106890345)|ES|Español|1754/1754|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|2|Bautizo
106890346|106890346|106890346_000001|Bautismos 3 30 dic 1754–13 ene 1765 - DGS(106890346)|Bautismos 3 30 dic 1754–13 ene 1765 - DGS(106890346)|ES|Español|1765/1765|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|3|Bautizo
106890347|106890347|106890347_000001|Bautismos 4 18 ene 1765–jul 1768 - DGS(106890347)|Bautismos 4 18 ene 1765–jul 1768 - DGS(106890347)|ES|Español|1768/1768|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|4|Bautizo
106890348|106890348|106890348_000001|Bautismos 5 1 abr 1765–18 may 1775 - DGS(106890348)|Bautismos 5 1 abr 1765–18 may 1775 - DGS(106890348)|ES|Español|1775/1775|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|5|Bautizo
106890349|106890349|106890349_000001|Bautismos 6 8 jun 1775–30 dic 1779 - DGS(106890349)|Bautismos 6 8 jun 1775–30 dic 1779 - DGS(106890349)|ES|Español|1779/1779|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|6|Bautizo
106890350|106890350|106890350_000001|Bautismos 7 1 ene 1780–29 may 1791 - DGS(106890350)|Bautismos 7 1 ene 1780–29 may 1791 - DGS(106890350)|ES|Español|1791/1791|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|7|Bautizo
106890351|106890351|106890351_000001|Bautismos 8 29 may 1791–31 oct 1794 - DGS(106890351)|Bautismos 8 29 may 1791–31 oct 1794 - DGS(106890351)|ES|Español|1794/1794|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|8|Bautizo
106890352|106890352|106890352_000001|Bautismos 9 2 feb 1798–20 sep 1801 - DGS(106890352)|Bautismos 9 2 feb 1798–20 sep 1801 - DGS(106890352)|ES|Español|1801/1801|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|9|Bautizo
106890353|106890353|106890353_000001|Bautismos 10 27 sep 1801–22 dic 1807 - DGS(106890353)|Bautismos 10 27 sep 1801–22 dic 1807 - DGS(106890353)|ES|Español|1807/1807|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|10|Bautizo
106890354|106890354|106890354_000001|Bautismos 11 31 dic 1811–5 mar 1815 - DGS(106890354)|Bautismos 11 31 dic 1811–5 mar 1815 - DGS(106890354)|ES|Español|1815/1815|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|11|Bautizo
106890355|106890355|106890355_000001|Bautismos 12 5 mar 1815–8 jun 1817 - DGS(106890355)|Bautismos 12 5 mar 1815–8 jun 1817 - DGS(106890355)|ES|Español|1817/1817|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|12|Bautizo
106890368|106890368|106890368_000001|Bautismos 13 12 nov 1818–1821 - DGS(106890368)|Bautismos 13 12 nov 1818–1821 - DGS(106890368)|ES|Español|1821/1821|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|13|Bautizo
106890369|106890369|106890369_000001|Bautismos 14 mar 1822–nov 1824 - DGS(106890369)|Bautismos 14 mar 1822–nov 1824 - DGS(106890369)|ES|Español|1824/1824|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|14|Bautizo
106890370|106890370|106890370_000001|Bautismos 15 6 nov 1825–12 ene 1828 - DGS(106890370)|Bautismos 15 6 nov 1825–12 ene 1828 - DGS(106890370)|ES|Español|1828/1828|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|15|Bautizo
106890371|106890371|106890371_000001|Bautismos 16 12 ene 1828–10 sep 1829 - DGS(106890371)|Bautismos 16 12 ene 1828–10 sep 1829 - DGS(106890371)|ES|Español|1829/1829|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|16|Bautizo
106890372|106890372|106890372_000001|Bautismos 17 sep 1829–jul 1835 - DGS(106890372)|Bautismos 17 sep 1829–jul 1835 - DGS(106890372)|ES|Español|1835/1835|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|17|Bautizo
106890373|106890373|106890373_000001|Bautismos 18 sep 1832–20 dic 1839 - DGS(106890373)|Bautismos 18 sep 1832–20 dic 1839 - DGS(106890373)|ES|Español|1839/1839|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|18|Bautizo
106890374|106890374|106890374_000001|Bautismos 19 may 1839–1843 - DGS(106890374)|Bautismos 19 may 1839–1843 - DGS(106890374)|ES|Español|1843/1843|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|19|Bautizo
106890375|106890375|106890375_000001|Bautismos 20 2 abr 1843–feb 1847 - DGS(106890375)|Bautismos 20 2 abr 1843–feb 1847 - DGS(106890375)|ES|Español|1847/1847|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|20|Bautizo
106890376|106890376|106890376_000001|Bautismos 21 4 sep 1847–30 ago 1850 - DGS(106890376)|Bautismos 21 4 sep 1847–30 ago 1850 - DGS(106890376)|ES|Español|1850/1850|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|21|Bautizo
106890377|106890377|106890377_000001|Bautismos 22 1 sep 1850–2 abr 1854 - DGS(106890377)|Bautismos 22 1 sep 1850–2 abr 1854 - DGS(106890377)|ES|Español|1854/1854|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|22|Bautizo
106890378|106890378|106890378_000001|Bautismos 23 26 oct 1856–nov 1864 - DGS(106890378)|Bautismos 23 26 oct 1856–nov 1864 - DGS(106890378)|ES|Español|1864/1864|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|23|Bautizo
106890379|106890379|106890379_000001|Bautismos 24 feb 1864–may 1868 - DGS(106890379)|Bautismos 24 feb 1864–may 1868 - DGS(106890379)|ES|Español|1868/1868|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|24|Bautizo
106890380|106890380|106890380_000001|Bautismos 29 30 oct 1889–5 mar 1893 - DGS(106890380)|Bautismos 29 30 oct 1889–5 mar 1893 - DGS(106890380)|ES|Español|1893/1893|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Bautizo|29|Bautizo
106890381|106890381|106890381_000001|Matrimonios 1 1790–1802 - DGS(106890381)|Matrimonios 1 1790–1802 - DGS(106890381)|ES|Español|1802/1802|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|1|Matrimonio
106890382|106890382|106890382_000001|Matrimonios 2 12 sep 1802–2 oct 1814 - DGS(106890382)|Matrimonios 2 12 sep 1802–2 oct 1814 - DGS(106890382)|ES|Español|1814/1814|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|2|Matrimonio
106890383|106890383|106890383_000001|Matrimonios 3 19 abr 1815–18 oct 1824 - DGS(106890383)|Matrimonios 3 19 abr 1815–18 oct 1824 - DGS(106890383)|ES|Español|1824/1824|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|3|Matrimonio
106890384|106890384|106890384_000001|Matrimonios 4 1 nov 1825–dic 1831 - DGS(106890384)|Matrimonios 4 1 nov 1825–dic 1831 - DGS(106890384)|ES|Español|1831/1831|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|4|Matrimonio
106890385|106890385|106890385_000001|Matrimonios 5 24 may 1839–26 ene 1845 - DGS(106890385)|Matrimonios 5 24 may 1839–26 ene 1845 - DGS(106890385)|ES|Español|1845/1845|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|5|Matrimonio
106890386|106890386|106890386_000001|Matrimonios 7 31 ago 1925–27 dic 1929 - DGS(106890386)|Matrimonios 7 31 ago 1925–27 dic 1929 - DGS(106890386)|ES|Español|1929/1929|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|7|Matrimonio
106890387|106890387|106890387_000001|Matrimonios 8 11 ene 1940–nov 1942 - DGS(106890387)|Matrimonios 8 11 ene 1940–nov 1942 - DGS(106890387)|ES|Español|1942/1942|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|8|Matrimonio
106890388|106890388|106890388_000001|Matrimonios 9 5 ene 1943–31 dic 1944 - DGS(106890388)|Matrimonios 9 5 ene 1943–31 dic 1944 - DGS(106890388)|ES|Español|1944/1944|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|9|Matrimonio
106890389|106890389|106890389_000001|Matrimonios 10 19 dic 1948–10 sep 1961 - DGS(106890389)|Matrimonios 10 19 dic 1948–10 sep 1961 - DGS(106890389)|ES|Español|1961/1961|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|10|Matrimonio
106890390|106890390|106890390_000001|Matrimonios Vol. 1 8 nov 1755–4 feb 1769 - DGS(106890390)|Matrimonios Vol. 1 8 nov 1755–4 feb 1769 - DGS(106890390)|ES|Español|1769/1769|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|1|Matrimonio
106890391|106890391|106890391_000001|Matrimonios Vol. 2 9 may 1769–14 jul 1790 - DGS(106890391)|Matrimonios Vol. 2 9 may 1769–14 jul 1790 - DGS(106890391)|ES|Español|1790/1790|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|2|Matrimonio
106890392|106890392|106890392_000001|Matrimonios Vol. 3 1 mar 1791–4 ago 1796 - DGS(106890392)|Matrimonios Vol. 3 1 mar 1791–4 ago 1796 - DGS(106890392)|ES|Español|1796/1796|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|3|Matrimonio
106890393|106890393|106890393_000001|Matrimonios Vol. 4 15 sep 1802–27 sep 1814 - DGS(106890393)|Matrimonios Vol. 4 15 sep 1802–27 sep 1814 - DGS(106890393)|ES|Español|1814/1814|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|4|Matrimonio
106890394|106890394|106890394_000001|Matrimonios Vol. 5 10 nov 1825–27 nov 1831 - DGS(106890394)|Matrimonios Vol. 5 10 nov 1825–27 nov 1831 - DGS(106890394)|ES|Español|1831/1831|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|5|Matrimonio
106890395|106890395|106890395_000001|Matrimonios Vol. 10 4 abr 1920–20 mar 1923 - DGS(106890395)|Matrimonios Vol. 10 4 abr 1920–20 mar 1923 - DGS(106890395)|ES|Español|1923/1923|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|10|Matrimonio
106890396|106890396|106890396_000001|Matrimonios Vol. 6 6 may 1863–7 jun 1876 - DGS(106890396)|Matrimonios Vol. 6 6 may 1863–7 jun 1876 - DGS(106890396)|ES|Español|1876/1876|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|6|Matrimonio
106890397|106890397|106890397_000001|Matrimonios Vol. 8 21 ago 1896–20 ago 1913 - DGS(106890397)|Matrimonios Vol. 8 21 ago 1896–20 ago 1913 - DGS(106890397)|ES|Español|1913/1913|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|8|Matrimonio
106890398|106890398|106890398_000001|Matrimonios Vol. 9 23 mar 1914–30 mar 1920 - DGS(106890398)|Matrimonios Vol. 9 23 mar 1914–30 mar 1920 - DGS(106890398)|ES|Español|1920/1920|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|9|Matrimonio
106890399|106890399|106890399_000001|Matrimonios Vol. 11 4 jul 1923–8 sep 1926 - DGS(106890399)|Matrimonios Vol. 11 4 jul 1923–8 sep 1926 - DGS(106890399)|ES|Español|1926/1926|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|11|Matrimonio
106890400|106890400|106890400_000001|Matrimonios Vol. 12 10 sep 1926–16 sep 1928 - DGS(106890400)|Matrimonios Vol. 12 10 sep 1926–16 sep 1928 - DGS(106890400)|ES|Español|1928/1928|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|12|Matrimonio
106890401|106890401|106890401_000001|Matrimonios Vol. 13 17 oct 1928–26 jul 1934 - DGS(106890401)|Matrimonios Vol. 13 17 oct 1928–26 jul 1934 - DGS(106890401)|ES|Español|1934/1934|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|13|Matrimonio
106890402|106890402|106890402_000001|Matrimonios Vol. 15 10 oct 1938–1 may 1939 - DGS(106890402)|Matrimonios Vol. 15 10 oct 1938–1 may 1939 - DGS(106890402)|ES|Español|1940/1940|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|15|Matrimonio
106890403|106890403|106890403_000001|Matrimonios Vol. 16 17 ene 1945–7 sep 1946 - DGS(106890403)|Matrimonios Vol. 16 17 ene 1945–7 sep 1946 - DGS(106890403)|ES|Español|1946/1946|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Matrimonio|16|Matrimonio
106890404|106890404|106890404_000001|Defunciones 1 1706–1713 - DGS(106890404)|Defunciones 1 1706–1713 - DGS(106890404)|ES|Español|1713/1713|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|1|Defunción
106890405|106890405|106890405_000001|Defunciones 2 26 oct 1755–16 mar 1769 - DGS(106890405)|Defunciones 2 26 oct 1755–16 mar 1769 - DGS(106890405)|ES|Español|1769/1769|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|2|Defunción
106890406|106890406|106890406_000001|Defunciones 3 2 abr 1769–5 oct 1778 - DGS(106890406)|Defunciones 3 2 abr 1769–5 oct 1778 - DGS(106890406)|ES|Español|1778/1778|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|3|Defunción
106890407|106890407|106890407_000001|Defunciones 4 2 sep 1778–9 sep 1790 - DGS(106890407)|Defunciones 4 2 sep 1778–9 sep 1790 - DGS(106890407)|ES|Español|1790/1790|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|4|Defunción
106890408|106890408|106890408_000001|Defunciones 5 13 nov 1790–10 sep 1802 - DGS(106890408)|Defunciones 5 13 nov 1790–10 sep 1802 - DGS(106890408)|ES|Español|1802/1802|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|5|Defunción
106890409|106890409|106890409_000001|Defunciones 6 13 sep 1802–23 nov 1812 - DGS(106890409)|Defunciones 6 13 sep 1802–23 nov 1812 - DGS(106890409)|ES|Español|1812/1812|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|6|Defunción
106890410|106890410|106890410_000001|Defunciones 7 25 nov 1812–5 jul 1820 - DGS(106890410)|Defunciones 7 25 nov 1812–5 jul 1820 - DGS(106890410)|ES|Español|1820/1820|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|7|Defunción
106890411|106890411|106890411_000001|Defunciones 8 5 nov 1825–25 sep 1830 - DGS(106890411)|Defunciones 8 5 nov 1825–25 sep 1830 - DGS(106890411)|ES|Español|1830/1830|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|8|Defunción
106890412|106890412|106890412_000001|Defunciones 9 15 oct 1830–31 may 1838 - DGS(106890412)|Defunciones 9 15 oct 1830–31 may 1838 - DGS(106890412)|ES|Español|1838/1838|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|9|Defunción
106890413|106890413|106890413_000001|Defunciones 10 10 may 1839–29 dic 1847 - DGS(106890413)|Defunciones 10 10 may 1839–29 dic 1847 - DGS(106890413)|ES|Español|1847/1847|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|10|Defunción
106890414|106890414|106890414_000001|Defunciones 12 21 dic 1902–13 ago 1919 - DGS(106890414)|Defunciones 12 21 dic 1902–13 ago 1919 - DGS(106890414)|ES|Español|1919/1919|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|12|Defunción
106890415|106890415|106890415_000001|Defunciones 13 14 ago 1919–25 ene 1925 - DGS(106890415)|Defunciones 13 14 ago 1919–25 ene 1925 - DGS(106890415)|ES|Español|1925/1925|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|13|Defunción
106890416|106890416|106890416_000001|Defunciones 14 29 ene 1926–31 dic 1932 - DGS(106890416)|Defunciones 14 29 ene 1926–31 dic 1932 - DGS(106890416)|ES|Español|1932/1932|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|14|Defunción
106890417|106890417|106890417_000001|Defunciones 15 1 ene 1933–2 dic 1939 - DGS(106890417)|Defunciones 15 1 ene 1933–2 dic 1939 - DGS(106890417)|ES|Español|1939/1939|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|15|Defunción
106890418|106890418|106890418_000001|Defunciones 16 28 ene 1940–26 ene 1942 - DGS(106890418)|Defunciones 16 28 ene 1940–26 ene 1942 - DGS(106890418)|ES|Español|1942/1942|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|16|Defunción
106890419|106890419|106890419_000001|Defunciones 17 6 abr 1942–26 mar 1946 - DGS(106890419)|Defunciones 17 6 abr 1942–26 mar 1946 - DGS(106890419)|ES|Español|1946/1946|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|17|Defunción
106890420|106890420|106890420_000001|Defunciones 18 7 abr 1946–26 sep 1958 - DGS(106890420)|Defunciones 18 7 abr 1946–26 sep 1958 - DGS(106890420)|ES|Español|1958/1958|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Defunción|18|Defunción
106939872|106939872|106939872_000001|Bautismos 1 nov 1701–15 jun 1706 - DGS(106939872)|Bautismos 1 nov 1701–15 jun 1706 - DGS(106939872)|ES|Español|1706/1706|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|1|Bautizo
106939873|106939873|106939873_000001|Bautismos 2 abr 1773–18 dic 1786 - DGS(106939873)|Bautismos 2 abr 1773–18 dic 1786 - DGS(106939873)|ES|Español|1786/1786|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|2|Bautizo
106939874|106939874|106939874_000001|Bautismos 3 9 feb 1792–29 dic 1799 - DGS(106939874)|Bautismos 3 9 feb 1792–29 dic 1799 - DGS(106939874)|ES|Español|1799/1799|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|3|Bautizo
106939875|106939875|106939875_000001|Bautismos 4 1 ene 1814–18 dic 1832 - DGS(106939875)|Bautismos 4 1 ene 1814–18 dic 1832 - DGS(106939875)|ES|Español|1832/1832|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|4|Bautizo
106939876|106939876|106939876_000001|Bautismos 5 20 ene 1833–24 ago 1843 - DGS(106939876)|Bautismos 5 20 ene 1833–24 ago 1843 - DGS(106939876)|ES|Español|1843/1843|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|5|Bautizo
106939877|106939877|106939877_000001|Bautismos 6 14 jun 1844–15 feb 1852 - DGS(106939877)|Bautismos 6 14 jun 1844–15 feb 1852 - DGS(106939877)|ES|Español|1852/1852|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|6|Bautizo
106939878|106939878|106939878_000001|Bautismos 7 13 may 1852–26 dic 1853 - DGS(106939878)|Bautismos 7 13 may 1852–26 dic 1853 - DGS(106939878)|ES|Español|1853/1853|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|7|Bautizo
106939879|106939879|106939879_000001|Bautismos 8 28 nov 1853–15 nov 1857 - DGS(106939879)|Bautismos 8 28 nov 1853–15 nov 1857 - DGS(106939879)|ES|Español|1857/1857|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|8|Bautizo
106939880|106939880|106939880_000001|Bautismos 9 20 dic 1863–26 abr 1874 - DGS(106939880)|Bautismos 9 20 dic 1863–26 abr 1874 - DGS(106939880)|ES|Español|1874/1874|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|9|Bautizo
106939881|106939881|106939881_000001|Bautismos 10 1880–1887 - DGS(106939881)|Bautismos 10 1880–1887 - DGS(106939881)|ES|Español|1887/1887|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|10|Bautizo
106939882|106939882|106939882_000001|Bautismos 11 1887–1911 - DGS(106939882)|Bautismos 11 1887–1911 - DGS(106939882)|ES|Español|1911/1911|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|11|Bautizo
106939883|106939883|106939883_000001|Bautismos 12 11 oct 1937–2 sep 1938 - DGS(106939883)|Bautismos 12 11 oct 1937–2 sep 1938 - DGS(106939883)|ES|Español|1938/1938|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Bautizo|12|Bautizo
106939884|106939884|106939884_000001|Matrimonios 1 aprox. 26 jul 1789–aprox. 10 may 1797 - DGS(106939884)|Matrimonios 1 aprox. 26 jul 1789–aprox. 10 may 1797 - DGS(106939884)|ES|Español|1797/1797|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|1|Matrimonio
106939885|106939885|106939885_000001|Matrimonios Vol. 1 aprox. 13 jul 1771–aprox. 31 ene 1793 - DGS(106939885)|Matrimonios Vol. 1 aprox. 13 jul 1771–aprox. 31 ene 1793 - DGS(106939885)|ES|Español|1780/1780|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|1|Matrimonio
106939886|106939886|106939886_000001|Matrimonios Vol. 2 aprox. 13 jul 1821–aprox. 31 ene 1832 - DGS(106939886)|Matrimonios Vol. 2 aprox. 13 jul 1821–aprox. 31 ene 1832 - DGS(106939886)|ES|Español|1832/1832|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|2|Matrimonio
106939887|106939887|106939887_000001|Matrimonios Vol. 3 7 ene 1853–30 oct 1857 - DGS(106939887)|Matrimonios Vol. 3 7 ene 1853–30 oct 1857 - DGS(106939887)|ES|Español|1857/1857|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|3|Matrimonio
106939888|106939888|106939888_000001|Matrimonios Vol. 4 1858–1893 - DGS(106939888)|Matrimonios Vol. 4 1858–1893 - DGS(106939888)|ES|Español|1873/1873|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|4|Matrimonio
106939889|106939889|106939889_000001|Matrimonios Vol. 5 1883–1922 - DGS(106939889)|Matrimonios Vol. 5 1883–1922 - DGS(106939889)|ES|Español|1922/1922|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|5|Matrimonio
106939890|106939890|106939890_000001|Matrimonios Vol. 6 12 abr 1922–11 abr 1939 - DGS(106939890)|Matrimonios Vol. 6 12 abr 1922–11 abr 1939 - DGS(106939890)|ES|Español|1939/1939|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Matrimonio|6|Matrimonio
106939891|106939891|106939891_000001|Defunciones Vol. 01 1694–1831 - DGS(106939891)|Defunciones Vol. 01 1694–1831 - DGS(106939891)|ES|Español|1831/1831|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|01|Registros de donativos de feligreses
106939892|106939892|106939892_000001|Defunciones Vol. 02 1709–1848 - DGS(106939892)|Defunciones Vol. 02 1709–1848 - DGS(106939892)|ES|Español|1848/1848|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|02|Registros de donativos de feligreses
106939893|106939893|106939893_000001|Defunciones Vol. 03 1709–1870 - DGS(106939893)|Defunciones Vol. 03 1709–1870 - DGS(106939893)|ES|Español|1868/1868|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|03|Registros de donativos de feligreses
106939894|106939894|106939894_000001|Defunciones Vol. 04 1713–1762 - DGS(106939894)|Defunciones Vol. 04 1713–1762 - DGS(106939894)|ES|Español|1762/1762|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|04|Registros de donativos de feligreses
106939895|106939895|106939895_000001|Defunciones Vol. 05 15 sep 1717–3 ago 1753 - DGS(106939895)|Defunciones Vol. 05 15 sep 1717–3 ago 1753 - DGS(106939895)|ES|Español|1753/1753|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|05|Registros de donativos de feligreses
106939896|106939896|106939896_000001|Defunciones Vol. 06 9 nov 1742–1830 - DGS(106939896)|Defunciones Vol. 06 9 nov 1742–1830 - DGS(106939896)|ES|Español|1830/1830|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|06|Registros de donativos de feligreses
106939897|106939897|106939897_000001|Defunciones Vol. 07 1781–1847 - DGS(106939897)|Defunciones Vol. 07 1781–1847 - DGS(106939897)|ES|Español|1847/1847|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|07|Registros de donativos de feligreses
106939898|106939898|106939898_000001|Defunciones Vol. 09 1893–1945 - DGS(106939898)|Defunciones Vol. 09 1893–1945 - DGS(106939898)|ES|Español|1942/1942|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|09|Registros de donativos de feligreses
106939899|106939899|106939899_000001|Defunciones Vol. 10 1910–1923 - DGS(106939899)|Defunciones Vol. 10 1910–1923 - DGS(106939899)|ES|Español|1923/1923|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|10|Registros de donativos de feligreses
106939900|106939900|106939900_000001|Defunciones Vol. 11 1942–1944 - DGS(106939900)|Defunciones Vol. 11 1942–1944 - DGS(106939900)|ES|Español|1944/1944|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Registros de donativos de feligreses|11|Registros de donativos de feligreses
106939901|106939901|106939901_000001|Defunciones 1 4 ago 1766–27 feb 1792 - DGS(106939901)|Defunciones 1 4 ago 1766–27 feb 1792 - DGS(106939901)|ES|Español|1792/1792|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Defunción|1|Defunción
106939902|106939902|106939902_000001|Defunciones 2 20 nov 1792–25 jun 1805 - DGS(106939902)|Defunciones 2 20 nov 1792–25 jun 1805 - DGS(106939902)|ES|Español|1805/1805|Santa Lucía, Pichigua, Espinar, Cusco, Perú|Defunción|2|Defunción
