Provider,Provider Property ID,Expedia ID,,Property Manager,Name,Country Code,Public Code,Reason Codes,Messages,Is Live,Meets Go Live Requirements,Regulatory Compliant,Images,Images Minimum,Images Found,Amenities,Amenities Minimum,Amenities Found,Amenities Missing,Special Check-In Instructions,Property Contact,Business Model,Number of Bedrooms,Number of Bathrooms,Taxes,Property Name,Phone,Geo-Coordinates,Address,Structure Type,Currency,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
NextPax,999236002,133656385,001PE00000YFvVUYA1,guestreadyuk,GuestReady - The Crescent,GBR,OnboardingSucceeded,,,FALSE,TRUE,TRUE,TRUE,6,11,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,6,TRUE,1,352
NextPax,999238197,133655452,001PE00000YFvVUYA1,guestreadyuk,GuestReady - Duke Street,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,44,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,4,TRUE,1,1
NextPax,999239399,133686946,0010y00001YBpG7AAL,CityRelay,Modern Baker Street Flat with Patio,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,FALSE,6,1,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,FALSE,1,0
NextPax,999239114,133686944,0010y00001YBpG7AAL,CityRelay,Knightsbridge Apartment by Harrods,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,FALSE,6,1,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,FALSE,1,0
NextPax,999190956,133656801,001PE00000YFvVUYA1,guestreadyuk,GuestReady - Rose and Monkey,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,51,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,TRUE,1,1
NextPax,999233225,133657066,001PE00000YFvVUYA1,guestreadyuk,Southern Cross,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,47,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,4,TRUE,1,5
NextPax,999216065,133656612,001PE00000YFvVUYA1,guestreadyuk,GuestReady - Hackney Studios,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,23,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,2
NextPax,999238529,133394090,0010y00001YBpG7AAL,CityRelay,Stylish Brook Green Garden Flat,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,FALSE,1,0
NextPax,999238263,133615919,001PE00000UHSTGYA5,guestreadyportugal,GuestReady - Courtyard Apartments,PRT,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,48,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,4,TRUE,1,5
NextPax,999190929,133651935,001PE00000YFvVUYA1,guestreadyuk,GuestReady - Camden Studios,GBR,OnboardingSucceeded,,,FALSE,FALSE,FALSE,TRUE,6,17,N/A,,,,N/A,TRUE,TRUE,N/A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
