Expedia ID,Name,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
104242189,Picturesque Loft with Balcony in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104241251,Gorgeous 3 Bed Home in Earls Court,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
101943411,Excellent 2-BR Condo in Hip Area of DC,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
101943251,3-BR DC Townhome Getaway Close to It All,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
101943382,Entire 1-BR Apt in NoMa   Eckington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102029711,New Lux 3bed 3 5bath Short North,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
101943296,Little Penthouse in Little Italy Near Inner Harbor,FALSE,TRUE,N/A,TRUE,TRUE,TRUE
100619173,SPA  private pond and beach volleyball CITQ 248080,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619171,Live like the King of the Hill CITQ  296180,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104242349,w   Captivating Loft in El Nogal,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242387,w   Impressive 3BR with Balcony in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242380,w   Cozy 4BR Home w  Exclusive Pool n AC in CTG,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242322,w    Modern Loft in Unique Building,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242128,w    Beautiful Loft with balcony in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242073,w    Urban 1BR In Zona G,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242126,w    Modern Loft in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242197,Perfect Loft in San Patricio,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242428,Cozy 2BR w  ocean view n AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242427,w    Amazing Loft in Virrey,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104016876,Villa Roula 3BR Seaview Villa in Chania,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100404327,Silkhaus Elegant Pad with Balcony   Pool   Gym,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404393,Silkhaus Close to Burj Khalifa   Central Location,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404386,Silkhaus Burj Khalifa Walking Distance Pool  WiFi,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404319,Silkhaus Chic Burj Khalifa View  Pool  Gym In DIFC,N/A,TRUE,N/A,TRUE,TRUE,TRUE
104377350,Basketball  Pickleball  Pool  Spa  Sauna  Cinema,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104376798,Signal House is Waiting for you ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376800,Merlot on Mary - Steps to everything in Picton ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376801,Welcome to West Lake Retreat  Sandbanks   Hot Tub,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104377316,Villa Calaveras Boat Dock  Heated Pool  Gated,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376875,Barakat Lakes Escape,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376846,Bungalow by the Bay  Spot on Wellers Bay - PEC,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376831,Wilson Vines Awaits your Arrival in Hillier,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104242678,Modern 1BR in Luxury Building in Chico,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242622,w   Spectacular 2BR with amazing view in Cuauhtemoc,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104242497,Amazing 1BR in San Francisco,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104242206,w    Amazing 2BR w  AC in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242142,w    Splendid 2BR with Terrace in Candelaria,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242327,w    Unique Loft in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242363,w   Majestic 2BR w  AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242063,w    Wonderful 2BR w  AC in Sunny Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242241,w    Dreamy 1BR in Zona G,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242118,w    Welcoming 1BR in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242250,w    Stunning 1BR in Chico,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242119,w    Stunning 2BR w  Balcony n  AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242070,w    Lovely Duplex in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242247,w    Lovely 1BR in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242056,w    Centric 2BR In Cabrera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242311,w    Unique 2BR Duplex in Parque 93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242046,Bright Loft in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104241994,Classy Loft in Centro Internacional,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242220,w    Lovely 2BR w  Balcony n  AC in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242084,w    Industrial 1BR In Cabrera,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104308783,Secret Garden House - Private garden with pool,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
103373211,Long stay discounts - Marble Arch 3bed family home,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
103373366,Elegant 2 bed Flat  Hampstead Heath,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
103212445,Villa Daniela con piscina privata e discesa a mare tra Catania e Siracusa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103209439,Achilleas Rentals in Kamena Vourla,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
103373332,Gorgeous  Stylish  Interior Designed 5 Bed Home in Holland Park - Superb Location ,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
103373306,Tasteful 4Bed  Holland Park,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
103047430,Host   Stay   The Coach House,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
102714599,Town Hall Lofts  Flat 2  Settle,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102714594,Summerhill Cottage  Windermere  The Lake District,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102714597,Marske Stables 8  Desert Orchid,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102843294,Sosuite   2BR Apt w W D  Gym  On-Site Restaurant,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102843510,Stairway   3BR Apt w W D Ideal for Groups,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843529,Sosuite   2BR Penthouse w W D  Gym  On-Site Bar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102714579,Claremont  The Smeaton,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102714577,b  Hill Cottage  Haworth,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102714569,Claremont  The Matcham,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102029707,New Lux 3 BR  3 5 Bath Columbus,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104487966,Stone   Cozy Studio in Nimporio,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619152,Le Chic Traditionnel CITQ   298567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619154,Chic Chalet Heritage - CITQ   297192,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100587749,The Short North Barn,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100404373,Silkhaus Fast WiFi   Central Location   Downtown,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404317,Silkhaus Burj Khalifa Walking Distance   New Tower,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99266415,Fabulous StarWars Game Room 9Bd 5BA Sleep 25,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99225732,Charming 4BR San Diego Home,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
99258243,Cozy Condo w Parking Wifi Coffee - 5min2Stampede,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559847,Host   Stay   Apartment 7  Sneaton Hall,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559332,Host   Stay   The Garden Flat,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97017948,Al Dabas Beach Views  3BD Sleeps 6  Beachfront Beach   Pool Access,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559489,Host   Stay   Sixpence Cottage,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97017947,2 BD Tiara Palm Views  Beach   Pool  Amazing views of the Palm,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
98527728,Host   Stay   The Old Courtroom Flat,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559036,Host   Stay   Hoggarth House,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
96931210,The Sunset House   Pool   Spa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
97559560,Host   Stay   Cosy Coastal Apartment 1,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559303,Host   Stay   Queenscliffe,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559000,Host   Stay   The Normanby,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
96931224,The Sunnyside House,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
99225735,Delightful Home w  Fireplace  Patio  Fire Pit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
97559014,Host   Stay   The View  Hudsons Yard House,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559009,Host   Stay   Apartment Two  Hudsons Yard House,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
96931213,El Retiro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242246,w    Vibrant House 5BR w  Pool n AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242234,w    Lovely 3BR w  AC in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242233,Jungle Style 1BR in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242406,Amazing 4BR with incredible terrace in Medellin,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242422,Magnificent Loft with terrace,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242048,w    Spectacular Loft in Parque 93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242231,w    Great 2BR in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242100,w    Perfect Loft in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242101,w    Fancy 1BR in Zona G,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242299,w    Spectacular Loft in Chapinero,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242041,w    Stunning 3BR w  AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242094,w    Sophisticated 3BR House w  AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242090,w    Comfy Loft In Country,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104192877,Sole Apartments - near Corfu Port,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104167262,Elite Houses Santorini,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104071218,Luxury country home close to Cowdray   Goodwood,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
103993823,Paris     use at Ratzakli,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102677394,Sunny Apartment Lefkada - Lefkada BnB,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619204,Lakeview Mid Century Luxury Cottage CITQ 311414,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619207,Captivating view of Lake Superieur CITQ 242266,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619181,Chalet Refuge 114 in Lac-Sup  rieur,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100404346,Silkhaus Stunning View in Iconic Tower   Pool  Gym,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404330,Silkhaus Modern New Building   Pool   Gym,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404318,Silkhaus High Floor Spacious   Balcony With View,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404385,Silkhaus Burj Khalifa Walking Distance near Opera,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404316,Silkhaus DIFC Studio with Balcony View   Gym  Pool,N/A,TRUE,N/A,TRUE,TRUE,TRUE
99854939,Blithe 4 Bedroom Apartment 105m2 -SS177B-,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
97559012,Host   Stay   Routh Walk,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559004,Host   Stay   The Funky Robin,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97558994,Host   Stay   The Coach House,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
100587757,The Buckeye Retreat Mansion,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100587754,Franklin Manor-Columbus Downtown Luxury Estate ,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100404381,Silkhaus Burj Khalifa View  1BDR With Pool and Gym,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404356,Silkhaus Modern Tower in Business Bay   Gym Access,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404349,Silkhaus Modern Gorgeous View Downtown  Pool   Gym,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404344,Silkhaus Great View Modern Pad   Pool Access,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404336,Silkhaus Large Studio   Clarens Towers   Gym  Pool,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404331,Silkhaus Spacious 1BR in Downtown   Pool View,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404333,Silkhaus Burj Khalifa Proximity   Pool  Gym  Wifi,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404329,Silkhaus Near Dubai Mall   Burj Khalifa,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99258231,Gorgeous 2Br Condo w Parking Patio Coffee ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
98497798,Historic DC Gem  Spacious Rowhouse Private Patio ,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
98497794,Escape to this Gorgeous new Wilton Manors Villa ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559142,Host   Stay   The Farmhouse   The Grange,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559018,Host   Stay   Amber Cottage,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
99492518,HOLT Old Town One Bedroom Apartments,N/A,TRUE,N/A,TRUE,TRUE,TRUE
99220944,The WaterColours - Villa A,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99220942, The Cottage  at Rum Point - Private Getaway ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97558984,Host   Stay   Middle Farmhouse,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559182,Host   Stay   Apartment 2   Easby Hall,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559048,Host   Stay   Caedmons Prospect,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97558973,Host   Stay   Artsbank Apartment,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559213,Host   Stay   Apartment 1   Clarendon,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559206,Host   Stay   Room 10   Clarendon,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
98542393,Host   Stay   Willow View,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97558995,Host   Stay   Simba House,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
104376838,Hill St Hangout - Steps to Everything in Picton,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104377373,Peaceful 4br with Fire Pit and Huge Yard,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104376763,NB304 306 3BR Serviced Apartments,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104376734,Studio serviced apartments with City view  KS71-R ,N/A,TRUE,N/A,TRUE,TRUE,TRUE
104299258,Luxurious Studio in Westwood by Imtiaz - Al Furjan,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104299260,Cosy 1BR Apt In The Heart of JVC,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104299255,Brand new studio in Al furjan 2 mins from metro,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104299252,Modern 1BR with swimming pool and gym in JVC,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104248230,Peace  Relaxation and a Great Beach Vacation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242655,w   Extraordinary loft w  Balcony n AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242653,w   Cozy 2BR w  Balcony n AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242740,w    Cozy 2BR with amazing view in Cuauht  moc,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104248221,Sea it All  Infinity pool  ocean views  steps from the beach -- a great getaway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242793,Marvelous 4BR with incredible pool in Baru,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
104248212,Restored Historic Loft - 3 mins to the beach ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242402,Stunning 5BR House in El Poblado,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242152,Fantastic Loft in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242064,Perfect Loft In Centro Internacional,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104241998,w    Awesome 2BR w  AC in Paradisiac Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242061,Amazing 2BR In Centro Internacional,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242122,w    Authentic Loft in Santa Ana,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242352,w    Cozy 2BR w  balcony n AC in Cartagena,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104242120,Stunning 1BR in Laureles,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104071256,Sussex Seaside Home 200m to Beach,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
104187738,H St  DC Haven   3-BR Homestay,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104241266,Colourful 3-Bed terrace house  Chelsea,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
104024692,Samos Home Luxury Apartments,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103993822,Luxury Villa Irene Metaxata,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
103730633,Iriana s Apartments in Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103047522,Host   Stay   Lake Cottage,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
103373291,Delightful1-Bed Apartment  Chelsea,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
103073457,    Comfortable   Clean     Private Studio in Serene DC Neighborhood with Responsive   Friendly Host    ,FALSE,TRUE,N/A,TRUE,TRUE,TRUE
102843504,Sosuite   2BR Apt w Park View  W D  Gym  Lounge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843524,Cherry Suites   3BR Apt w  W D  Foosball Table,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102843684,Sosuite   2BR Apt w W D  Gym  On-Site Restaurant,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102843680,Sosuite   2BR Apt w W D  Gym  On-Site Restaurant,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102843315,Sosuite   2BR Apt w W D  Gym  On-Site Restaurant,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843686,Sosuite   3BR Apt w Park View  W D  Gym  Lounge,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102843720,Sosuite   1BR Corner Loft w Park View  Gym  Lounge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843677,Cherry Suites   2BR Apt w  W D  Arcade Machine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102102293,Living like in a cottage in the center of Athens  ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
101943346,Family-friendly Home for travelers   Near subway,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619201,Le P tit Cach    4 min de Ski Tremblant CITQ 305485,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619186,Le lapin des bois - Chalet  11   CITQ  234872,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619189,Be zen with nature   enjoy private hot tub CITQ   301946,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619180,Waterfront - Perfect Family fun CITQ  235045,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619157,Le Chic Log Chalet CITQ   241986,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100404341,Silkhaus with Direct Access to Zabeel Mall,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99266414,Gorgeous  8B 7BA MelbournBeach w Pool Dock   Beach,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559642,Host   Stay   Zetland Hideaway,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559315,Host   Stay   Mindello Apartment,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97558979,Host   Stay   The Gull s Nest,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559290,Host   Stay   Rosemill,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
103480288,Beachfront Resort   Pool  Ocean View Balcony  Gym,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103480283,Beachfront Resort   Pool   Ocean View Balcony  Gym,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
103475970,Ovrios Stone House Pelion,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
103373351,Designer Canal House  2 or 3 Bed  Little Venice,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
102843535,Sosuite   2BR Apt w W D  Gym  On-Site Restaurant,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
102844857,Stairway   3BR Apt w W D Ideal for Groups,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843500,Sosuite   1BR Penthouse w W D  Gym  On-Site Bar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102714598,Marske Stables 10  Northern Dancer,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
102843540,Sosuite   2BR Loft w W D  Gym  Lounge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843678,Sosuite   2BR Penthouse w W D  Gym  On-Site Bar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102843667,Sosuite   2BR Penthouse w Balcony  W D  Gym,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102714570,Claremont  The Scott,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
102843519,Sosuite   1BR Loft w Park View  W D  Gym  Lounge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102565603,Villa XARA in Mariou,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
102565592,Villa Oniriko in Mariou,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
102565585,Villa Hestia - 6 bedroom luxury villa with seaview,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
102102301,100m2 of classical beauty   comfort near Syntagma ,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
102029712,Brand New Lux 18 Beds w  2 Hot Tubs - Short North,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100619195,Warm cabin in nature with spa   sauna CITQ 309153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619192,Condo with magnificent view CITQ 259781,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100619196,Spacious log cottage        Resort access CITQ  242255,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
100404309,Silkhaus Cozy Marina View  Pool  Gym   Near JBR,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404307,Silkhaus Cozy Studio In DIFC Burj Khalifa View,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404304,Silkhaus Balcony With Great View   Studio In DIFC,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404302,Silkhaus Furnished  Burj Khalifa View   Pool   Gym,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404300,Silkhaus Burj Khalifa View  Spacious   Burj Daman,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404297,Silkhaus Burj Khalifa View Quiet Living   DIFC,N/A,TRUE,N/A,TRUE,TRUE,TRUE
100404343,Silkhaus Modern in Downtown   In Boulevard Heights,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404342,Silkhaus Stylish   Modern Pad   Gym   Pool Access,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404339,Silkhaus Modern Pad with Canal View   Business Bay,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404391,Silkhaus Burj Khalifa View in Old Town   Downtown,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
100404390,Silkhaus Modern in Park Island   Close to Beach,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99266412,Wonderful 9BD 6BA MarioGameR SolaraResort sleep 22,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559741,Host   Stay   Belford Apartment,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559179,Host   Stay   Little Treasure,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559033,Host   Stay   Montrose View,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559130,Host   Stay   The Garden Apartment,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559005,Host   Stay   No 7 Regent House,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559001,Host   Stay   Apartment One  Hudsons Yard House,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
97559175,Host   Stay   Razorbill Cottage   The Grange,N/A,TRUE,TRUE,TRUE,TRUE,FALSE
97559043,Host   Stay   Welton View,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
98497796,Escape to this Luxury Wilton Manors Villa ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
97559024,Host   Stay   Rosebank Cottage,N/A,FALSE,TRUE,TRUE,TRUE,TRUE
104377363,Trendy San Diego Home with Backyard and Firepit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104377354,Live like a local - Studio with huge backyard,FALSE,TRUE,N/A,TRUE,TRUE,TRUE
104377347,Amazing Lux Oasis  Spacious Modern Private Fam Fav,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104377378,SD Home - Sunny Retreat Steps From Ocean Beach,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
104376840,Gran Roble in Beautiful Waupoos,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376839,Welcome to County Cove ,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104376740,3 Bedroom Serviced Apartment -BSH-,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104376735,Serviced Studio Apartments in Utrecht,N/A,TRUE,N/A,TRUE,TRUE,TRUE
