Provider,Provider Property ID,Expedia ID,Property Manager,Name,Country Code,Public Code,Reason Codes,Messages,Is Live,Meets Go Live Requirements,Regulatory Compliant,Images,Images Minimum,Images Found,Amenities,Amenities Minimum,Amenities Found,Amenities Missing,Special Check-In Instructions,Property Contact,Business Model,Number of Bedrooms,Number of Bathrooms,Taxes,Property Name,Phone,Geo-Coordinates,Address,Structure Type,Currency,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
RentalsUnited,3817191,105068597,EvolveVacationRental,Lovely Detroit Home w/ Deck: Near Hospitals!,USA,OnboardingSucceeded,,,False,False,N/A,TRUE,6,24,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
RentalsUnited,3816932,105068583,EvolveVacationRental,"Northeast Arizona Home w/ Hot Tub, Close to Hikes!",USA,OnboardingSucceeded,,,True,True,TRUE,TRUE,6,35,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3808008,104959248,UnderTheDoormat,Superb Flat with Community Vibe,GBR,OnboardingSucceeded,,,False,True,N/A,TRUE,6,46,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3808009,104959247,UnderTheDoormat,Luxury Flat near Leeds Centre,GBR,OnboardingSucceeded,,,False,True,N/A,TRUE,6,53,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3808007,104959238,UnderTheDoormat,Designer Waterside Flat,GBR,OnboardingSucceeded,,,False,True,N/A,TRUE,6,40,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3808004,104959244,UnderTheDoormat,Canalside Living in Leeds,GBR,OnboardingSucceeded,,,False,True,N/A,TRUE,6,53,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816924,105129317,AvantStay,"10 Sandcrab Court by AvantStay | Beautiful Condo w/ Deck, Walk to the Beach",USA,OnboardingSucceeded,,,False,False,FALSE,FALSE,0,0,N/A,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1
RentalsUnited,3067399,,SolmarVillasII,La Torreta,ESP,OnboardingFailed,UnsupportedLocation,"Content Validation failed for RentalsUnited Property Id: 3067399, Expedia Property Id: {unassigned}., Unsupported location",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3781772,,SolmarVillasII,Villa Filipinas,ESP,OnboardingFailed,UnsupportedLocation,"Content Validation failed for RentalsUnited Property Id: 3781772, Expedia Property Id: {unassigned}., Unsupported location",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3816464,104931156,EvolveVacationRental,Pet-Friendly Georgia Home w/ Pool Access!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,24,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816498,104931152,EvolveVacationRental,Secluded Fairview Vacation Rental w/ Views & Deck!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,33,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816916,104953940,EvolveVacationRental,"Luxe Soda Springs Cabin: Hot Tub, Forest-View Deck",USA,OnboardingSucceeded,,,True,True,TRUE,TRUE,6,39,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816512,104931150,EvolveVacationRental,Charming Youngstown Retreat - 2 Mi to Downtown!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,24,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3576290,105095145,EvolveVacationRental,Sonoma County Vacation Rental w/ Vineyard Views!,USA,OnboardingSucceeded,,,False,True,TRUE,TRUE,6,39,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3817217,105076008,ChapawuProperties,Trendy Historical Home Near Downtown Attractions,USA,OnboardingSucceeded,,,False,True,N/A,TRUE,6,53,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3813913,104550362,EvolveVacationRental,Prairie du Chien Home w/ Yard: 3 Mi to River!,USA,OnboardingSucceeded,,,True,False,N/A,TRUE,6,26,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
RentalsUnited,3817200,105068709,EvolveVacationRental,Louisville Home w/ Private Pool + Mountain View!,USA,OnboardingSucceeded,,,False,True,N/A,TRUE,6,38,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816529,104931138,EvolveVacationRental,Modern Aurora Apartment: 20 Mi to Downtown Denver,USA,OnboardingSucceeded,,,False,False,FALSE,TRUE,6,25,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
RentalsUnited,3816828,104953895,EvolveVacationRental,Cozy Terrace Lakes Resort Cabin w/ Views,USA,OnboardingSucceeded,,,False,True,N/A,TRUE,6,24,N/A,,,,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3814419,104859181,KMACapitalCorporationdbaKBMResorts,"K B M Resorts: Kaanapali Royal, KRO-G201 Island Inspired Gem! Includes Free Rental Car!",USA,OnboardingSucceeded,,,False,False,FALSE,TRUE,6,38,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,1,0
RentalsUnited,3815801,104847252,EvolveVacationRental,Charming Maine Retreat Near Skiing & ATV Park!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,24,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3355994,104491817,IPGFloridaVacationHomesUSD,Carey's Southern Dunes Vacation Home,USA,OnboardingSucceeded,,,False,True,N/A,TRUE,6,32,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,38
RentalsUnited,3815199,104626854,EvolveVacationRental,"Bright Rotonda West Home w/ Patio, 7 Mi to Beach!",USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,33,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,44
RentalsUnited,3817208,105068596,EvolveVacationRental,Tigard Vacation Rental w/ Deck: 13 Mi to Portland!,USA,OnboardingSucceeded,,,False,True,N/A,TRUE,6,31,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816527,104931151,EvolveVacationRental,Luxe Talking Rock Home w/ Infinity Pool & Hot Tub!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,37,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816923,105129318,AvantStay,"Hilton Hideaway by AvantStay | Private Pool, Walk to Beach",USA,OnboardingSucceeded,,,False,False,N/A,FALSE,6,0,N/A,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
RentalsUnited,3816528,104931154,EvolveVacationRental,Stunning Morganton Cabin w/ Hot Tub & Mtn Views!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,36,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816484,104931155,EvolveVacationRental,"Walkable Brigantine Condo, 4 Mi to Atlantic City!",USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,27,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3099869,104953943,EvolveVacationRental,Kingsport 'Boone Lake Hideaway' w/ Deck & Views!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,28,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3816500,104931146,EvolveVacationRental,Peaceful Ruidoso Cabin w/ Hot Tub & Game Room!,USA,OnboardingSucceeded,,,True,True,N/A,TRUE,6,29,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
RentalsUnited,3748587,105094614,StayBeyond,The Wembley Hideout - Stylish 2BDR Flat with Balcony,GBR,OnboardingSucceeded,,,False,True,N/A,TRUE,6,22,N/A,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
