Expedia ID,Name,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
108766710,22422 Sandstorm Ln - Relaxation Reef,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
108767936,4801 Spyglass Dr | Pineapple Paradise,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
