uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
106940187|106940187|106940187_000001|Bautismos_S/N_30 mar–21 may 1972,S/N - DGS(106940187)|Bautismos_S/N_30 mar–21 may 1972,S/N - DGS(106940187)|ES|Español|1972|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-mar 1972—may 1972|
106940188|106940188|106940188_000001|Bautismos_32_11 dic 1967–12 mar 1968,Vol 32 - DGS(106940188)|Bautismos_32_11 dic 1967–12 mar 1968,Vol 32 - DGS(106940188)|ES|Español|1968|Inmaculada Concepción, Velille, Velille, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|Vol 32|Borrador de registros sacramentales-dic 1967—mar 1968|
106940189|106940189|106940189_000001|Bautismos_S/N_26 dic 1965–21 ene 1966,S/N - DGS(106940189)|Bautismos_S/N_26 dic 1965–21 ene 1966,S/N - DGS(106940189)|ES|Español|1966|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1965—ene 1966|
106940190|106940190|106940190_000001|Bautismos_S/N_26 nov 1970–18 abr 1971,S/N - DGS(106940190)|Bautismos_S/N_26 nov 1970–18 abr 1971,S/N - DGS(106940190)|ES|Español|1971|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-nov 1970—abr 1971|
106940191|106940191|106940191_000001|Bautismos_S/N_9 jul 1979–6 jul 1980,S/N - DGS(106940191)|Bautismos_S/N_9 jul 1979–6 jul 1980,S/N - DGS(106940191)|ES|Español|1980|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1979—jul 1980|
106940192|106940192|106940192_000001|Bautismos_S/N_17 oct 1971–27 mar 1972,S/N - DGS(106940192)|Bautismos_S/N_17 oct 1971–27 mar 1972,S/N - DGS(106940192)|ES|Español|1972|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-oct 1971—mar 1972|
106940193|106940193|106940193_000001|Bautismos_S/N_15 ago–17 oct 1971,S/N - DGS(106940193)|Bautismos_S/N_15 ago–17 oct 1971,S/N - DGS(106940193)|ES|Español|1971|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1971—oct 1971|
106940194|106940194|106940194_000001|Bautismos_S/N_2 jul–19 nov 1978,S/N - DGS(106940194)|Bautismos_S/N_2 jul–19 nov 1978,S/N - DGS(106940194)|ES|Español|1978|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1978—nov 1978|
106940195|106940195|106940195_000001|Bautismos_S/N_8–26 may 1967,S/N - DGS(106940195)|Bautismos_S/N_8–26 may 1967,S/N - DGS(106940195)|ES|Español|1967|Inmaculada Concepción, Velille, Velille, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-8 may 1967—26 may 1967|
106940196|106940196|106940196_000001|Bautismos_S/N_8 jul 1983–6 abr 1985,S/N - DGS(106940196)|Bautismos_S/N_8 jul 1983–6 abr 1985,S/N - DGS(106940196)|ES|Español|1985|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1983—abr 1985|
106940197|106940197|106940197_000001|Bautismos_S/N_13 sep–4 dic 1972,S/N - DGS(106940197)|Bautismos_S/N_13 sep–4 dic 1972,S/N - DGS(106940197)|ES|Español|1972|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1972—dic 1972|
106940198|106940198|106940198_000001|Bautismos_S/N_15 sep–17 oct 1983,S/N - DGS(106940198)|Bautismos_S/N_15 sep–17 oct 1983,S/N - DGS(106940198)|ES|Español|1983|San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1983—oct 1983|
106940199|106940199|106940199_000001|Bautismos_S/N_1 sep–11 oct 1970,S/N - DGS(106940199)|Bautismos_S/N_1 sep–11 oct 1970,S/N - DGS(106940199)|ES|Español|1970|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1970—oct 1970|
106940200|106940200|106940200_000001|Bautismos_S/N_8 sep 1967–1 ene 1969,S/N - DGS(106940200)|Bautismos_S/N_8 sep 1967–1 ene 1969,S/N - DGS(106940200)|ES|Español|1969|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1968—ene 1969|
106940201|106940201|106940201_000001|Bautismos_S/N_8 mar–14 abr 1968,S/N - DGS(106940201)|Bautismos_S/N_8 mar–14 abr 1968,S/N - DGS(106940201)|ES|Español|1968|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-mar 1968—abr 1968|
106940202|106940202|106940202_000001|Bautismos_S/N_18 abr 1976–19 ene 1977,S/N - DGS(106940202)|Bautismos_S/N_18 abr 1976–19 ene 1977,S/N - DGS(106940202)|ES|Español|1977|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1976—ene 1977|
106940203|106940203|106940203_000001|Bautismos_S/N_27 mar–17 sep 1979,S/N - DGS(106940203)|Bautismos_S/N_27 mar–17 sep 1979,S/N - DGS(106940203)|ES|Español|1979|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-mar 1979—sept 1979|
106940204|106940204|106940204_000001|Bautismos_S/N_15 sep 1979–14 ago 1980,S/N - DGS(106940204)|Bautismos_S/N_15 sep 1979–14 ago 1980,S/N - DGS(106940204)|ES|Español|1980|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1979—ago 1980|
106940205|106940205|106940205_000001|Bautismos_S/N_17 oct 1975–18 oct 1976,S/N - DGS(106940205)|Bautismos_S/N_17 oct 1975–18 oct 1976,S/N - DGS(106940205)|ES|Español|1976|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-oct 1975—oct 1976|
106940206|106940206|106940206_000001|Bautismos_S/N_22 ago–15 sep 1983,S/N - DGS(106940206)|Bautismos_S/N_22 ago–15 sep 1983,S/N - DGS(106940206)|ES|Español|1983|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1983—sept 1983|
106940207|106940207|106940207_000001|Bautismos_S/N_3 may–31 oct 1977,S/N - DGS(106940207)|Bautismos_S/N_3 may–31 oct 1977,S/N - DGS(106940207)|ES|Español|1977|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-may 1977—oct 1977|
106940208|106940208|106940208_000001|Bautismos_S/N_15 abr–7 jul 1984,S/N - DGS(106940208)|Bautismos_S/N_15 abr–7 jul 1984,S/N - DGS(106940208)|ES|Español|1984|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1984—dic 1984|
106940209|106940209|106940209_000001|Bautismos_S/N_14 abr 1968–1 ene 1969,S/N - DGS(106940209)|Bautismos_S/N_14 abr 1968–1 ene 1969,S/N - DGS(106940209)|ES|Español|1969|San Lucas, Layo, Layo, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1968—ene 1969|
106940210|106940210|106940210_000001|Bautismos_S/N_18 oct 1955–25 dic 1972,S/N - DGS(106940210)|Bautismos_S/N_18 oct 1955–25 dic 1972,S/N - DGS(106940210)|ES|Español|1972|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-oct 1955—dic 1972|
106940211|106940211|106940211_000001|Bautismos_S/N_5 abr–20 ago 1986,S/N - DGS(106940211)|Bautismos_S/N_5 abr–20 ago 1986,S/N - DGS(106940211)|ES|Español|1986|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1986|
106940212|106940212|106940212_000001|Bautismos_S/N_23 ago 1975–jun 1976,S/N - DGS(106940212)|Bautismos_S/N_23 ago 1975–jun 1976,S/N - DGS(106940212)|ES|Español|1976|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1975—jun 1976|
106940213|106940213|106940213_000001|Bautismos_S/N_15 abr–11 nov 1979,S/N - DGS(106940213)|Bautismos_S/N_15 abr–11 nov 1979,S/N - DGS(106940213)|ES|Español|1979|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1979—nov 1979|
106940214|106940214|106940214_000001|Bautismos_S/N_9 oct–11 dic 1967,S/N - DGS(106940214)|Bautismos_S/N_9 oct–11 dic 1967,S/N - DGS(106940214)|ES|Español|1967|Inmaculada Concepción, Velille, Velille, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-oct 1967—dic 1967|
106940215|106940215|106940215_000001|Bautismos_S/N_12–15 ago 1971,S/N - DGS(106940215)|Bautismos_S/N_12–15 ago 1971,S/N - DGS(106940215)|ES|Español|1971|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1971|
106940216|106940216|106940216_000001|Bautismos_S/N_7 ago–6 sep 1970,S/N - DGS(106940216)|Bautismos_S/N_7 ago–6 sep 1970,S/N - DGS(106940216)|ES|Español|1970|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1970—sept 1970|
106940217|106940217|106940217_000001|Bautismos_S/N_10 may–7 ago 1970,S/N - DGS(106940217)|Bautismos_S/N_10 may–7 ago 1970,S/N - DGS(106940217)|ES|Español|1970|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-may 1970—ago 1970|
106940218|106940218|106940218_000001|Bautismos_S/N_5 mar 1984–8 abr 1985,S/N - DGS(106940218)|Bautismos_S/N_5 mar 1984–8 abr 1985,S/N - DGS(106940218)|ES|Español|1985|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-may 1984—abr 1985|
106940219|106940219|106940219_000001|Bautismos_S/N_24 abr–29 ago 1962,S/N - DGS(106940219)|Bautismos_S/N_24 abr–29 ago 1962,S/N - DGS(106940219)|ES|Español|1962|Inmaculada Concepción, Velille, Velille, Chumbivilcas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1962—ago 1962|
106940220|106940220|106940220_000001|Bautismos_S/N_12 abr 1955–2 jun 1963,S/N - DGS(106940220)|Bautismos_S/N_12 abr 1955–2 jun 1963,S/N - DGS(106940220)|ES|Español|1963|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1955—jun 1963|
106940221|106940221|106940221_000001|Bautismos_S/N_22 jun–17 nov 1960,S/N - DGS(106940221)|Bautismos_S/N_22 jun–17 nov 1960,S/N - DGS(106940221)|ES|Español|1960|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jun 1960—nov 1960|
106940222|106940222|106940222_000001|Bautismos_S/N_3 dic 1959–17 abr 1960,S/N - DGS(106940222)|Bautismos_S/N_3 dic 1959–17 abr 1960,S/N - DGS(106940222)|ES|Español|1960|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1959—abr 1960|
106940223|106940223|106940223_000001|Bautismos_S/N_1 ene–5 may 1963,S/N - DGS(106940223)|Bautismos_S/N_1 ene–5 may 1963,S/N - DGS(106940223)|ES|Español|1963|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1963—may 1963|
106940224|106940224|106940224_000001|Bautismos_S/N_25 nov 1959–22 jun 1960,S/N - DGS(106940224)|Bautismos_S/N_25 nov 1959–22 jun 1960,S/N - DGS(106940224)|ES|Español|1960|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-nov 1959—jun 1960|
106940225|106940225|106940225_000001|Bautismos_S/N_aprox. jun 1955–22 jun 1962,S/N - DGS(106940225)|Bautismos_S/N_aprox. jun 1955–22 jun 1962,S/N - DGS(106940225)|ES|Español|1962|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jun 1955—jun 1962|
106940226|106940226|106940226_000001|Bautismos_S/N_18 ago–16 sep 1962,S/N - DGS(106940226)|Bautismos_S/N_18 ago–16 sep 1962,S/N - DGS(106940226)|ES|Español|1962|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1962—sept 1962|
106940227|106940227|106940227_000001|Bautismos_S/N_8 sep–4 dic 1961,S/N - DGS(106940227)|Bautismos_S/N_8 sep–4 dic 1961,S/N - DGS(106940227)|ES|Español|1961|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1961—dic 1961|
106940228|106940228|106940228_000001|Bautismos_S/N_11 nov–8 dic 1962,S/N - DGS(106940228)|Bautismos_S/N_11 nov–8 dic 1962,S/N - DGS(106940228)|ES|Español|1962|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-nov 1962—dic 1962|
106940229|106940229|106940229_000001|Bautismos_S/N_30 sep–11 nov 1962,S/N - DGS(106940229)|Bautismos_S/N_30 sep–11 nov 1962,S/N - DGS(106940229)|ES|Español|1962|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1962—nov 1962|
106940230|106940230|106940230_000001|Bautismos_S/N_8 dic 1962–6 ene 1963,S/N - DGS(106940230)|Bautismos_S/N_8 dic 1962–6 ene 1963,S/N - DGS(106940230)|ES|Español|1963|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1962—ene 1963|
106940231|106940231|106940231_000001|Bautismos_S/N_4 dic 1961–18 ago 1962,S/N - DGS(106940231)|Bautismos_S/N_4 dic 1961–18 ago 1962,S/N - DGS(106940231)|ES|Español|1962|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1961—ago 1962|
106940232|106940232|106940232_000001|Bautismos_S/N_16 sep–25 dic 1962,S/N - DGS(106940232)|Bautismos_S/N_16 sep–25 dic 1962,S/N - DGS(106940232)|ES|Español|1962|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1962—dic 1962|
106940233|106940233|106940233_000001|Bautismos_S/N_2 abr–8 sep 1961,S/N - DGS(106940233)|Bautismos_S/N_2 abr–8 sep 1961,S/N - DGS(106940233)|ES|Español|1961|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Bautismos- Borrador de registros sacramentales|S/N|Bautismos- Borrador de registros sacramentales-abr 1961—sept 1961|
106940234|106940234|106940234_000001|Bautismos_S/N_16–26 ago 1962,S/N - DGS(106940234)|Bautismos_S/N_16–26 ago 1962,S/N - DGS(106940234)|ES|Español|1962|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1962|
106940235|106940235|106940235_000001|Bautismos_S/N_17 nov 1960–2 abr 1961,S/N - DGS(106940235)|Bautismos_S/N_17 nov 1960–2 abr 1961,S/N - DGS(106940235)|ES|Español|1961|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-nov 1960—abr 1961|
106940236|106940236|106940236_000001|Bautismos_S/N_16 jul–16 ago 1962,S/N - DGS(106940236)|Bautismos_S/N_16 jul–16 ago 1962,S/N - DGS(106940236)|ES|Español|1962|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1962—ago 1962|
106940237|106940237|106940237_000001|Bautismos_S/N_26 ago–30 sep 1962,S/N - DGS(106940237)|Bautismos_S/N_26 ago–30 sep 1962,S/N - DGS(106940237)|ES|Español|1962|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1962—sept 1962|
106940238|106940238|106940238_000001|Bautismos_S/N_5–19 may 1963,S/N - DGS(106940238)|Bautismos_S/N_5–19 may 1963,S/N - DGS(106940238)|ES|Español|1963|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-may 1963|
106940239|106940239|106940239_000001|Bautismos_S/N_6 ene–11 may 1963,S/N - DGS(106940239)|Bautismos_S/N_6 ene–11 may 1963,S/N - DGS(106940239)|ES|Español|1963|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1963—may 1963|
106940240|106940240|106940240_000001|Bautismos_S/N_11 may–2 jul 1963,S/N - DGS(106940240)|Bautismos_S/N_11 may–2 jul 1963,S/N - DGS(106940240)|ES|Español|1963|San Juan Bautista, Coporaque, Coporaque, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-may 1963—jul 1963|
106940241|106940241|106940241_000001|Bautismos_S/N_6–19 ene 1963,S/N - DGS(106940241)|Bautismos_S/N_6–19 ene 1963,S/N - DGS(106940241)|ES|Español|1963|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-1963|
106940242|106940242|106940242_000001|Bautismos_S/N_19 ene–18 mar 1963,S/N - DGS(106940242)|Bautismos_S/N_19 ene–18 mar 1963,S/N - DGS(106940242)|ES|Español|1963|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1963—mar 1963|
106940243|106940243|106940243_000001|Bautismos_S/N_24 mar–5 may 1963,S/N - DGS(106940243)|Bautismos_S/N_24 mar–5 may 1963,S/N - DGS(106940243)|ES|Español|1963|Santa Ana, Yauri, Espinar, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-mar 1963—may 1963|
106940244|106940244|106940244_000001|Bautismos_S/N_11 feb–2 jun 1968,S/N - DGS(106940244)|Bautismos_S/N_11 feb–2 jun 1968,S/N - DGS(106940244)|ES|Español|1968|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-feb 1968—jun 1968|
106940245|106940245|106940245_000001|Bautismos_S/N_17 dic 1967–21 ene 1968,S/N - DGS(106940245)|Bautismos_S/N_17 dic 1967–21 ene 1968,S/N - DGS(106940245)|ES|Español|1968|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1967—ene 1968|
106940246|106940246|106940246_000001|Bautismos_S/N_6 abr–25 jul 1969,S/N - DGS(106940246)|Bautismos_S/N_6 abr–25 jul 1969,S/N - DGS(106940246)|ES|Español|1969|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1969—jul 1969|
106940247|106940247|106940247_000001|Bautismos_S/N_21 ene–6 abr 1969,S/N - DGS(106940247)|Bautismos_S/N_21 ene–6 abr 1969,S/N - DGS(106940247)|ES|Español|1969|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1969—abr 1969|
106940248|106940248|106940248_000001|Bautismos_S/N_28 dic 1975–1 ago 1976,S/N - DGS(106940248)|Bautismos_S/N_28 dic 1975–1 ago 1976,S/N - DGS(106940248)|ES|Español|1976|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-dic 1975—ago 1976|
106940249|106940249|106940249_000001|Bautismos_S/N_14 ene–7 feb 1968,S/N - DGS(106940249)|Bautismos_S/N_14 ene–7 feb 1968,S/N - DGS(106940249)|ES|Español|1968|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ene 1968—feb 1968|
106940250|106940250|106940250_000001|Bautismos_S/N_24 sep–17 dic 1967,S/N - DGS(106940250)|Bautismos_S/N_24 sep–17 dic 1967,S/N - DGS(106940250)|ES|Español|1967|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-sept 1967—dic 1967|
106940251|106940251|106940251_000001|Bautismos_S/N_2 jun–25 jul 1968,S/N - DGS(106940251)|Bautismos_S/N_2 jun–25 jul 1968,S/N - DGS(106940251)|ES|Español|1968|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jun 1968—jul 1968|
106940252|106940252|106940252_000001|Bautismos_S/N_27 ago–22 sep 1967,S/N - DGS(106940252)|Bautismos_S/N_27 ago–22 sep 1967,S/N - DGS(106940252)|ES|Español|1967|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1967—sept 1967|
106940253|106940253|106940253_000001|Bautismos_S/N_24 mar–10 may 1970,S/N - DGS(106940253)|Bautismos_S/N_24 mar–10 may 1970,S/N - DGS(106940253)|ES|Español|1970|Inmaculada Concepción, Colquemarca, Colquemarca, Chumbivilcas, Cusco, Perú|Bautismos|S/N|Bautismos-mar 1970—may 1970|
106940254|106940254|106940254_000001|Bautismos_S/N_25 jul–21 sep 1968,S/N - DGS(106940254)|Bautismos_S/N_25 jul–21 sep 1968,S/N - DGS(106940254)|ES|Español|1968|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1968—sept 1968|
106940255|106940255|106940255_000001|Bautismos_S/N_25 jul–27 ago 1967,S/N - DGS(106940255)|Bautismos_S/N_25 jul–27 ago 1967,S/N - DGS(106940255)|ES|Español|1967|Santiago Apóstol, Yanaoca, Yanaoca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-jul 1967—ago 1967|
106940256|106940256|106940256_000001|Bautismos_S/N_22 ago–15 sep 1985,S/N - DGS(106940256)|Bautismos_S/N_22 ago–15 sep 1985,S/N - DGS(106940256)|ES|Español|1985|San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-ago 1985—sept 1985|
106940257|106940257|106940257_000001|Bautismos_S/N_22 abr–6 jul 1984,S/N - DGS(106940257)|Bautismos_S/N_22 abr–6 jul 1984,S/N - DGS(106940257)|ES|Español|1984|Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú; Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1984—jul 1984|
106940258|106940258|106940258_000001|Bautismos_S/N_22 abr–18 oct 1973,S/N - DGS(106940258)|Bautismos_S/N_22 abr–18 oct 1973,S/N - DGS(106940258)|ES|Español|1973|Santa Cruz, El Descanso, Kunturkanki, Canas, Cusco, Perú; Nuestra Señora de la Asunción, Langui, Langui, Canas, Cusco, Perú; San Andrés Apóstol, Checca, Checca, Canas, Cusco, Perú; San Lucas, Layo, Layo, Canas, Cusco, Perú|Borrador de registros sacramentales|S/N|Borrador de registros sacramentales-abr 1973—oct 1973|
