uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type
112435253|112435253|112435253_000001|Matrimonios parroquiales 1981 - DGS(112435253)|Matrimonios parroquiales 1981 - DGS(112435253)|ES|Español|1981/1981|Santa Rosa, Callao, Callao, Perú|Matrimonio|17|Matrimonio
112435254|112435254|112435254_000001|Matrimonios parroquiales 1970 - DGS(112435254)|Matrimonios parroquiales 1970 - DGS(112435254)|ES|Español|1970/1970|Santa Rosa, Callao, Callao, Perú|Matrimonio|16|Matrimonio
112435255|112435255|112435255_000001|Matrimonios parroquiales 1966 - DGS(112435255)|Matrimonios parroquiales 1966 - DGS(112435255)|ES|Español|1966/1966|Santa Rosa, Callao, Callao, Perú|Matrimonio|15|Matrimonio
112435258|112435258|112435258_000001|Matrimonios parroquiales 1959 - DGS(112435258)|Matrimonios parroquiales 1959 - DGS(112435258)|ES|Español|1959/1959|Santa Rosa, Callao, Callao, Perú|Matrimonio|13|Matrimonio
112435259|112435259|112435259_000001|Matrimonios parroquiales 1962 - DGS(112435259)|Matrimonios parroquiales 1962 - DGS(112435259)|ES|Español|1962/1962|Santa Rosa, Callao, Callao, Perú|Matrimonio|14|Matrimonio
112435261|112435261|112435261_000001|Confirmaciones 1959 - DGS(112435261)|Confirmaciones 1959 - DGS(112435261)|ES|Español|1959/1959|Matriz Catedral Del Callao, Callao, Callao, Perú|Confirmación||Confirmación
112435262|112435262|112435262_000001|Índices de bautismos 1860 - DGS(112435262)|Índices de bautismos 1860 - DGS(112435262)|ES|Español|1860/1860|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|1|Bautizo
112435264|112435264|112435264_000001|Índices de bautismos 1948 - DGS(112435264)|Índices de bautismos 1948 - DGS(112435264)|ES|Español|1948/1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|21|Bautizo
112435265|112435265|112435265_000001|Índices de bautismos 1877 - DGS(112435265)|Índices de bautismos 1877 - DGS(112435265)|ES|Español|1877/1877|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|2|Bautizo
112435266|112435266|112435266_000001|Índices de bautismos 1953 - DGS(112435266)|Índices de bautismos 1953 - DGS(112435266)|ES|Español|1953/1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|5|Bautizo
112435267|112435267|112435267_000001|Índices de bautismos 1953 - DGS(112435267)|Índices de bautismos 1953 - DGS(112435267)|ES|Español|1953/1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|1-5|Bautizo
112435268|112435268|112435268_000001|Índices de bautismos 1996 - DGS(112435268)|Índices de bautismos 1996 - DGS(112435268)|ES|Español|1996/1996|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|6|Bautizo
112435269|112435269|112435269_000001|Índices de bautismos 1938 - DGS(112435269)|Índices de bautismos 1938 - DGS(112435269)|ES|Español|1938/1938|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|4|Bautizo
112435271|112435271|112435271_000001|Bautismos 1931 - DGS(112435271)|Bautismos 1931 - DGS(112435271)|ES|Español|1931/1931|Santa Rosa, Callao, Callao, Perú|Bautizo|30|Bautizo
112435277|112435277|112435277_000001|Bautismos 1930 - DGS(112435277)|Bautismos 1930 - DGS(112435277)|ES|Español|1930/1930|Santa Rosa, Callao, Callao, Perú|Bautizo|29|Bautizo
112435278|112435278|112435278_000001|Bautismos 1929 - DGS(112435278)|Bautismos 1929 - DGS(112435278)|ES|Español|1929/1929|Santa Rosa, Callao, Callao, Perú|Bautizo|28|Bautizo
112435279|112435279|112435279_000001|Bautismos 1926 - DGS(112435279)|Bautismos 1926 - DGS(112435279)|ES|Español|1926/1926|Santa Rosa, Callao, Callao, Perú|Bautizo|26|Bautizo
112435283|112435283|112435283_000001|Bautismos 1946 - DGS(112435283)|Bautismos 1946 - DGS(112435283)|ES|Español|1946/1946|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|1|Bautizo
112435284|112435284|112435284_000001|Bautismos 1948 - DGS(112435284)|Bautismos 1948 - DGS(112435284)|ES|Español|1948/1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|2|Bautizo
112435285|112435285|112435285_000001|Bautismos 1921 - DGS(112435285)|Bautismos 1921 - DGS(112435285)|ES|Español|1921/1921|Santa Rosa, Callao, Callao, Perú|Bautizo|20|Bautizo
112435286|112435286|112435286_000001|Matrimonios parroquiales 1887 - DGS(112435286)|Matrimonios parroquiales 1887 - DGS(112435286)|ES|Español|1887/1887|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|7|Matrimonio
112435287|112435287|112435287_000001|Matrimonios parroquiales 1902 - DGS(112435287)|Matrimonios parroquiales 1902 - DGS(112435287)|ES|Español|1902/1902|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|8|Matrimonio
112435288|112435288|112435288_000001|Matrimonios parroquiales 1877 - DGS(112435288)|Matrimonios parroquiales 1877 - DGS(112435288)|ES|Español|1877/1877|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|5|Matrimonio
112435289|112435289|112435289_000001|Matrimonios parroquiales 1908 - DGS(112435289)|Matrimonios parroquiales 1908 - DGS(112435289)|ES|Español|1908/1908|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|9|Matrimonio
112435290|112435290|112435290_000001|Matrimonios parroquiales 1882 - DGS(112435290)|Matrimonios parroquiales 1882 - DGS(112435290)|ES|Español|1882/1882|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|8|Matrimonio
112435291|112435291|112435291_000001|Matrimonios parroquiales 1852 - DGS(112435291)|Matrimonios parroquiales 1852 - DGS(112435291)|ES|Español|1852/1852|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|2|Matrimonio
112435292|112435292|112435292_000001|Matrimonios parroquiales 1860 - DGS(112435292)|Matrimonios parroquiales 1860 - DGS(112435292)|ES|Español|1860/1860|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|3|Matrimonio
112435293|112435293|112435293_000001|Matrimonios parroquiales 1841 - DGS(112435293)|Matrimonios parroquiales 1841 - DGS(112435293)|ES|Español|1841/1841|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|1|Matrimonio
112435294|112435294|112435294_000001|Matrimonios parroquiales 1867 - DGS(112435294)|Matrimonios parroquiales 1867 - DGS(112435294)|ES|Español|1867/1867|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|4|Matrimonio
112435295|112435295|112435295_000001|Matrimonios parroquiales 1880 - DGS(112435295)|Matrimonios parroquiales 1880 - DGS(112435295)|ES|Español|1880/1880|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|6|Matrimonio
112435296|112435296|112435296_000001|Matrimonios parroquiales 1951 - DGS(112435296)|Matrimonios parroquiales 1951 - DGS(112435296)|ES|Español|1951/1951|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|1|Matrimonio
112435297|112435297|112435297_000001|Matrimonios parroquiales 1951 - DGS(112435297)|Matrimonios parroquiales 1951 - DGS(112435297)|ES|Español|1951/1951|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|2|Matrimonio
112435298|112435298|112435298_000001|Informaciones matrimoniales 1960 - DGS(112435298)|Informaciones matrimoniales 1960 - DGS(112435298)|ES|Español|1960/1960|Santa Rosa, Callao, Callao, Perú|Matrimonio|1-14|Matrimonio
112435299|112435299|112435299_000001|Informaciones matrimoniales 1959 - DGS(112435299)|Informaciones matrimoniales 1959 - DGS(112435299)|ES|Español|1959/1959|Santa Rosa, Callao, Callao, Perú|Matrimonio|8-13|Matrimonio
112435300|112435300|112435300_000001|Informaciones matrimoniales 1959 - DGS(112435300)|Informaciones matrimoniales 1959 - DGS(112435300)|ES|Español|1959/1959|Santa Rosa, Callao, Callao, Perú|Matrimonio|7-13|Matrimonio
112435301|112435301|112435301_000001|Informaciones matrimoniales 1959 - DGS(112435301)|Informaciones matrimoniales 1959 - DGS(112435301)|ES|Español|1959/1959|Santa Rosa, Callao, Callao, Perú|Matrimonio|6-13|Matrimonio
112435302|112435302|112435302_000001|Informaciones matrimoniales 1958 - DGS(112435302)|Informaciones matrimoniales 1958 - DGS(112435302)|ES|Español|1958/1958|Santa Rosa, Callao, Callao, Perú|Matrimonio|5-13|Matrimonio
112435303|112435303|112435303_000001|Informaciones matrimoniales 1958 - DGS(112435303)|Informaciones matrimoniales 1958 - DGS(112435303)|ES|Español|1958/1958|Santa Rosa, Callao, Callao, Perú|Matrimonio|4-13|Matrimonio
112435304|112435304|112435304_000001|Informaciones matrimoniales 1958 - DGS(112435304)|Informaciones matrimoniales 1958 - DGS(112435304)|ES|Español|1958/1958|Santa Rosa, Callao, Callao, Perú|Matrimonio|3-13|Matrimonio
112435305|112435305|112435305_000001|Informaciones matrimoniales 1957 - DGS(112435305)|Informaciones matrimoniales 1957 - DGS(112435305)|ES|Español|1957/1957|Santa Rosa, Callao, Callao, Perú|Matrimonio|2-13|Matrimonio
112435307|112435307|112435307_000001|Informaciones matrimoniales 1957 - DGS(112435307)|Informaciones matrimoniales 1957 - DGS(112435307)|ES|Español|1957/1957|Santa Rosa, Callao, Callao, Perú|Matrimonio|1-13|Matrimonio
112435308|112435308|112435308_000001|Informaciones matrimoniales 1940 - DGS(112435308)|Informaciones matrimoniales 1940 - DGS(112435308)|ES|Español|1940/1940|Santa Rosa, Callao, Callao, Perú|Matrimonio|7|Matrimonio
112435309|112435309|112435309_000001|Informaciones matrimoniales 1943 - DGS(112435309)|Informaciones matrimoniales 1943 - DGS(112435309)|ES|Español|1943/1943|Santa Rosa, Callao, Callao, Perú|Matrimonio|6|Matrimonio
112435310|112435310|112435310_000001|Informaciones matrimoniales 1935 - DGS(112435310)|Informaciones matrimoniales 1935 - DGS(112435310)|ES|Español|1935/1935|Santa Rosa, Callao, Callao, Perú|Matrimonio|5|Matrimonio
112435311|112435311|112435311_000001|Informaciones matrimoniales 1934 - DGS(112435311)|Informaciones matrimoniales 1934 - DGS(112435311)|ES|Español|1934/1934|Santa Rosa, Callao, Callao, Perú|Matrimonio|4|Matrimonio
112435312|112435312|112435312_000001|Informaciones matrimoniales 1933 - DGS(112435312)|Informaciones matrimoniales 1933 - DGS(112435312)|ES|Español|1933/1933|Santa Rosa, Callao, Callao, Perú|Matrimonio|3|Matrimonio
112435313|112435313|112435313_000001|Informaciones matrimoniales 1930 - DGS(112435313)|Informaciones matrimoniales 1930 - DGS(112435313)|ES|Español|1930/1930|Santa Rosa, Callao, Callao, Perú|Matrimonio|2|Matrimonio
112435314|112435314|112435314_000001|Informaciones matrimoniales 1929 - DGS(112435314)|Informaciones matrimoniales 1929 - DGS(112435314)|ES|Español|1929/1929|Santa Rosa, Callao, Callao, Perú|Matrimonio|1|Matrimonio
112435315|112435315|112435315_000001|Informaciones matrimoniales 1954 - DGS(112435315)|Informaciones matrimoniales 1954 - DGS(112435315)|ES|Español|1954/1954|Santa Rosa, Callao, Callao, Perú|Matrimonio|5-12|Matrimonio
112435316|112435316|112435316_000001|Informaciones matrimoniales 1962 - DGS(112435316)|Informaciones matrimoniales 1962 - DGS(112435316)|ES|Español|1962/1962|Santa Rosa, Callao, Callao, Perú|Matrimonio|4-13|Matrimonio
112435317|112435317|112435317_000001|Informaciones matrimoniales 1960 - DGS(112435317)|Informaciones matrimoniales 1960 - DGS(112435317)|ES|Español|1960/1960|Santa Rosa, Callao, Callao, Perú|Matrimonio|3-14|Matrimonio
112435318|112435318|112435318_000001|Informaciones matrimoniales 1954 - DGS(112435318)|Informaciones matrimoniales 1954 - DGS(112435318)|ES|Español|1954/1954|Santa Rosa, Callao, Callao, Perú|Matrimonio|5-12|Matrimonio
112471359|112471359|112471359_000001|Bautismos 1958 - DGS(112471359)|Bautismos 1958 - DGS(112471359)|ES|Español|1958/1958|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|81|Bautizo
112471853|112471853|112471853_000001|Bautismos 1959 - DGS(112471853)|Bautismos 1959 - DGS(112471853)|ES|Español|1959/1959|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|82|Bautizo
112471996|112471996|112471996_000001|Bautismos 1960 - DGS(112471996)|Bautismos 1960 - DGS(112471996)|ES|Español|1960/1960|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|83|Bautizo
112472278|112472278|112472278_000001|Bautismos 1961 - DGS(112472278)|Bautismos 1961 - DGS(112472278)|ES|Español|1961/1961|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|84|Bautizo
112472471|112472471|112472471_000001|Bautismos 1963 - DGS(112472471)|Bautismos 1963 - DGS(112472471)|ES|Español|1963/1963|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|85|Bautizo
112472921|112472921|112472921_000001|Bautismos 1965 - DGS(112472921)|Bautismos 1965 - DGS(112472921)|ES|Español|1965/1965|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|86|Bautizo
112472971|112472971|112472971_000001|Bautismos 1969 - DGS(112472971)|Bautismos 1969 - DGS(112472971)|ES|Español|1969/1969|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|87|Bautizo
112473018|112473018|112473018_000001|Bautismos 1977 - DGS(112473018)|Bautismos 1977 - DGS(112473018)|ES|Español|1977/1977|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|88|Bautizo
112473074|112473074|112473074_000001|Matrimonios parroquiales 1937 - DGS(112473074)|Matrimonios parroquiales 1937 - DGS(112473074)|ES|Español|1937/1937|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|13|Matrimonio
112473089|112473089|112473089_000001|Matrimonios parroquiales 1941 - DGS(112473089)|Matrimonios parroquiales 1941 - DGS(112473089)|ES|Español|1941/1941|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|14|Matrimonio
112473120|112473120|112473120_000001|Matrimonios parroquiales 1948 - DGS(112473120)|Matrimonios parroquiales 1948 - DGS(112473120)|ES|Español|1948/1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|15|Matrimonio
112473138|112473138|112473138_000001|Matrimonios parroquiales 1953 - DGS(112473138)|Matrimonios parroquiales 1953 - DGS(112473138)|ES|Español|1953/1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|16|Matrimonio
112473167|112473167|112473167_000001|Matrimonios parroquiales 1956 - DGS(112473167)|Matrimonios parroquiales 1956 - DGS(112473167)|ES|Español|1956/1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|16B|Matrimonio
112473290|112473290|112473290_000001|Matrimonios parroquiales 1958 - DGS(112473290)|Matrimonios parroquiales 1958 - DGS(112473290)|ES|Español|1958/1958|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|17|Matrimonio
112474025|112474025|112474025_000001|Matrimonios parroquiales 1985 - DGS(112474025)|Matrimonios parroquiales 1985 - DGS(112474025)|ES|Español|1985/1985|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|18|Matrimonio
112474187|112474187|112474187_000001|Confirmaciones 1990 - DGS(112474187)|Confirmaciones 1990 - DGS(112474187)|ES|Español|1990/1990|Santa Rosa, Callao, Callao, Perú|Confirmación|6|Confirmación
112474336|112474336|112474336_000001|Confirmaciones 1968 - DGS(112474336)|Confirmaciones 1968 - DGS(112474336)|ES|Español|1968/1968|Santa Rosa, Callao, Callao, Perú|Confirmación|5|Confirmación
112474353|112474353|112474353_000001|Confirmaciones 1943 - DGS(112474353)|Confirmaciones 1943 - DGS(112474353)|ES|Español|1943/1943|Santa Rosa, Callao, Callao, Perú|Confirmación||Confirmación
112474445|112474445|112474445_000001|Confirmaciones 1939 - DGS(112474445)|Confirmaciones 1939 - DGS(112474445)|ES|Español|1939/1939|Santa Rosa, Callao, Callao, Perú|Confirmación|2|Confirmación
112474541|112474541|112474541_000001|Confirmaciones 1940 - DGS(112474541)|Confirmaciones 1940 - DGS(112474541)|ES|Español|1940/1940|Santa Rosa, Callao, Callao, Perú|Confirmación||Confirmación
112475127|112475127|112475127_000001|Bautismos 1957 - DGS(112475127)|Bautismos 1957 - DGS(112475127)|ES|Español|1957/1957|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|80|Bautizo
112477630|112477630|112477630_000001|Bautismos 1956 - DGS(112477630)|Bautismos 1956 - DGS(112477630)|ES|Español|1956/1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|79|Bautizo
112478327|112478327|112478327_000001|Bautismos 1955 - DGS(112478327)|Bautismos 1955 - DGS(112478327)|ES|Español|1955/1955|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|78|Bautizo
112479001|112479001|112479001_000001|Bautismos 1954 - DGS(112479001)|Bautismos 1954 - DGS(112479001)|ES|Español|1954/1954|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|77|Bautizo
112479339|112479339|112479339_000001|Bautismos 1953 - DGS(112479339)|Bautismos 1953 - DGS(112479339)|ES|Español|1953/1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|76|Bautizo
112479755|112479755|112479755_000001|Bautismos 1953 - DGS(112479755)|Bautismos 1953 - DGS(112479755)|ES|Español|1953/1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|75|Bautizo
112480288|112480288|112480288_000001|Bautismos 1952 - DGS(112480288)|Bautismos 1952 - DGS(112480288)|ES|Español|1952/1952|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|74|Bautizo
112480545|112480545|112480545_000001|Defunciones parroquiales 1903 - DGS(112480545)|Defunciones parroquiales 1903 - DGS(112480545)|ES|Español|1903/1903|Santa Rosa, Callao, Callao, Perú|Defunción|13|Defunción
112480658|112480658|112480658_000001|Defunciones parroquiales 1921 - DGS(112480658)|Defunciones parroquiales 1921 - DGS(112480658)|ES|Español|1921/1921|Santa Rosa, Callao, Callao, Perú|Defunción|17|Defunción
112481177|112481177|112481177_000001|Defunciones parroquiales 1913 - DGS(112481177)|Defunciones parroquiales 1913 - DGS(112481177)|ES|Español|1913/1913|Santa Rosa, Callao, Callao, Perú|Defunción|15|Defunción
112481589|112481589|112481589_000001|Defunciones parroquiales 1920 - DGS(112481589)|Defunciones parroquiales 1920 - DGS(112481589)|ES|Español|1920/1920|Santa Rosa, Callao, Callao, Perú|Defunción|16|Defunción
112481758|112481758|112481758_000001|Defunciones parroquiales 1892 - DGS(112481758)|Defunciones parroquiales 1892 - DGS(112481758)|ES|Español|1892/1892|Santa Rosa, Callao, Callao, Perú|Defunción|9|Defunción
112481995|112481995|112481995_000001|Defunciones parroquiales 1894 - DGS(112481995)|Defunciones parroquiales 1894 - DGS(112481995)|ES|Español|1894/1894|Santa Rosa, Callao, Callao, Perú|Defunción|10|Defunción
112482409|112482409|112482409_000001|Informaciones matrimoniales 1967 - DGS(112482409)|Informaciones matrimoniales 1967 - DGS(112482409)|ES|Español|1967/1967|Santa Rosa, Callao, Callao, Perú|Matrimonio|2-16|Matrimonio
112482590|112482590|112482590_000001|Informaciones matrimoniales 1966 - DGS(112482590)|Informaciones matrimoniales 1966 - DGS(112482590)|ES|Español|1966/1966|Santa Rosa, Callao, Callao, Perú|Matrimonio|1-16|Matrimonio
112482702|112482702|112482702_000001|Informaciones matrimoniales 1966 - DGS(112482702)|Informaciones matrimoniales 1966 - DGS(112482702)|ES|Español|1966/1966|Santa Rosa, Callao, Callao, Perú|Matrimonio|10-15|Matrimonio
112482931|112482931|112482931_000001|Informaciones matrimoniales 1966 - DGS(112482931)|Informaciones matrimoniales 1966 - DGS(112482931)|ES|Español|1966/1966|Santa Rosa, Callao, Callao, Perú|Matrimonio|9-15|Matrimonio
112483241|112483241|112483241_000001|Informaciones matrimoniales 1965 - DGS(112483241)|Informaciones matrimoniales 1965 - DGS(112483241)|ES|Español|1965/1965|Santa Rosa, Callao, Callao, Perú|Matrimonio|7-15|Matrimonio
112483442|112483442|112483442_000001|Informaciones matrimoniales 1965 - DGS(112483442)|Informaciones matrimoniales 1965 - DGS(112483442)|ES|Español|1965/1965|Santa Rosa, Callao, Callao, Perú|Matrimonio|6-15|Matrimonio
112484527|112484527|112484527_000001|Informaciones matrimoniales 1965 - DGS(112484527)|Informaciones matrimoniales 1965 - DGS(112484527)|ES|Español|1965/1965|Santa Rosa, Callao, Callao, Perú|Matrimonio|8-15|Matrimonio
112485222|112485222|112485222_000001|Informaciones matrimoniales 1964 - DGS(112485222)|Informaciones matrimoniales 1964 - DGS(112485222)|ES|Español|1964/1964|Santa Rosa, Callao, Callao, Perú|Matrimonio|5-15|Matrimonio
112485558|112485558|112485558_000001|Informaciones matrimoniales 1964 - DGS(112485558)|Informaciones matrimoniales 1964 - DGS(112485558)|ES|Español|1964/1964|Santa Rosa, Callao, Callao, Perú|Matrimonio|4-15|Matrimonio
112485716|112485716|112485716_000001|Informaciones matrimoniales 1964 - DGS(112485716)|Informaciones matrimoniales 1964 - DGS(112485716)|ES|Español|1964/1964|Santa Rosa, Callao, Callao, Perú|Matrimonio|3-15|Matrimonio
112485850|112485850|112485850_000001|Informaciones matrimoniales 1963 - DGS(112485850)|Informaciones matrimoniales 1963 - DGS(112485850)|ES|Español|1963/1963|Santa Rosa, Callao, Callao, Perú|Matrimonio|2-15|Matrimonio
112486081|112486081|112486081_000001|Informaciones matrimoniales 1962 - DGS(112486081)|Informaciones matrimoniales 1962 - DGS(112486081)|ES|Español|1962/1962|Santa Rosa, Callao, Callao, Perú|Matrimonio|8-14|Matrimonio
112719885|112719885|112719885_000001|Defunciones parroquiales 1925 - DGS(112719885)|Defunciones parroquiales 1925 - DGS(112719885)|ES|Español|1925/1925|San José, Bellavista, Callao, Callao, Perú|Defunción|2|Defunción
112719890|112719890|112719890_000001|Defunciones parroquiales 1929 - DGS(112719890)|Defunciones parroquiales 1929 - DGS(112719890)|ES|Español|1929/1929|San José, Bellavista, Callao, Callao, Perú|Defunción|3|Defunción
112719893|112719893|112719893_000001|Defunciones parroquiales 1933 - DGS(112719893)|Defunciones parroquiales 1933 - DGS(112719893)|ES|Español|1933/1933|San José, Bellavista, Callao, Callao, Perú|Defunción|4|Defunción
112719898|112719898|112719898_000001|Defunciones parroquiales 1937 - DGS(112719898)|Defunciones parroquiales 1937 - DGS(112719898)|ES|Español|1937/1937|San José, Bellavista, Callao, Callao, Perú|Defunción|5|Defunción
112719908|112719908|112719908_000001|Defunciones parroquiales 1955 - DGS(112719908)|Defunciones parroquiales 1955 - DGS(112719908)|ES|Español|1955/1955|San José, Bellavista, Callao, Callao, Perú|Defunción|13|Defunción
112719912|112719912|112719912_000001|Defunciones parroquiales 1962 - DGS(112719912)|Defunciones parroquiales 1962 - DGS(112719912)|ES|Español|1962/1962|San José, Bellavista, Callao, Callao, Perú|Defunción||Defunción
112719915|112719915|112719915_000001|Defunciones parroquiales 1968 - DGS(112719915)|Defunciones parroquiales 1968 - DGS(112719915)|ES|Español|1968/1968|San José, Bellavista, Callao, Callao, Perú|Defunción|15|Defunción
112719918|112719918|112719918_000001|Defunciones parroquiales 1922 - DGS(112719918)|Defunciones parroquiales 1922 - DGS(112719918)|ES|Español|1922/1922|San José, Bellavista, Callao, Callao, Perú|Defunción|1|Defunción
112719929|112719929|112719929_000001|Índices de bautismos 1901 - DGS(112719929)|Índices de bautismos 1901 - DGS(112719929)|ES|Español|1901/1901|Santa Rosa, Callao, Callao, Perú|Bautizo|2|Bautizo
112719930|112719930|112719930_000001|Índices de bautismos 1916 - DGS(112719930)|Índices de bautismos 1916 - DGS(112719930)|ES|Español|1916/1916|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719931|112719931|112719931_000001|Defunciones parroquiales 1939 - DGS(112719931)|Defunciones parroquiales 1939 - DGS(112719931)|ES|Español|1939/1939|San José, Bellavista, Callao, Callao, Perú|Defunción|6|Defunción
112719933|112719933|112719933_000001|Índices de bautismos 1949 - DGS(112719933)|Índices de bautismos 1949 - DGS(112719933)|ES|Español|1949/1949|Santa Rosa, Callao, Callao, Perú|Bautizo|4|Bautizo
112719934|112719934|112719934_000001|Índices de bautismos 1971 - DGS(112719934)|Índices de bautismos 1971 - DGS(112719934)|ES|Español|1971/1971|Santa Rosa, Callao, Callao, Perú|Bautizo|6-A6-B|Bautizo
112719935|112719935|112719935_000001|Índices de bautismos 1967 - DGS(112719935)|Índices de bautismos 1967 - DGS(112719935)|ES|Español|1967/1967|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719936|112719936|112719936_000001|Rectificaciones de bautismos 2012 - DGS(112719936)|Rectificaciones de bautismos 2012 - DGS(112719936)|ES|Español|2012/2012|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719937|112719937|112719937_000001|Rectificaciones de bautismos 2011 - DGS(112719937)|Rectificaciones de bautismos 2011 - DGS(112719937)|ES|Español|2011/2011|Inmaculada Concepción, Callao, Callao, Perú|Bautizo||Bautizo
112719938|112719938|112719938_000001|Índices de bautismos 1959 - DGS(112719938)|Índices de bautismos 1959 - DGS(112719938)|ES|Español|1959/1959|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719939|112719939|112719939_000001|Rectificaciones de bautismos 2011 - DGS(112719939)|Rectificaciones de bautismos 2011 - DGS(112719939)|ES|Español|2011/2011|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719940|112719940|112719940_000001|Rectificaciones de bautismos 2011 - DGS(112719940)|Rectificaciones de bautismos 2011 - DGS(112719940)|ES|Español|2011/2011|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719941|112719941|112719941_000001|Rectificaciones de bautismos 2013 - DGS(112719941)|Rectificaciones de bautismos 2013 - DGS(112719941)|ES|Español|2013/2013|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
112719942|112719942|112719942_000001|Rectificaciones de bautismos 2012 - DGS(112719942)|Rectificaciones de bautismos 2012 - DGS(112719942)|ES|Español|2012/2012|Inmaculada Concepción, Callao, Callao, Perú|Bautizo||Bautizo
112719944|112719944|112719944_000001|Expedientes para la rectificación de bautismos 2013 - DGS(112719944)|Expedientes para la rectificación de bautismos 2013 - DGS(112719944)|ES|Español|2013/2013|Diócesis del Callao, Perú|Bautizo||Bautizo
112719945|112719945|112719945_000001|Bautismos 1922 - DGS(112719945)|Bautismos 1922 - DGS(112719945)|ES|Español|1922/1922|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|37|Bautizo
112719946|112719946|112719946_000001|Bautismos 1920 - DGS(112719946)|Bautismos 1920 - DGS(112719946)|ES|Español|1920/1920|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|36|Bautizo
112719948|112719948|112719948_000001|Bautismos 1918 - DGS(112719948)|Bautismos 1918 - DGS(112719948)|ES|Español|1918/1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|34|Bautizo
112719949|112719949|112719949_000001|Bautismos 1923 - DGS(112719949)|Bautismos 1923 - DGS(112719949)|ES|Español|1923/1923|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
112719950|112719950|112719950_000001|Bautismos 1876 - DGS(112719950)|Bautismos 1876 - DGS(112719950)|ES|Español|1876/1876|Santa Rosa, Callao, Callao, Perú|Bautizo|3|Bautizo
112719951|112719951|112719951_000001|Bautismos 1924 - DGS(112719951)|Bautismos 1924 - DGS(112719951)|ES|Español|1924/1924|Santa Rosa, Callao, Callao, Perú|Bautizo|25|Bautizo
112719952|112719952|112719952_000001|Bautismos 1932 - DGS(112719952)|Bautismos 1932 - DGS(112719952)|ES|Español|1932/1932|Santa Rosa, Callao, Callao, Perú|Bautizo|31|Bautizo
