uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type
004188327_001_M98Q-DRN|4188327|004188327_000001|Matrimonios parroquiales 1909 - DGS(004188327)|Matrimonios parroquiales 1909 - DGS(004188327)|ES|Español|1909/1909|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
004188327_002_M98Q-DRF|4188327|004188327_000002|Matrimonios parroquiales 1921 - DGS(004188327)|Matrimonios parroquiales 1921 - DGS(004188327)|ES|Español|1921/1921|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005412708_001_M99X-YTW|5412708|005412708_000001|Bautismos 1932 - DGS(005412708)|Bautismos 1932 - DGS(005412708)|ES|Español|1932/1932|San José, Bellavista, Callao, Callao, Perú|Bautizo||Bautizo
005412708_002_M99X-YT4|5412708|005412708_000002|Matrimonios parroquiales 1921 - DGS(005412708)|Matrimonios parroquiales 1921 - DGS(005412708)|ES|Español|1921/1921|San José, Bellavista, Callao, Callao, Perú|Matrimonio||Matrimonio
005412708_003_M99X-YTH|5412708|005412708_000003|Defunciones parroquiales 1922 - DGS(005412708)|Defunciones parroquiales 1922 - DGS(005412708)|ES|Español|1922/1922|San José, Bellavista, Callao, Callao, Perú|Defunción|1|Defunción
005413005|5413005|005413005_000001|Bautismos 1871 - DGS(005413005)|Bautismos 1871 - DGS(005413005)|ES|Español|1871/1871|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413006_001_M9K8-YHN|5413006|005413006_000001|Bautismos 1871 - DGS(005413006)|Bautismos 1871 - DGS(005413006)|ES|Español|1871/1871|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413006_002_M9K8-YHF|5413006|005413006_000002|Bautismos 1874 - DGS(005413006)|Bautismos 1874 - DGS(005413006)|ES|Español|1874/1874|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413006_003_M9K8-YHJ|5413006|005413006_000003|Bautismos 1876 - DGS(005413006)|Bautismos 1876 - DGS(005413006)|ES|Español|1876/1876|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413007_001_M984-DC5|5413007|005413007_000001|Bautismos 1876 - DGS(005413007)|Bautismos 1876 - DGS(005413007)|ES|Español|1876/1876|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413007_002_M984-DCR|5413007|005413007_000002|Bautismos 1879 - DGS(005413007)|Bautismos 1879 - DGS(005413007)|ES|Español|1879/1879|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413007_003_M984-DCT|5413007|005413007_000003|Bautismos 1881 - DGS(005413007)|Bautismos 1881 - DGS(005413007)|ES|Español|1881/1881|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413007_004_M984-DCY|5413007|005413007_000004|Bautismos 1883 - DGS(005413007)|Bautismos 1883 - DGS(005413007)|ES|Español|1883/1883|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413008_001_M98W-GC5|5413008|005413008_000001|Bautismos 1884 - DGS(005413008)|Bautismos 1884 - DGS(005413008)|ES|Español|1884/1884|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413008_002_M98W-GCP|5413008|005413008_000002|Bautismos 1886 - DGS(005413008)|Bautismos 1886 - DGS(005413008)|ES|Español|1886/1886|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413008_003_M98W-GCR|5413008|005413008_000003|Bautismos 1891 - DGS(005413008)|Bautismos 1891 - DGS(005413008)|ES|Español|1891/1891|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413009_001_M98W-59H|5413009|005413009_000001|Bautismos 1892 - DGS(005413009)|Bautismos 1892 - DGS(005413009)|ES|Español|1892/1892|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413009_002_M98W-594|5413009|005413009_000002|Bautismos 1894 - DGS(005413009)|Bautismos 1894 - DGS(005413009)|ES|Español|1894/1894|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413009_003_M98W-59C|5413009|005413009_000003|Bautismos 1896 - DGS(005413009)|Bautismos 1896 - DGS(005413009)|ES|Español|1896/1896|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413009_004_M98W-59Z|5413009|005413009_000004|Bautismos 1898 - DGS(005413009)|Bautismos 1898 - DGS(005413009)|ES|Español|1898/1898|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413010_001_M98W-PNH|5413010|005413010_000001|Bautismos 1899 - DGS(005413010)|Bautismos 1899 - DGS(005413010)|ES|Español|1899/1899|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413010_002_M98W-PNC|5413010|005413010_000002|Bautismos 1901 - DGS(005413010)|Bautismos 1901 - DGS(005413010)|ES|Español|1901/1901|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413010_003_M98W-PNZ|5413010|005413010_000003|Bautismos 1904 - DGS(005413010)|Bautismos 1904 - DGS(005413010)|ES|Español|1904/1904|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413010_004_M98W-PN8|5413010|005413010_000004|Bautismos 1905 - DGS(005413010)|Bautismos 1905 - DGS(005413010)|ES|Español|1905/1905|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413011_001_M98W-59G|5413011|005413011_000001|Bautismos 1906 - DGS(005413011)|Bautismos 1906 - DGS(005413011)|ES|Español|1906/1906|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413011_002_M98W-59L|5413011|005413011_000002|Bautismos 1908 - DGS(005413011)|Bautismos 1908 - DGS(005413011)|ES|Español|1908/1908|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413011_003_M98W-59P|5413011|005413011_000003|Bautismos 1911 - DGS(005413011)|Bautismos 1911 - DGS(005413011)|ES|Español|1911/1911|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413012_001_M98W-5QR|5413012|005413012_000001|Bautismos 1913 - DGS(005413012)|Bautismos 1913 - DGS(005413012)|ES|Español|1913/1913|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413012_002_M98W-5QT|5413012|005413012_000002|Bautismos 1916 - DGS(005413012)|Bautismos 1916 - DGS(005413012)|ES|Español|1916/1916|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413013_001_M98W-5QY|5413013|005413013_000001|Bautismos 1916 - DGS(005413013)|Bautismos 1916 - DGS(005413013)|ES|Español|1916/1916|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413013_002_M98W-5QB|5413013|005413013_000002|Bautismos 1920 - DGS(005413013)|Bautismos 1920 - DGS(005413013)|ES|Español|1920/1920|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413014_001_M98W-595|5413014|005413014_000001|Bautismos 1920 - DGS(005413014)|Bautismos 1920 - DGS(005413014)|ES|Español|1920/1920|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413014_002_M98W-59R|5413014|005413014_000002|Bautismos 1931 - DGS(005413014)|Bautismos 1931 - DGS(005413014)|ES|Español|1931/1931|Santa Rosa, Callao, Callao, Perú|Bautizo||Bautizo
005413015_001_M98W-PND|5413015|005413015_000001|Matrimonios parroquiales 1875 - DGS(005413015)|Matrimonios parroquiales 1875 - DGS(005413015)|ES|Español|1875/1875|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413015_002_M98W-PN6|5413015|005413015_000002|Matrimonios parroquiales 1878 - DGS(005413015)|Matrimonios parroquiales 1878 - DGS(005413015)|ES|Español|1878/1878|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413016_001_M98W-5Q1|5413016|005413016_000001|Matrimonios parroquiales 1879 - DGS(005413016)|Matrimonios parroquiales 1879 - DGS(005413016)|ES|Español|1879/1879|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413016_002_M98W-57M|5413016|005413016_000002|Matrimonios parroquiales 1882 - DGS(005413016)|Matrimonios parroquiales 1882 - DGS(005413016)|ES|Español|1882/1882|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413016_003_M98W-579|5413016|005413016_000003|Matrimonios parroquiales 1886 - DGS(005413016)|Matrimonios parroquiales 1886 - DGS(005413016)|ES|Español|1886/1886|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413016_004_M98W-57S|5413016|005413016_000004|Matrimonios parroquiales 1894 - DGS(005413016)|Matrimonios parroquiales 1894 - DGS(005413016)|ES|Español|1894/1894|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413016_005_M98W-573|5413016|005413016_000005|Matrimonios parroquiales 1898 - DGS(005413016)|Matrimonios parroquiales 1898 - DGS(005413016)|ES|Español|1898/1898|Santa Rosa, Callao, Callao, Perú|Matrimonio||Matrimonio
005413017_001_M98W-5S9|5413017|005413017_000001|Defunciones parroquiales 1872 - DGS(005413017)|Defunciones parroquiales 1872 - DGS(005413017)|ES|Español|1872/1872|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413017_002_M98W-5SM|5413017|005413017_000002|Defunciones parroquiales 1877 - DGS(005413017)|Defunciones parroquiales 1877 - DGS(005413017)|ES|Español|1877/1877|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413017_003_M98W-5SS|5413017|005413017_000003|Defunciones parroquiales 1879 - DGS(005413017)|Defunciones parroquiales 1879 - DGS(005413017)|ES|Español|1879/1879|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413018_001_M98W-PNF|5413018|005413018_000001|Defunciones parroquiales 1882 - DGS(005413018)|Defunciones parroquiales 1882 - DGS(005413018)|ES|Español|1882/1882|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413018_002_M98W-PNX|5413018|005413018_000002|Defunciones parroquiales 1894 - DGS(005413018)|Defunciones parroquiales 1894 - DGS(005413018)|ES|Español|1894/1894|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413018_003_M98W-PNN|5413018|005413018_000003|Defunciones parroquiales 1886 - DGS(005413018)|Defunciones parroquiales 1886 - DGS(005413018)|ES|Español|1886/1886|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413018_004_M98W-PNJ|5413018|005413018_000004|Defunciones parroquiales 1887 - DGS(005413018)|Defunciones parroquiales 1887 - DGS(005413018)|ES|Español|1887/1887|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413018_005_M98W-PNV|5413018|005413018_000005|Defunciones parroquiales 1891 - DGS(005413018)|Defunciones parroquiales 1891 - DGS(005413018)|ES|Español|1891/1891|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413019_001_M98W-57W|5413019|005413019_000001|Defunciones parroquiales 1892 - DGS(005413019)|Defunciones parroquiales 1892 - DGS(005413019)|ES|Español|1892/1892|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413019_002_M98W-574|5413019|005413019_000002|Defunciones parroquiales 1894 - DGS(005413019)|Defunciones parroquiales 1894 - DGS(005413019)|ES|Español|1894/1894|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413019_003_M98W-57H|5413019|005413019_000003|Defunciones parroquiales 1896 - DGS(005413019)|Defunciones parroquiales 1896 - DGS(005413019)|ES|Español|1896/1896|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413019_004_M98W-57C|5413019|005413019_000004|Defunciones parroquiales 1899 - DGS(005413019)|Defunciones parroquiales 1899 - DGS(005413019)|ES|Español|1899/1899|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413019_005_M98W-57Z|5413019|005413019_000005|Defunciones parroquiales 1903 - DGS(005413019)|Defunciones parroquiales 1903 - DGS(005413019)|ES|Español|1903/1903|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413020_001_M98W-57D|5413020|005413020_000001|Defunciones parroquiales 1903 - DGS(005413020)|Defunciones parroquiales 1903 - DGS(005413020)|ES|Español|1903/1903|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413020_002_M98W-578|5413020|005413020_000002|Defunciones parroquiales 1907 - DGS(005413020)|Defunciones parroquiales 1907 - DGS(005413020)|ES|Español|1907/1907|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413020_003_M98W-576|5413020|005413020_000003|Defunciones parroquiales 1913 - DGS(005413020)|Defunciones parroquiales 1913 - DGS(005413020)|ES|Español|1913/1913|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413021_001_M98W-PYT|5413021|005413021_000001|Defunciones parroquiales 1920 - DGS(005413021)|Defunciones parroquiales 1920 - DGS(005413021)|ES|Español|1920/1920|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413021_002_M98W-PYY|5413021|005413021_000002|Defunciones parroquiales 1921 - DGS(005413021)|Defunciones parroquiales 1921 - DGS(005413021)|ES|Español|1921/1921|Santa Rosa, Callao, Callao, Perú|Defunción||Defunción
005413022_001_M98W-PYB|5413022|005413022_000001|Bautismos 1833 - DGS(005413022)|Bautismos 1833 - DGS(005413022)|ES|Español|1833/1833|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413022_002_M98W-PY1|5413022|005413022_000002|Bautismos 1842 - DGS(005413022)|Bautismos 1842 - DGS(005413022)|ES|Español|1842/1842|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413022_003_M98W-PBM|5413022|005413022_000003|Bautismos 1849 - DGS(005413022)|Bautismos 1849 - DGS(005413022)|ES|Español|1849/1849|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413022_004_M98W-PB9|5413022|005413022_000004|Bautismos 1852 - DGS(005413022)|Bautismos 1852 - DGS(005413022)|ES|Español|1852/1852|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413023_001_M98W-5S3|5413023|005413023_000001|Bautismos 1854 - DGS(005413023)|Bautismos 1854 - DGS(005413023)|ES|Español|1854/1854|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413023_002_M98W-5SQ|5413023|005413023_000002|Bautismos 1856 - DGS(005413023)|Bautismos 1856 - DGS(005413023)|ES|Español|1856/1856|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413023_003_M98W-5S7|5413023|005413023_000003|Bautismos 1858 - DGS(005413023)|Bautismos 1858 - DGS(005413023)|ES|Español|1858/1858|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413023_004_M98W-5SW|5413023|005413023_000004|Bautismos 1861 - DGS(005413023)|Bautismos 1861 - DGS(005413023)|ES|Español|1861/1861|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413024_001_M98W-57X|5413024|005413024_000001|Bautismos 1861 - DGS(005413024)|Bautismos 1861 - DGS(005413024)|ES|Español|1861/1861|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413024_002_M98W-57F|5413024|005413024_000002|Bautismos 1864 - DGS(005413024)|Bautismos 1864 - DGS(005413024)|ES|Español|1864/1864|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413024_003_M98W-57N|5413024|005413024_000003|Bautismos 1867 - DGS(005413024)|Bautismos 1867 - DGS(005413024)|ES|Español|1867/1867|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413024_004_M98W-57J|5413024|005413024_000004|Bautismos 1868 - DGS(005413024)|Bautismos 1868 - DGS(005413024)|ES|Español|1868/1868|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_001_M98W-5S4|5413025|005413025_000001|Bautismos 1868 - DGS(005413025)|Bautismos 1868 - DGS(005413025)|ES|Español|1868/1868|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_002_M98W-5SH|5413025|005413025_000002|Bautismos 1869 - DGS(005413025)|Bautismos 1869 - DGS(005413025)|ES|Español|1869/1869|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_003_M98W-5SC|5413025|005413025_000003|Bautismos 1870 - DGS(005413025)|Bautismos 1870 - DGS(005413025)|ES|Español|1870/1870|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_004_M98W-5SZ|5413025|005413025_000004|Bautismos 1872 - DGS(005413025)|Bautismos 1872 - DGS(005413025)|ES|Español|1872/1872|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_005_M98W-5S8|5413025|005413025_000005|Bautismos 1875 - DGS(005413025)|Bautismos 1875 - DGS(005413025)|ES|Español|1875/1875|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413025_006_M98W-5SD|5413025|005413025_000006|Bautismos 1877 - DGS(005413025)|Bautismos 1877 - DGS(005413025)|ES|Español|1877/1877|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413026_001_M98W-5SX|5413026|005413026_000001|Bautismos 1877 - DGS(005413026)|Bautismos 1877 - DGS(005413026)|ES|Español|1877/1877|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413026_002_M98W-5S6|5413026|005413026_000002|Bautismos 1878 - DGS(005413026)|Bautismos 1878 - DGS(005413026)|ES|Español|1878/1878|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413026_003_M98W-5SF|5413026|005413026_000003|Bautismos 1879 - DGS(005413026)|Bautismos 1879 - DGS(005413026)|ES|Español|1879/1879|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413026_004_M98W-5SN|5413026|005413026_000004|Bautismos 1882 - DGS(005413026)|Bautismos 1882 - DGS(005413026)|ES|Español|1882/1882|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413027_001_M98W-54L|5413027|005413027_000001|Bautismos 1883 - DGS(005413027)|Bautismos 1883 - DGS(005413027)|ES|Español|1883/1883|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413027_002_M98W-54G|5413027|005413027_000002|Bautismos 1888 - DGS(005413027)|Bautismos 1888 - DGS(005413027)|ES|Español|1888/1888|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413027_003_M98W-54P|5413027|005413027_000003|Bautismos 1892 - DGS(005413027)|Bautismos 1892 - DGS(005413027)|ES|Español|1892/1892|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413028_001_M98W-545|5413028|005413028_000001|Bautismos 1896 - DGS(005413028)|Bautismos 1896 - DGS(005413028)|ES|Español|1896/1896|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413028_002_M98W-54R|5413028|005413028_000002|Bautismos 1900 - DGS(005413028)|Bautismos 1900 - DGS(005413028)|ES|Español|1900/1900|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413028_003_M9KT-6LH|5413028|005413028_000003|Bautismos 1905 - DGS(005413028)|Bautismos 1905 - DGS(005413028)|ES|Español|1905/1905|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413029_001_M98W-PBS|5413029|005413029_000001|Bautismos 1905 - DGS(005413029)|Bautismos 1905 - DGS(005413029)|ES|Español|1905/1905|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413029_002_M9KH-BST|5413029|005413029_000002|Bautismos 1908 - DGS(005413029)|Bautismos 1908 - DGS(005413029)|ES|Español|1908/1908|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413029_003_M9KH-BSY|5413029|005413029_000003|Bautismos 1908 - DGS(005413029)|Bautismos 1908 - DGS(005413029)|ES|Español|1908/1908|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413030|5413030|005413030_000001|Bautismos 1912 - DGS(005413030)|Bautismos 1912 - DGS(005413030)|ES|Español|1912/1912|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413031_001_M98W-5SL|5413031|005413031_000001|Bautismos 1914 - DGS(005413031)|Bautismos 1914 - DGS(005413031)|ES|Español|1914/1914|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413031_002_M98W-5SG|5413031|005413031_000002|Bautismos 1917 - DGS(005413031)|Bautismos 1917 - DGS(005413031)|ES|Español|1917/1917|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413031_003_M98W-5SP|5413031|005413031_000003|Bautismos 1917 - DGS(005413031)|Bautismos 1917 - DGS(005413031)|ES|Español|1917/1917|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautizo||Bautizo
005413032_001_M98W-5SJ|5413032|005413032_000001|Bautismos 1917 - DGS(005413032)|Bautismos 1917 - DGS(005413032)|ES|Español|1917/1917|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo||Bautizo
005413032_002_M98W-5SV|5413032|005413032_000002|Bautismos 1918 - DGS(005413032)|Bautismos 1918 - DGS(005413032)|ES|Español|1918/1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo||Bautizo
005413032_003_M98W-5SK|5413032|005413032_000003|Bautismos 1918 - DGS(005413032)|Bautismos 1918 - DGS(005413032)|ES|Español|1918/1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo||Bautizo
005413032_004_M98W-5S2|5413032|005413032_000004|Bautismos 1919 - DGS(005413032)|Bautismos 1919 - DGS(005413032)|ES|Español|1919/1919|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo||Bautizo
005413033_001_M99X-YNZ|5413033|005413033_000001|Bautismos 1920 - DGS(005413033)|Bautismos 1920 - DGS(005413033)|ES|Español|1920/1920|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautizo|36|Bautizo
005413033_002_M99X-YN8|5413033|005413033_000002|Matrimonios parroquiales 1841 - DGS(005413033)|Matrimonios parroquiales 1841 - DGS(005413033)|ES|Español|1841/1841|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|1|Matrimonio
005413033_003_M99X-YND|5413033|005413033_000003|Matrimonios parroquiales 1852 - DGS(005413033)|Matrimonios parroquiales 1852 - DGS(005413033)|ES|Español|1852/1852|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|2|Matrimonio
005413033_004_M99X-YN6|5413033|005413033_000004|Matrimonios parroquiales 1860 - DGS(005413033)|Matrimonios parroquiales 1860 - DGS(005413033)|ES|Español|1860/1860|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|3|Matrimonio
005413033_005_M99X-YNX|5413033|005413033_000005|Matrimonios parroquiales 1867 - DGS(005413033)|Matrimonios parroquiales 1867 - DGS(005413033)|ES|Español|1867/1867|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonio|4|Matrimonio
005413034_001_M984-ZCG|5413034|005413034_000001|Matrimonios parroquiales 1877 - DGS(005413034)|Matrimonios parroquiales 1877 - DGS(005413034)|ES|Español|1877/1877|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413034_002_M984-ZCL|5413034|005413034_000002|Matrimonios parroquiales 1880 - DGS(005413034)|Matrimonios parroquiales 1880 - DGS(005413034)|ES|Español|1880/1880|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413034_003_M984-ZCP|5413034|005413034_000003|Matrimonios parroquiales 1887 - DGS(005413034)|Matrimonios parroquiales 1887 - DGS(005413034)|ES|Español|1887/1887|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413034_004_M984-ZC5|5413034|005413034_000004|Matrimonios parroquiales 1882 - DGS(005413034)|Matrimonios parroquiales 1882 - DGS(005413034)|ES|Español|1882/1882|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413034_005_M984-ZCR|5413034|005413034_000005|Matrimonios parroquiales 1902 - DGS(005413034)|Matrimonios parroquiales 1902 - DGS(005413034)|ES|Español|1902/1902|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413035_001_M984-ZPB|5413035|005413035_000001|Matrimonios parroquiales 1908 - DGS(005413035)|Matrimonios parroquiales 1908 - DGS(005413035)|ES|Español|1908/1908|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413035_002_M984-ZPY|5413035|005413035_000002|Matrimonios parroquiales 1914 - DGS(005413035)|Matrimonios parroquiales 1914 - DGS(005413035)|ES|Español|1914/1914|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413035_003_M984-ZP1|5413035|005413035_000003|Matrimonios parroquiales 1921 - DGS(005413035)|Matrimonios parroquiales 1921 - DGS(005413035)|ES|Español|1921/1921|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413036_001_M99X-YDY|5413036|005413036_000001|Matrimonios parroquiales 1921 - DGS(005413036)|Matrimonios parroquiales 1921 - DGS(005413036)|ES|Español|1921/1921|Callao, Callao, Callao, Perú|Matrimonio||Matrimonio
005413036_002_M99X-YDB|5413036|005413036_000002|Defunciones parroquiales 1832 - DGS(005413036)|Defunciones parroquiales 1832 - DGS(005413036)|ES|Español|1832/1832|Callao, Callao, Callao, Perú|Defunción||Defunción
005413036_003_M99X-Y69|5413036|005413036_000003|Defunciones parroquiales 1849 - DGS(005413036)|Defunciones parroquiales 1849 - DGS(005413036)|ES|Español|1849/1849|Callao, Callao, Callao, Perú|Defunción||Defunción
005413036_004_M99X-Y63|5413036|005413036_000004|Defunciones parroquiales 1851 - DGS(005413036)|Defunciones parroquiales 1851 - DGS(005413036)|ES|Español|1851/1851|Callao, Callao, Callao, Perú|Defunción||Defunción
005413036_005_M99X-Y6Q|5413036|005413036_000005|Defunciones parroquiales 1860 - DGS(005413036)|Defunciones parroquiales 1860 - DGS(005413036)|ES|Español|1860/1860|Callao, Callao, Callao, Perú|Defunción||Defunción
005413036_006_M99X-Y64|5413036|005413036_000006|Defunciones parroquiales 1868 - DGS(005413036)|Defunciones parroquiales 1868 - DGS(005413036)|ES|Español|1868/1868|Callao, Callao, Callao, Perú|Defunción||Defunción
005413037_001_M984-ZCT|5413037|005413037_000001|Defunciones parroquiales 1868 - DGS(005413037)|Defunciones parroquiales 1868 - DGS(005413037)|ES|Español|1868/1868|Callao, Callao, Callao, Perú|Defunción||Defunción
005413037_002_M984-ZCY|5413037|005413037_000002|Defunciones parroquiales 1872 - DGS(005413037)|Defunciones parroquiales 1872 - DGS(005413037)|ES|Español|1872/1872|Callao, Callao, Callao, Perú|Defunción||Defunción
005413037_003_M984-ZCB|5413037|005413037_000003|Defunciones parroquiales 1879 - DGS(005413037)|Defunciones parroquiales 1879 - DGS(005413037)|ES|Español|1879/1879|Callao, Callao, Callao, Perú|Defunción||Defunción
005413038_001_M984-ZYN|5413038|005413038_000001|Defunciones parroquiales 1879 - DGS(005413038)|Defunciones parroquiales 1879 - DGS(005413038)|ES|Español|1879/1879|Callao, Callao, Callao, Perú|Defunción||Defunción
005413038_002_M984-ZYF|5413038|005413038_000002|Defunciones parroquiales 1879 - DGS(005413038)|Defunciones parroquiales 1879 - DGS(005413038)|ES|Español|1879/1879|Callao, Callao, Callao, Perú|Defunción||Defunción
