uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
004188327_001_M98Q-DRN|004188327|004188327_000001|Matrimonios parroquiales_1909, - DGS(004188327)|Matrimonios parroquiales_1909, - DGS(004188327)|ES|Español|1909|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1898—1909|
004188327_002_M98Q-DRF|004188327|004188327_000002|Matrimonios parroquiales_1921, - DGS(004188327)|Matrimonios parroquiales_1921, - DGS(004188327)|ES|Español|1921|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1909—1921|
005412708_001_M99X-YTW|005412708|005412708_000001|Bautismos_1932,- - DGS(005412708)|Bautismos_1932,- - DGS(005412708)|ES|Español|1932|San José, Bellavista, Callao, Callao, Perú|Bautismos|-|Bautismos-ene 1916—may 1932|
005412708_002_M99X-YT4|005412708|005412708_000002|Matrimonios parroquiales_1921,- - DGS(005412708)|Matrimonios parroquiales_1921,- - DGS(005412708)|ES|Español|1921|San José, Bellavista, Callao, Callao, Perú|Matrimonios parroquiales|-|Matrimonios parroquiales-1916—1921|
005412708_003_M99X-YTH|005412708|005412708_000003|Defunciones parroquiales_1922,Libro 1 - DGS(005412708)|Defunciones parroquiales_1922,Libro 1 - DGS(005412708)|ES|Español|1922|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Libro 1|Defunciones parroquiales-ene 1916—ene 1922|
005413005|005413005|005413005_000001|Bautismos_1871, - DGS(005413005)|Bautismos_1871, - DGS(005413005)|ES|Español|1871|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-abr 1865—ene 1871|
005413006_001_M9K8-YHN|005413006|005413006_000001|Bautismos_1871, - DGS(005413006)|Bautismos_1871, - DGS(005413006)|ES|Español|1871|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-dic 1870—mar 1871|
005413006_002_M9K8-YHF|005413006|005413006_000002|Bautismos_1874, - DGS(005413006)|Bautismos_1874, - DGS(005413006)|ES|Español|1874|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-abr 1871—jul 1874|
005413006_003_M9K8-YHJ|005413006|005413006_000003|Bautismos_1876, - DGS(005413006)|Bautismos_1876, - DGS(005413006)|ES|Español|1876|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-jul 1874—oct 1876|
005413007_001_M984-DC5|005413007|005413007_000001|Bautismos_1876, - DGS(005413007)|Bautismos_1876, - DGS(005413007)|ES|Español|1876|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-oct 1876—dic 1876|
005413007_002_M984-DCR|005413007|005413007_000002|Bautismos_1879, - DGS(005413007)|Bautismos_1879, - DGS(005413007)|ES|Español|1879|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-dic 1876—dic 1879|
005413007_003_M984-DCT|005413007|005413007_000003|Bautismos_1881, - DGS(005413007)|Bautismos_1881, - DGS(005413007)|ES|Español|1881|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-ene 1880—jul 1881|
005413007_004_M984-DCY|005413007|005413007_000004|Bautismos_1883, - DGS(005413007)|Bautismos_1883, - DGS(005413007)|ES|Español|1883|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-21 jul 1881—3 jun 1883|
005413008_001_M98W-GC5|005413008|005413008_000001|Bautismos_1884, - DGS(005413008)|Bautismos_1884, - DGS(005413008)|ES|Español|1884|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-jun 1883—jul 1884|
005413008_002_M98W-GCP|005413008|005413008_000002|Bautismos_1886, - DGS(005413008)|Bautismos_1886, - DGS(005413008)|ES|Español|1886|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-jul 1884—dic 1886|
005413008_003_M98W-GCR|005413008|005413008_000003|Bautismos_1891, - DGS(005413008)|Bautismos_1891, - DGS(005413008)|ES|Español|1891|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-dic 1886—feb 1891|
005413009_001_M98W-59H|005413009|005413009_000001|Bautismos_1892, - DGS(005413009)|Bautismos_1892, - DGS(005413009)|ES|Español|1892|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-1 mar 1891—1 may 1892|
005413009_002_M98W-594|005413009|005413009_000002|Bautismos_1894, - DGS(005413009)|Bautismos_1894, - DGS(005413009)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-1 may 1892—15 may 1894|
005413009_003_M98W-59C|005413009|005413009_000003|Bautismos_1896, - DGS(005413009)|Bautismos_1896, - DGS(005413009)|ES|Español|1896|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-16 may 1894—12 abr 1896|
005413009_004_M98W-59Z|005413009|005413009_000004|Bautismos_1898, - DGS(005413009)|Bautismos_1898, - DGS(005413009)|ES|Español|1898|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-14 abr 1896—21 feb 1898|
005413010_001_M98W-PNH|005413010|005413010_000001|Bautismos_1899, - DGS(005413010)|Bautismos_1899, - DGS(005413010)|ES|Español|1899|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-feb 1898—ago 1899|
005413010_002_M98W-PNC|005413010|005413010_000002|Bautismos_1901, - DGS(005413010)|Bautismos_1901, - DGS(005413010)|ES|Español|1901|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-12 ago 1899—26 nov 1901|
005413010_003_M98W-PNZ|005413010|005413010_000003|Bautismos_1904, - DGS(005413010)|Bautismos_1904, - DGS(005413010)|ES|Español|1904|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-30 nov 1901—31 ene 1904|
005413010_004_M98W-PN8|005413010|005413010_000004|Bautismos_1905, - DGS(005413010)|Bautismos_1905, - DGS(005413010)|ES|Español|1905|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-feb 1904—oct 1905|
005413011_001_M98W-59G|005413011|005413011_000001|Bautismos_1906, - DGS(005413011)|Bautismos_1906, - DGS(005413011)|ES|Español|1906|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-oct 1905—ago 1906|
005413011_002_M98W-59L|005413011|005413011_000002|Bautismos_1908, - DGS(005413011)|Bautismos_1908, - DGS(005413011)|ES|Español|1908|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-ago 1906—oct 1908|
005413011_003_M98W-59P|005413011|005413011_000003|Bautismos_1911, - DGS(005413011)|Bautismos_1911, - DGS(005413011)|ES|Español|1911|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-oct 1908—may 1911|
005413012_001_M98W-5QR|005413012|005413012_000001|Bautismos_1913, - DGS(005413012)|Bautismos_1913, - DGS(005413012)|ES|Español|1913|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-may 1911—ene 1913|
005413012_002_M98W-5QT|005413012|005413012_000002|Bautismos_1916, - DGS(005413012)|Bautismos_1916, - DGS(005413012)|ES|Español|1916|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-6 ene 1913—24 dic 1916|
005413013_001_M98W-5QY|005413013|005413013_000001|Bautismos_1916, - DGS(005413013)|Bautismos_1916, - DGS(005413013)|ES|Español|1916|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-nov 1915—dic 1916|
005413013_002_M98W-5QB|005413013|005413013_000002|Bautismos_1920, - DGS(005413013)|Bautismos_1920, - DGS(005413013)|ES|Español|1920|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-dic 1916—may 1920|
005413014_001_M98W-595|005413014|005413014_000001|Bautismos_1920, - DGS(005413014)|Bautismos_1920, - DGS(005413014)|ES|Español|1920|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-may 1920—nov 1920|
005413014_002_M98W-59R|005413014|005413014_000002|Bautismos_1931, - DGS(005413014)|Bautismos_1931, - DGS(005413014)|ES|Español|1931|Santa Rosa, Callao, Callao, Perú|Bautismos||Bautismos-nov 1920—dic 1931|
005413015_001_M98W-PND|005413015|005413015_000001|Matrimonios parroquiales_1875, - DGS(005413015)|Matrimonios parroquiales_1875, - DGS(005413015)|ES|Español|1875|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-5 abr 1865—5 jul 1875|
005413015_002_M98W-PN6|005413015|005413015_000002|Matrimonios parroquiales_1878, - DGS(005413015)|Matrimonios parroquiales_1878, - DGS(005413015)|ES|Español|1878|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1875—1878|
005413016_001_M98W-5Q1|005413016|005413016_000001|Matrimonios parroquiales_1879, - DGS(005413016)|Matrimonios parroquiales_1879, - DGS(005413016)|ES|Español|1879|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-3 ene 1878—30 dic 1879|
005413016_002_M98W-57M|005413016|005413016_000002|Matrimonios parroquiales_1882, - DGS(005413016)|Matrimonios parroquiales_1882, - DGS(005413016)|ES|Español|1882|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1880—1882|
005413016_003_M98W-579|005413016|005413016_000003|Matrimonios parroquiales_1886, - DGS(005413016)|Matrimonios parroquiales_1886, - DGS(005413016)|ES|Español|1886|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1882—1886|
005413016_004_M98W-57S|005413016|005413016_000004|Matrimonios parroquiales_1894, - DGS(005413016)|Matrimonios parroquiales_1894, - DGS(005413016)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1886—1894|
005413016_005_M98W-573|005413016|005413016_000005|Matrimonios parroquiales_1898, - DGS(005413016)|Matrimonios parroquiales_1898, - DGS(005413016)|ES|Español|1898|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-16 ene 1895—9 sept 1898|
005413017_001_M98W-5S9|005413017|005413017_000001|Defunciones parroquiales_1872, - DGS(005413017)|Defunciones parroquiales_1872, - DGS(005413017)|ES|Español|1872|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-5 abr 1865—21 nov 1872|
005413017_002_M98W-5SM|005413017|005413017_000002|Defunciones parroquiales_1877, - DGS(005413017)|Defunciones parroquiales_1877, - DGS(005413017)|ES|Español|1877|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-11 nov 1872—7 mar 1877|
005413017_003_M98W-5SS|005413017|005413017_000003|Defunciones parroquiales_1879, - DGS(005413017)|Defunciones parroquiales_1879, - DGS(005413017)|ES|Español|1879|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-16 mar 1877—30 dic 1879|
005413018_001_M98W-PNF|005413018|005413018_000001|Defunciones parroquiales_1882, - DGS(005413018)|Defunciones parroquiales_1882, - DGS(005413018)|ES|Español|1882|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-2 ene 1880—28 feb 1882|
005413018_002_M98W-PNX|005413018|005413018_000002|Defunciones parroquiales_1894, - DGS(005413018)|Defunciones parroquiales_1894, - DGS(005413018)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-2 mar 1882—19 jun 1894|
005413018_003_M98W-PNN|005413018|005413018_000003|Defunciones parroquiales_1886, - DGS(005413018)|Defunciones parroquiales_1886, - DGS(005413018)|ES|Español|1886|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-20 jun 1884—12 may 1886|
005413018_004_M98W-PNJ|005413018|005413018_000004|Defunciones parroquiales_1887, - DGS(005413018)|Defunciones parroquiales_1887, - DGS(005413018)|ES|Español|1887|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-12 mar 1886—7 dic 1887|
005413018_005_M98W-PNV|005413018|005413018_000005|Defunciones parroquiales_1891, - DGS(005413018)|Defunciones parroquiales_1891, - DGS(005413018)|ES|Español|1891|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-9 dic 1880—5 feb 1891|
005413019_001_M98W-57W|005413019|005413019_000001|Defunciones parroquiales_1892, - DGS(005413019)|Defunciones parroquiales_1892, - DGS(005413019)|ES|Español|1892|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-6 feb 1891—14 may 1892|
005413019_002_M98W-574|005413019|005413019_000002|Defunciones parroquiales_1894, - DGS(005413019)|Defunciones parroquiales_1894, - DGS(005413019)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-16 may 1892—18 oct 1894|
005413019_003_M98W-57H|005413019|005413019_000003|Defunciones parroquiales_1896, - DGS(005413019)|Defunciones parroquiales_1896, - DGS(005413019)|ES|Español|1896|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-20 oct 1894—25 nov 1896|
005413019_004_M98W-57C|005413019|005413019_000004|Defunciones parroquiales_1899, - DGS(005413019)|Defunciones parroquiales_1899, - DGS(005413019)|ES|Español|1899|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1896—1899|
005413019_005_M98W-57Z|005413019|005413019_000005|Defunciones parroquiales_1903, - DGS(005413019)|Defunciones parroquiales_1903, - DGS(005413019)|ES|Español|1903|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-28 oct 1899—6 ago 1903|
005413020_001_M98W-57D|005413020|005413020_000001|Defunciones parroquiales_1903, - DGS(005413020)|Defunciones parroquiales_1903, - DGS(005413020)|ES|Español|1903|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1899—1903|
005413020_002_M98W-578|005413020|005413020_000002|Defunciones parroquiales_1907, - DGS(005413020)|Defunciones parroquiales_1907, - DGS(005413020)|ES|Español|1907|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-9 ago 1903—6 abr 1907|
005413020_003_M98W-576|005413020|005413020_000003|Defunciones parroquiales_1913, - DGS(005413020)|Defunciones parroquiales_1913, - DGS(005413020)|ES|Español|1913|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1907—1913|
005413021_001_M98W-PYT|005413021|005413021_000001|Defunciones parroquiales_1920, - DGS(005413021)|Defunciones parroquiales_1920, - DGS(005413021)|ES|Español|1920|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1913—1920|
005413021_002_M98W-PYY|005413021|005413021_000002|Defunciones parroquiales_1921, - DGS(005413021)|Defunciones parroquiales_1921, - DGS(005413021)|ES|Español|1921|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1920—1921|
005413022_001_M98W-PYB|005413022|005413022_000001|Bautismos_1833, - DGS(005413022)|Bautismos_1833, - DGS(005413022)|ES|Español|1833|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1819—1833|
005413022_002_M98W-PY1|005413022|005413022_000002|Bautismos_1842, - DGS(005413022)|Bautismos_1842, - DGS(005413022)|ES|Español|1842|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1833—1842|
005413022_003_M98W-PBM|005413022|005413022_000003|Bautismos_1849, - DGS(005413022)|Bautismos_1849, - DGS(005413022)|ES|Español|1849|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1842—1849|
005413022_004_M98W-PB9|005413022|005413022_000004|Bautismos_1852, - DGS(005413022)|Bautismos_1852, - DGS(005413022)|ES|Español|1852|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1849—1852|
005413023_001_M98W-5S3|005413023|005413023_000001|Bautismos_1854, - DGS(005413023)|Bautismos_1854, - DGS(005413023)|ES|Español|1854|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1852—1854|
005413023_002_M98W-5SQ|005413023|005413023_000002|Bautismos_1856, - DGS(005413023)|Bautismos_1856, - DGS(005413023)|ES|Español|1856|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1854—1856|
005413023_003_M98W-5S7|005413023|005413023_000003|Bautismos_1858, - DGS(005413023)|Bautismos_1858, - DGS(005413023)|ES|Español|1858|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1856—1858|
005413023_004_M98W-5SW|005413023|005413023_000004|Bautismos_1861, - DGS(005413023)|Bautismos_1861, - DGS(005413023)|ES|Español|1861|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1858—1861|
005413024_001_M98W-57X|005413024|005413024_000001|Bautismos_1861, - DGS(005413024)|Bautismos_1861, - DGS(005413024)|ES|Español|1861|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-dic 1860—oct 1861|
005413024_002_M98W-57F|005413024|005413024_000002|Bautismos_1864, - DGS(005413024)|Bautismos_1864, - DGS(005413024)|ES|Español|1864|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1861—1864|
005413024_003_M98W-57N|005413024|005413024_000003|Bautismos_1867, - DGS(005413024)|Bautismos_1867, - DGS(005413024)|ES|Español|1867|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1864—1867|
005413024_004_M98W-57J|005413024|005413024_000004|Bautismos_1868, - DGS(005413024)|Bautismos_1868, - DGS(005413024)|ES|Español|1868|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1867—1868|
005413025_001_M98W-5S4|005413025|005413025_000001|Bautismos_1868, - DGS(005413025)|Bautismos_1868, - DGS(005413025)|ES|Español|1868|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-ago 1868—dic 1868|
005413025_002_M98W-5SH|005413025|005413025_000002|Bautismos_1869, - DGS(005413025)|Bautismos_1869, - DGS(005413025)|ES|Español|1869|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1869|
005413025_003_M98W-5SC|005413025|005413025_000003|Bautismos_1870, - DGS(005413025)|Bautismos_1870, - DGS(005413025)|ES|Español|1870|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1869—1870|
005413025_004_M98W-5SZ|005413025|005413025_000004|Bautismos_1872, - DGS(005413025)|Bautismos_1872, - DGS(005413025)|ES|Español|1872|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1870—1872|
005413025_005_M98W-5S8|005413025|005413025_000005|Bautismos_1875, - DGS(005413025)|Bautismos_1875, - DGS(005413025)|ES|Español|1875|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1872—1875|
005413025_006_M98W-5SD|005413025|005413025_000006|Bautismos_1877, - DGS(005413025)|Bautismos_1877, - DGS(005413025)|ES|Español|1877|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1875—1877|
005413026_001_M98W-5SX|005413026|005413026_000001|Bautismos_1877, - DGS(005413026)|Bautismos_1877, - DGS(005413026)|ES|Español|1877|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-feb 1876—ene 1877|
005413026_002_M98W-5S6|005413026|005413026_000002|Bautismos_1878, - DGS(005413026)|Bautismos_1878, - DGS(005413026)|ES|Español|1878|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1877—1878|
005413026_003_M98W-5SF|005413026|005413026_000003|Bautismos_1879, - DGS(005413026)|Bautismos_1879, - DGS(005413026)|ES|Español|1879|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1878—1879|
005413026_004_M98W-5SN|005413026|005413026_000004|Bautismos_1882, - DGS(005413026)|Bautismos_1882, - DGS(005413026)|ES|Español|1882|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1880—1882|
005413027_001_M98W-54L|005413027|005413027_000001|Bautismos_1883, - DGS(005413027)|Bautismos_1883, - DGS(005413027)|ES|Español|1883|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1882—1883|
005413027_002_M98W-54G|005413027|005413027_000002|Bautismos_1888, - DGS(005413027)|Bautismos_1888, - DGS(005413027)|ES|Español|1888|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1883—1888|
005413027_003_M98W-54P|005413027|005413027_000003|Bautismos_1892, - DGS(005413027)|Bautismos_1892, - DGS(005413027)|ES|Español|1892|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1888—1892|
005413028_001_M98W-545|005413028|005413028_000001|Bautismos_1896, - DGS(005413028)|Bautismos_1896, - DGS(005413028)|ES|Español|1896|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1892—1896|
005413028_002_M98W-54R|005413028|005413028_000002|Bautismos_1900, - DGS(005413028)|Bautismos_1900, - DGS(005413028)|ES|Español|1900|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1897—1900|
005413028_003_M9KT-6LH|005413028|005413028_000003|Bautismos_1905, - DGS(005413028)|Bautismos_1905, - DGS(005413028)|ES|Español|1905|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1900—1905|
005413029_001_M98W-PBS|005413029|005413029_000001|Bautismos_1905, - DGS(005413029)|Bautismos_1905, - DGS(005413029)|ES|Español|1905|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1904—1905|
005413029_002_M9KH-BST|005413029|005413029_000002|Bautismos_1908, - DGS(005413029)|Bautismos_1908, - DGS(005413029)|ES|Español|1908|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1905—1908|
005413029_003_M9KH-BSY|005413029|005413029_000003|Bautismos_1908, - DGS(005413029)|Bautismos_1908, - DGS(005413029)|ES|Español|1908|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1905—1908|
005413030|005413030|005413030_000001|Bautismos_1912, - DGS(005413030)|Bautismos_1912, - DGS(005413030)|ES|Español|1912|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1908—1912|
005413031_001_M98W-5SL|005413031|005413031_000001|Bautismos_1914, - DGS(005413031)|Bautismos_1914, - DGS(005413031)|ES|Español|1914|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-nov 1913—abr 1914|
005413031_002_M98W-5SG|005413031|005413031_000002|Bautismos_1917, - DGS(005413031)|Bautismos_1917, - DGS(005413031)|ES|Español|1917|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1914—1917|
005413031_003_M98W-5SP|005413031|005413031_000003|Bautismos_1917, - DGS(005413031)|Bautismos_1917, - DGS(005413031)|ES|Español|1917|Catedral  San Judas Tadeo y San Simon, Callao, Callao, Perú|Bautismos||Bautismos-1916—1917|
005413032_001_M98W-5SJ|005413032|005413032_000001|Bautismos_1917, - DGS(005413032)|Bautismos_1917, - DGS(005413032)|ES|Español|1917|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos||Bautismos-jun 1917—ago 1917|
005413032_002_M98W-5SV|005413032|005413032_000002|Bautismos_1918, - DGS(005413032)|Bautismos_1918, - DGS(005413032)|ES|Español|1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos||Bautismos-1917—1918|
005413032_003_M98W-5SK|005413032|005413032_000003|Bautismos_1918, - DGS(005413032)|Bautismos_1918, - DGS(005413032)|ES|Español|1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos||Bautismos-1918|
005413032_004_M98W-5S2|005413032|005413032_000004|Bautismos_1919, - DGS(005413032)|Bautismos_1919, - DGS(005413032)|ES|Español|1919|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos||Bautismos-1918—1919|
005413033_001_M99X-YNZ|005413033|005413033_000001|Bautismos_1920,Libro 36 - DGS(005413033)|Bautismos_1920,Libro 36 - DGS(005413033)|ES|Español|1920|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Libro 36|Bautismos-1919—1920|
005413033_002_M99X-YN8|005413033|005413033_000002|Matrimonios parroquiales_1841,Libro 1 - DGS(005413033)|Matrimonios parroquiales_1841,Libro 1 - DGS(005413033)|ES|Español|1841|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Libro 1|Matrimonios parroquiales-1819—1841|
005413033_003_M99X-YND|005413033|005413033_000003|Matrimonios parroquiales_1852,Libro 2 - DGS(005413033)|Matrimonios parroquiales_1852,Libro 2 - DGS(005413033)|ES|Español|1852|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Libro 2|Matrimonios parroquiales-1841—1852|
005413033_004_M99X-YN6|005413033|005413033_000004|Matrimonios parroquiales_1860,Libro 3 - DGS(005413033)|Matrimonios parroquiales_1860,Libro 3 - DGS(005413033)|ES|Español|1860|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Libro 3|Matrimonios parroquiales-1852—1860|
005413033_005_M99X-YNX|005413033|005413033_000005|Matrimonios parroquiales_1867,Libro 4 - DGS(005413033)|Matrimonios parroquiales_1867,Libro 4 - DGS(005413033)|ES|Español|1867|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Libro 4|Matrimonios parroquiales-1860—1867|
005413034_001_M984-ZCG|005413034|005413034_000001|Matrimonios parroquiales_1877, - DGS(005413034)|Matrimonios parroquiales_1877, - DGS(005413034)|ES|Español|1877|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1867—1877|
005413034_002_M984-ZCL|005413034|005413034_000002|Matrimonios parroquiales_1880, - DGS(005413034)|Matrimonios parroquiales_1880, - DGS(005413034)|ES|Español|1880|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1877—1880|
005413034_003_M984-ZCP|005413034|005413034_000003|Matrimonios parroquiales_1887, - DGS(005413034)|Matrimonios parroquiales_1887, - DGS(005413034)|ES|Español|1887|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1880—1887|
005413034_004_M984-ZC5|005413034|005413034_000004|Matrimonios parroquiales_1882, - DGS(005413034)|Matrimonios parroquiales_1882, - DGS(005413034)|ES|Español|1882|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1882|
005413034_005_M984-ZCR|005413034|005413034_000005|Matrimonios parroquiales_1902, - DGS(005413034)|Matrimonios parroquiales_1902, - DGS(005413034)|ES|Español|1902|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1889—1902|
005413035_001_M984-ZPB|005413035|005413035_000001|Matrimonios parroquiales_1908, - DGS(005413035)|Matrimonios parroquiales_1908, - DGS(005413035)|ES|Español|1908|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1903—1908|
005413035_002_M984-ZPY|005413035|005413035_000002|Matrimonios parroquiales_1914, - DGS(005413035)|Matrimonios parroquiales_1914, - DGS(005413035)|ES|Español|1914|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1908—1914|
