uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
112435267|112435267|112435267_000001|Índices de bautismos_1953,5-1 - DGS(112435267)|Índices de bautismos_1953,5-1 - DGS(112435267)|ES|Español|1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Índices de bautismos|5-1|Índices de bautismos-1938—1953|
112435268|112435268|112435268_000001|Índices de bautismos_1996,Vol 6 - DGS(112435268)|Índices de bautismos_1996,Vol 6 - DGS(112435268)|ES|Español|1996|Matriz Catedral Del Callao, Callao, Callao, Perú|Índices de bautismos|Vol 6|Índices de bautismos-1953—1996|
112435269|112435269|112435269_000001|Índices de bautismos_1938,Vol 4 - DGS(112435269)|Índices de bautismos_1938,Vol 4 - DGS(112435269)|ES|Español|1938|Matriz Catedral Del Callao, Callao, Callao, Perú|Índices de bautismos|Vol 4|Índices de bautismos-1922—1938|
112435271|112435271|112435271_000001|Bautismos_1931,Vol 30 - DGS(112435271)|Bautismos_1931,Vol 30 - DGS(112435271)|ES|Español|1931|Santa Rosa, Callao, Callao, Perú|Bautismos|Vol 30|Bautismos-7 jun 1930—27 jul 1931|
112435277|112435277|112435277_000001|Bautismos_1930,Vol 29 - DGS(112435277)|Bautismos_1930,Vol 29 - DGS(112435277)|ES|Español|1930|Santa Rosa, Callao, Callao, Perú|Bautismos|Vol 29|Bautismos-5 may 1929—7 jun 1930|
112435278|112435278|112435278_000001|Bautismos_1929,Vol 28 - DGS(112435278)|Bautismos_1929,Vol 28 - DGS(112435278)|ES|Español|1929|Santa Rosa, Callao, Callao, Perú|Bautismos|Vol 28|Bautismos-11 nov 1928—5 may 1929|
112435279|112435279|112435279_000001|Bautismos_1926,Vol 26 - DGS(112435279)|Bautismos_1926,Vol 26 - DGS(112435279)|ES|Español|1926|Santa Rosa, Callao, Callao, Perú|Bautismos|Vol 26|Bautismos-1 ene 1925—12 abr 1926|
112435283|112435283|112435283_000001|Bautismos_1946,Vol 1  - DGS(112435283)|Bautismos_1946,Vol 1  - DGS(112435283)|ES|Español|1946|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 1 |Bautismos-1944—1946|
112435284|112435284|112435284_000001|Bautismos_1948,Vol 2  - DGS(112435284)|Bautismos_1948,Vol 2  - DGS(112435284)|ES|Español|1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 2 |Bautismos-1946—1948|
112435285|112435285|112435285_000001|Bautismos_1921,Vol 20 - DGS(112435285)|Bautismos_1921,Vol 20 - DGS(112435285)|ES|Español|1921|Santa Rosa, Callao, Callao, Perú|Bautismos|Vol 20|Bautismos-23 nov 1920—31 dic 1921|
112435286|112435286|112435286_000001|Matrimonios parroquiales_1887,Vol 7  - DGS(112435286)|Matrimonios parroquiales_1887,Vol 7  - DGS(112435286)|ES|Español|1887|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 7 |Matrimonios parroquiales-1880—1887|
112435287|112435287|112435287_000001|Matrimonios parroquiales_1902,Vol 8  - DGS(112435287)|Matrimonios parroquiales_1902,Vol 8  - DGS(112435287)|ES|Español|1902|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 8 |Matrimonios parroquiales-1889—1902|
112435288|112435288|112435288_000001|Matrimonios parroquiales_1877,Vol 5 - DGS(112435288)|Matrimonios parroquiales_1877,Vol 5 - DGS(112435288)|ES|Español|1877|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 5|Matrimonios parroquiales-1867—1877|
112435289|112435289|112435289_000001|Matrimonios parroquiales_1908,Vol 9  - DGS(112435289)|Matrimonios parroquiales_1908,Vol 9  - DGS(112435289)|ES|Español|1908|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 9 |Matrimonios parroquiales-1903—1908|
112435290|112435290|112435290_000001|Matrimonios parroquiales_1882,Vol 8 - DGS(112435290)|Matrimonios parroquiales_1882,Vol 8 - DGS(112435290)|ES|Español|1882|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 8|Matrimonios parroquiales-1882|
112435291|112435291|112435291_000001|Matrimonios parroquiales_1852,Vol 2 - DGS(112435291)|Matrimonios parroquiales_1852,Vol 2 - DGS(112435291)|ES|Español|1852|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 2|Matrimonios parroquiales-1841—1852|
112435292|112435292|112435292_000001|Matrimonios parroquiales_1860,Vol 3 - DGS(112435292)|Matrimonios parroquiales_1860,Vol 3 - DGS(112435292)|ES|Español|1860|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 3|Matrimonios parroquiales-1852—1860|
112435293|112435293|112435293_000001|Matrimonios parroquiales_1841,Vol 1 - DGS(112435293)|Matrimonios parroquiales_1841,Vol 1 - DGS(112435293)|ES|Español|1841|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-1819—1841|
112435294|112435294|112435294_000001|Matrimonios parroquiales_1867,Vol 4 - DGS(112435294)|Matrimonios parroquiales_1867,Vol 4 - DGS(112435294)|ES|Español|1867|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 4|Matrimonios parroquiales-1860—1867|
112435295|112435295|112435295_000001|Matrimonios parroquiales_1880,Vol 6 - DGS(112435295)|Matrimonios parroquiales_1880,Vol 6 - DGS(112435295)|ES|Español|1880|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 6|Matrimonios parroquiales-1877—1880|
112435296|112435296|112435296_000001|Matrimonios parroquiales_1951,Vol 1 - DGS(112435296)|Matrimonios parroquiales_1951,Vol 1 - DGS(112435296)|ES|Español|1951|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-1944—1951|
112435297|112435297|112435297_000001|Matrimonios parroquiales_1951,Vol 2  - DGS(112435297)|Matrimonios parroquiales_1951,Vol 2  - DGS(112435297)|ES|Español|1951|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 2 |Matrimonios parroquiales-1948—1951|
112435298|112435298|112435298_000001|Informaciones matrimoniales_1960,14-1 - DGS(112435298)|Informaciones matrimoniales_1960,14-1 - DGS(112435298)|ES|Español|1960|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|14-1|Informaciones matrimoniales-1 ene 1960—17 abr 1960|
112435299|112435299|112435299_000001|Informaciones matrimoniales_1959, 13-8 - DGS(112435299)|Informaciones matrimoniales_1959, 13-8 - DGS(112435299)|ES|Español|1959|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-8|Informaciones matrimoniales-15 ago 1959—31 dic 1959|
112435300|112435300|112435300_000001|Informaciones matrimoniales_1959, 13-7 - DGS(112435300)|Informaciones matrimoniales_1959, 13-7 - DGS(112435300)|ES|Español|1959|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-7|Informaciones matrimoniales-8 mar 1959—15 ago 1959|
112435301|112435301|112435301_000001|Informaciones matrimoniales_1959, 13-6 - DGS(112435301)|Informaciones matrimoniales_1959, 13-6 - DGS(112435301)|ES|Español|1959|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-6|Informaciones matrimoniales-2 nov 1958—8 mar 1959|
112435302|112435302|112435302_000001|Informaciones matrimoniales_1958, 13-5 - DGS(112435302)|Informaciones matrimoniales_1958, 13-5 - DGS(112435302)|ES|Español|1958|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-5|Informaciones matrimoniales-15 jun 1958—1 nov 1958|
112435303|112435303|112435303_000001|Informaciones matrimoniales_1958, 13-4  - DGS(112435303)|Informaciones matrimoniales_1958, 13-4  - DGS(112435303)|ES|Español|1958|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-4 |Informaciones matrimoniales-3 feb 1958—15 jun 1958|
112435304|112435304|112435304_000001|Informaciones matrimoniales_1958, 13-3 - DGS(112435304)|Informaciones matrimoniales_1958, 13-3 - DGS(112435304)|ES|Español|1958|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-3|Informaciones matrimoniales-29 sept 1957—2 feb 1958|
112435305|112435305|112435305_000001|Informaciones matrimoniales_1957, 13-2 - DGS(112435305)|Informaciones matrimoniales_1957, 13-2 - DGS(112435305)|ES|Español|1957|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-2|Informaciones matrimoniales-5 may 1957—24 sept 1957|
112435307|112435307|112435307_000001|Informaciones matrimoniales_1957, 13-1 - DGS(112435307)|Informaciones matrimoniales_1957, 13-1 - DGS(112435307)|ES|Español|1957|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales| 13-1|Informaciones matrimoniales-16 dic 1956—21 abr 1957|
112435308|112435308|112435308_000001|Informaciones matrimoniales_1940,Vol 7 - DGS(112435308)|Informaciones matrimoniales_1940,Vol 7 - DGS(112435308)|ES|Español|1940|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 7|Informaciones matrimoniales-24 ene 1938—20 ene 1940|
112435309|112435309|112435309_000001|Informaciones matrimoniales_1943,Vol 6 - DGS(112435309)|Informaciones matrimoniales_1943,Vol 6 - DGS(112435309)|ES|Español|1943|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 6|Informaciones matrimoniales-31 dic 1937—14 jul 1943|
112435310|112435310|112435310_000001|Informaciones matrimoniales_1935,Vol 5 - DGS(112435310)|Informaciones matrimoniales_1935,Vol 5 - DGS(112435310)|ES|Español|1935|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 5|Informaciones matrimoniales-27 ene 1935—31 dic 1935|
112435311|112435311|112435311_000001|Informaciones matrimoniales_1934,Vol 4 - DGS(112435311)|Informaciones matrimoniales_1934,Vol 4 - DGS(112435311)|ES|Español|1934|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 4|Informaciones matrimoniales-15 feb 1931—30 dic 1934|
112435312|112435312|112435312_000001|Informaciones matrimoniales_1933,Vol 3 - DGS(112435312)|Informaciones matrimoniales_1933,Vol 3 - DGS(112435312)|ES|Español|1933|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 3|Informaciones matrimoniales-1 ene 1931—29 mar 1933|
112435313|112435313|112435313_000001|Informaciones matrimoniales_1930,Vol 2 - DGS(112435313)|Informaciones matrimoniales_1930,Vol 2 - DGS(112435313)|ES|Español|1930|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 2|Informaciones matrimoniales-3 feb 1929—28 dic 1930|
112435314|112435314|112435314_000001|Informaciones matrimoniales_1929,Vol 1 - DGS(112435314)|Informaciones matrimoniales_1929,Vol 1 - DGS(112435314)|ES|Español|1929|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|Vol 1|Informaciones matrimoniales-30 ene 1927—21 ene 1929|
112435315|112435315|112435315_000001|Informaciones matrimoniales_1954,12-5 - DGS(112435315)|Informaciones matrimoniales_1954,12-5 - DGS(112435315)|ES|Español|1954|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|12-5|Informaciones matrimoniales-10 may 1953—24 ene 1954|
112435316|112435316|112435316_000001|Informaciones matrimoniales_1962,13-4 - DGS(112435316)|Informaciones matrimoniales_1962,13-4 - DGS(112435316)|ES|Español|1962|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|13-4|Informaciones matrimoniales-26 ago 1962—23 dic 1962|
112435317|112435317|112435317_000001|Informaciones matrimoniales_1960,14-3 - DGS(112435317)|Informaciones matrimoniales_1960,14-3 - DGS(112435317)|ES|Español|1960|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|14-3|Informaciones matrimoniales-21 ago 1960—11 dic 1960|
112435318|112435318|112435318_000001|Informaciones matrimoniales_1954,12-5 - DGS(112435318)|Informaciones matrimoniales_1954,12-5 - DGS(112435318)|ES|Español|1954|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|12-5|Informaciones matrimoniales-24 ene 1954—28 jul 1954|
112471359|112471359|112471359_000001|Bautismos_1958,Vol 81 - DGS(112471359)|Bautismos_1958,Vol 81 - DGS(112471359)|ES|Español|1958|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 81|Bautismos-1957—1958|
112471853|112471853|112471853_000001|Bautismos_1959,Vol 82 - DGS(112471853)|Bautismos_1959,Vol 82 - DGS(112471853)|ES|Español|1959|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 82|Bautismos-1958—1959|
112471996|112471996|112471996_000001|Bautismos_1960,Vol 83 - DGS(112471996)|Bautismos_1960,Vol 83 - DGS(112471996)|ES|Español|1960|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 83|Bautismos-1959—1960|
112472278|112472278|112472278_000001|Bautismos_1961,Vol 84 - DGS(112472278)|Bautismos_1961,Vol 84 - DGS(112472278)|ES|Español|1961|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 84|Bautismos-1960—1961|
112472471|112472471|112472471_000001|Bautismos_1963,Vol 85 - DGS(112472471)|Bautismos_1963,Vol 85 - DGS(112472471)|ES|Español|1963|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 85|Bautismos-1961—1963|
112472921|112472921|112472921_000001|Bautismos_1965,Vol 86 - DGS(112472921)|Bautismos_1965,Vol 86 - DGS(112472921)|ES|Español|1965|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 86|Bautismos-1963—1965|
112472971|112472971|112472971_000001|Bautismos_1969,Vol 87 - DGS(112472971)|Bautismos_1969,Vol 87 - DGS(112472971)|ES|Español|1969|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 87|Bautismos-1965—1969|
112473018|112473018|112473018_000001|Bautismos_1977,Vol 88 - DGS(112473018)|Bautismos_1977,Vol 88 - DGS(112473018)|ES|Español|1977|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 88|Bautismos-1969—1977|
112473074|112473074|112473074_000001|Matrimonios parroquiales_1937,Vol 13 - DGS(112473074)|Matrimonios parroquiales_1937,Vol 13 - DGS(112473074)|ES|Español|1937|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 13|Matrimonios parroquiales-1929—1937|
112473089|112473089|112473089_000001|Matrimonios parroquiales_1941,Vol 14 - DGS(112473089)|Matrimonios parroquiales_1941,Vol 14 - DGS(112473089)|ES|Español|1941|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 14|Matrimonios parroquiales-1937—1941|
112473120|112473120|112473120_000001|Matrimonios parroquiales_1948,Vol 15 - DGS(112473120)|Matrimonios parroquiales_1948,Vol 15 - DGS(112473120)|ES|Español|1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 15|Matrimonios parroquiales-1941—1948|
112473138|112473138|112473138_000001|Matrimonios parroquiales_1953,Vol 16 - DGS(112473138)|Matrimonios parroquiales_1953,Vol 16 - DGS(112473138)|ES|Español|1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 16|Matrimonios parroquiales-1948—1953|
112473167|112473167|112473167_000001|Matrimonios parroquiales_1956,16B - DGS(112473167)|Matrimonios parroquiales_1956,16B - DGS(112473167)|ES|Español|1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|16B|Matrimonios parroquiales-1952—1956|
112473290|112473290|112473290_000001|Matrimonios parroquiales_1958,Vol 17 - DGS(112473290)|Matrimonios parroquiales_1958,Vol 17 - DGS(112473290)|ES|Español|1958|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 17|Matrimonios parroquiales-1953—1958|
112474025|112474025|112474025_000001|Matrimonios parroquiales_1985,Vol 18 - DGS(112474025)|Matrimonios parroquiales_1985,Vol 18 - DGS(112474025)|ES|Español|1985|Matriz Catedral Del Callao, Callao, Callao, Perú|Matrimonios parroquiales|Vol 18|Matrimonios parroquiales-1958—1985|
112474187|112474187|112474187_000001|Confirmaciones_1990,Vol 6 - DGS(112474187)|Confirmaciones_1990,Vol 6 - DGS(112474187)|ES|Español|1990|Santa Rosa, Callao, Callao, Perú|Confirmaciones|Vol 6|Confirmaciones-6 abr 1969—10 nov 1990|
112474336|112474336|112474336_000001|Confirmaciones_1968,Vol 5 - DGS(112474336)|Confirmaciones_1968,Vol 5 - DGS(112474336)|ES|Español|1968|Santa Rosa, Callao, Callao, Perú|Confirmaciones|Vol 5|Confirmaciones-30 oct 1941—25 feb 1968|
112474353|112474353|112474353_000001|Confirmaciones_1943,- - DGS(112474353)|Confirmaciones_1943,- - DGS(112474353)|ES|Español|1943|Santa Rosa, Callao, Callao, Perú|Confirmaciones|-|Confirmaciones-30 oct 1942—25 feb 1943|
112474445|112474445|112474445_000001|Confirmaciones_1939,Vol 2 - DGS(112474445)|Confirmaciones_1939,Vol 2 - DGS(112474445)|ES|Español|1939|Santa Rosa, Callao, Callao, Perú|Confirmaciones|Vol 2|Confirmaciones-1936—1939|
112474541|112474541|112474541_000001|Confirmaciones_1940,- - DGS(112474541)|Confirmaciones_1940,- - DGS(112474541)|ES|Español|1940|Santa Rosa, Callao, Callao, Perú|Confirmaciones|-|Confirmaciones-1939—1940|
112475127|112475127|112475127_000001|Bautismos_1957,Vol 80 - DGS(112475127)|Bautismos_1957,Vol 80 - DGS(112475127)|ES|Español|1957|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 80|Bautismos-1956—1957|
112477630|112477630|112477630_000001|Bautismos_1956,Vol 79 - DGS(112477630)|Bautismos_1956,Vol 79 - DGS(112477630)|ES|Español|1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 79|Bautismos-1955—1956|
112478327|112478327|112478327_000001|Bautismos_1955,Vol 78 - DGS(112478327)|Bautismos_1955,Vol 78 - DGS(112478327)|ES|Español|1955|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 78|Bautismos-1954—1955|
112479001|112479001|112479001_000001|Bautismos_1954,Vol 77 - DGS(112479001)|Bautismos_1954,Vol 77 - DGS(112479001)|ES|Español|1954|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 77|Bautismos-1953—1954|
112479339|112479339|112479339_000001|Bautismos_1953,Vol 76 - DGS(112479339)|Bautismos_1953,Vol 76 - DGS(112479339)|ES|Español|1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 76|Bautismos-1953|
112479755|112479755|112479755_000001|Bautismos_1953,Vol 75 - DGS(112479755)|Bautismos_1953,Vol 75 - DGS(112479755)|ES|Español|1953|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 75|Bautismos-1952—1953|
112480288|112480288|112480288_000001|Bautismos_1952,Vol 74 - DGS(112480288)|Bautismos_1952,Vol 74 - DGS(112480288)|ES|Español|1952|Matriz Catedral Del Callao, Callao, Callao, Perú|Bautismos|Vol 74|Bautismos-1951—1952|
112480545|112480545|112480545_000001|Defunciones parroquiales_1903,Vol 13 - DGS(112480545)|Defunciones parroquiales_1903,Vol 13 - DGS(112480545)|ES|Español|1903|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 13|Defunciones parroquiales-28 oct 1899—6 ago 1903|
112480658|112480658|112480658_000001|Defunciones parroquiales_1921,Vol 17 - DGS(112480658)|Defunciones parroquiales_1921,Vol 17 - DGS(112480658)|ES|Español|1921|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 17|Defunciones parroquiales-oct 1920—dic 1921|
112481177|112481177|112481177_000001|Defunciones parroquiales_1913,Vol 15 - DGS(112481177)|Defunciones parroquiales_1913,Vol 15 - DGS(112481177)|ES|Español|1913|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 15|Defunciones parroquiales-abr 1907—jun 1913|
112481589|112481589|112481589_000001|Defunciones parroquiales_1920,Vol 16 - DGS(112481589)|Defunciones parroquiales_1920,Vol 16 - DGS(112481589)|ES|Español|1920|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 16|Defunciones parroquiales-jun 1913—oct 1920|
112481758|112481758|112481758_000001|Defunciones parroquiales_1892,Vol 9 - DGS(112481758)|Defunciones parroquiales_1892,Vol 9 - DGS(112481758)|ES|Español|1892|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 9|Defunciones parroquiales-6 feb 1891—14 may 1892|
112481995|112481995|112481995_000001|Defunciones parroquiales_1894,Vol 10 - DGS(112481995)|Defunciones parroquiales_1894,Vol 10 - DGS(112481995)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 10|Defunciones parroquiales-16 may 1892—18 oct 1894|
112482409|112482409|112482409_000001|Informaciones matrimoniales_1967,16-2 - DGS(112482409)|Informaciones matrimoniales_1967,16-2 - DGS(112482409)|ES|Español|1967|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|16-2|Informaciones matrimoniales-7 jun 1966—21 ene 1967|
112482590|112482590|112482590_000001|Informaciones matrimoniales_1966,16-1 - DGS(112482590)|Informaciones matrimoniales_1966,16-1 - DGS(112482590)|ES|Español|1966|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|16-1|Informaciones matrimoniales-23 abr 1966—27 ago 1966|
112482702|112482702|112482702_000001|Informaciones matrimoniales_1966,15-10 - DGS(112482702)|Informaciones matrimoniales_1966,15-10 - DGS(112482702)|ES|Español|1966|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-10|Informaciones matrimoniales-12 feb 1966—23 abr 1966|
112482931|112482931|112482931_000001|Informaciones matrimoniales_1966,15-9 - DGS(112482931)|Informaciones matrimoniales_1966,15-9 - DGS(112482931)|ES|Español|1966|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-9|Informaciones matrimoniales-13 nov 1965—9 feb 1966|
112483241|112483241|112483241_000001|Informaciones matrimoniales_1965,15-7 - DGS(112483241)|Informaciones matrimoniales_1965,15-7 - DGS(112483241)|ES|Español|1965|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-7|Informaciones matrimoniales-31 ene 1965—23 jun 1965|
112483442|112483442|112483442_000001|Informaciones matrimoniales_1965,15-6 - DGS(112483442)|Informaciones matrimoniales_1965,15-6 - DGS(112483442)|ES|Español|1965|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-6|Informaciones matrimoniales-13 sept 1964—31 ene 1965|
112484527|112484527|112484527_000001|Informaciones matrimoniales_1965,15-8 - DGS(112484527)|Informaciones matrimoniales_1965,15-8 - DGS(112484527)|ES|Español|1965|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-8|Informaciones matrimoniales-23 jun 1965—6 nov 1965|
112485222|112485222|112485222_000001|Informaciones matrimoniales_1964,15-5 - DGS(112485222)|Informaciones matrimoniales_1964,15-5 - DGS(112485222)|ES|Español|1964|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-5|Informaciones matrimoniales-26 abr 1964—6 sept 1964|
112485558|112485558|112485558_000001|Informaciones matrimoniales_1964,15-4 - DGS(112485558)|Informaciones matrimoniales_1964,15-4 - DGS(112485558)|ES|Español|1964|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-4|Informaciones matrimoniales-31 oct 1963—26 abr 1964|
112485716|112485716|112485716_000001|Informaciones matrimoniales_1964,15-3 - DGS(112485716)|Informaciones matrimoniales_1964,15-3 - DGS(112485716)|ES|Español|1964|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-3|Informaciones matrimoniales-8 sept 1963—5 ene 1964|
112485850|112485850|112485850_000001|Informaciones matrimoniales_1963,15-2 - DGS(112485850)|Informaciones matrimoniales_1963,15-2 - DGS(112485850)|ES|Español|1963|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|15-2|Informaciones matrimoniales-5 may 1963—9 sept 1963|
112486081|112486081|112486081_000001|Informaciones matrimoniales_1962,14-8 - DGS(112486081)|Informaciones matrimoniales_1962,14-8 - DGS(112486081)|ES|Español|1962|Santa Rosa, Callao, Callao, Perú|Informaciones matrimoniales|14-8|Informaciones matrimoniales-22 abr 1962—26 dic 1962|
112719885|112719885|112719885_000001|Defunciones parroquiales_1925,Vol 2 - DGS(112719885)|Defunciones parroquiales_1925,Vol 2 - DGS(112719885)|ES|Español|1925|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 2|Defunciones parroquiales-8 ene 1922—6 abr 1925|
112719890|112719890|112719890_000001|Defunciones parroquiales_1929,Vol 3 - DGS(112719890)|Defunciones parroquiales_1929,Vol 3 - DGS(112719890)|ES|Español|1929|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 3|Defunciones parroquiales-8 abr 1925—3 jun 1929|
112719893|112719893|112719893_000001|Defunciones parroquiales_1933,Vol 4 - DGS(112719893)|Defunciones parroquiales_1933,Vol 4 - DGS(112719893)|ES|Español|1933|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 4|Defunciones parroquiales-jun 1929—abr 1933|
112719898|112719898|112719898_000001|Defunciones parroquiales_1937,Vol 5 - DGS(112719898)|Defunciones parroquiales_1937,Vol 5 - DGS(112719898)|ES|Español|1937|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 5|Defunciones parroquiales-1933—1937|
112719908|112719908|112719908_000001|Defunciones parroquiales_1955,Vol 13 - DGS(112719908)|Defunciones parroquiales_1955,Vol 13 - DGS(112719908)|ES|Español|1955|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 13|Defunciones parroquiales-feb 1951—sept 1955|
112719912|112719912|112719912_000001|Defunciones parroquiales_1962,- - DGS(112719912)|Defunciones parroquiales_1962,- - DGS(112719912)|ES|Español|1962|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|-|Defunciones parroquiales-10 sept 1955—22 nov 1962|
112719915|112719915|112719915_000001|Defunciones parroquiales_1968,Vol 15 - DGS(112719915)|Defunciones parroquiales_1968,Vol 15 - DGS(112719915)|ES|Español|1968|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 15|Defunciones parroquiales-22 nov 1962—5 jun 1968|
112719918|112719918|112719918_000001|Defunciones parroquiales_1922,Vol 1 - DGS(112719918)|Defunciones parroquiales_1922,Vol 1 - DGS(112719918)|ES|Español|1922|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 1|Defunciones parroquiales-1916—1922|
112719929|112719929|112719929_000001|Índices de bautismos_1901,Vol 2 - DGS(112719929)|Índices de bautismos_1901,Vol 2 - DGS(112719929)|ES|Español|1901|Santa Rosa, Callao, Callao, Perú|Índices de bautismos|Vol 2|Índices de bautismos-1 may 1891—26 nov 1901|
112719930|112719930|112719930_000001|Índices de bautismos_1916,- - DGS(112719930)|Índices de bautismos_1916,- - DGS(112719930)|ES|Español|1916|San José, Bellavista, Callao, Callao, Perú|Índices de bautismos|-|Índices de bautismos-1916|
112719931|112719931|112719931_000001|Defunciones parroquiales_1939,Vol 6 - DGS(112719931)|Defunciones parroquiales_1939,Vol 6 - DGS(112719931)|ES|Español|1939|San José, Bellavista, Callao, Callao, Perú|Defunciones parroquiales|Vol 6|Defunciones parroquiales-1937—1939|
