uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
106150940|106150940|106150940_000001|Matrimonios_1_1977–1981,Vol 1 - DGS(106150940)|Matrimonios_1_1977–1981,Vol 1 - DGS(106150940)|ES|Español|1981|Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|Vol 1|Informaciones matrimoniales-1981|
106150941|106150941|106150941_000001|Matrimonios_2_1982–1983,Vol 2 - DGS(106150941)|Matrimonios_2_1982–1983,Vol 2 - DGS(106150941)|ES|Español|1983|Santa Rosa, La Yarada-Los Palos, Tacna, Tacna, Perú|Informaciones matrimoniales|Vol 2|Informaciones matrimoniales-1983|
106150942|106150942|106150942_000001|Matrimonios_3_1984–1985,Vol 3 - DGS(106150942)|Matrimonios_3_1984–1985,Vol 3 - DGS(106150942)|ES|Español|1985|Santa Rosa, La Yarada-Los Palos, Tacna, Tacna, Perú|Informaciones matrimoniales|Vol 3|Informaciones matrimoniales-1985|
106150943|106150943|106150943_000001|Matrimonios_4_1986–1989,4 (Las imágenes están fuera de orden) - DGS(106150943)|Matrimonios_4_1986–1989,4 (Las imágenes están fuera de orden) - DGS(106150943)|ES|Español|1989|Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|4 (Las imágenes están fuera de orden)|Informaciones matrimoniales-1986—1989|
106150944|106150944|106150944_000001|Matrimonios_5_1987–1989,Vol 5 - DGS(106150944)|Matrimonios_5_1987–1989,Vol 5 - DGS(106150944)|ES|Español|1989|Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|Vol 5|Informaciones matrimoniales-1987—1989|
106150945|106150945|106150945_000001|Matrimonios_6_aprox. 1981–1990,6 (Las imágenes están fuera de orden) - DGS(106150945)|Matrimonios_6_aprox. 1981–1990,6 (Las imágenes están fuera de orden) - DGS(106150945)|ES|Español|1992|Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|6 (Las imágenes están fuera de orden)|Informaciones matrimoniales-1990—1992|
106150946|106150946|106150946_000001|Matrimonios_SN_aprox. 1989–1990,SN (Las imágenes están fuera de orden) - DGS(106150946)|Matrimonios_SN_aprox. 1989–1990,SN (Las imágenes están fuera de orden) - DGS(106150946)|ES|Español|1989|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|SN (Las imágenes están fuera de orden)|Informaciones matrimoniales-1973—1989|
106150947|106150947|106150947_000001|Bautismos_3_1980–1982,3 (Las imágenes están en orden cronológico inverso)  - DGS(106150947)|Bautismos_3_1980–1982,3 (Las imágenes están en orden cronológico inverso)  - DGS(106150947)|ES|Español|1983|Huanuara, Candarave, Tacna, Perú|Bautismos|3 (Las imágenes están en orden cronológico inverso) |Bautismos-ago 1982—may 1983|
106150948|106150948|106150948_000001|Bautismos_2_1977–1979,Vol 2 - DGS(106150948)|Bautismos_2_1977–1979,Vol 2 - DGS(106150948)|ES|Español|1979|Huanuara, Candarave, Tacna, Perú|Bautismos|Vol 2|Bautismos-1977—1979|
106150949|106150949|106150949_000001|Bautismos_1_1969–1977,Vol 1 - DGS(106150949)|Bautismos_1_1969–1977,Vol 1 - DGS(106150949)|ES|Español|1977|Huanuara, Candarave, Tacna, Perú|Bautismos|Vol 1|Bautismos-1969—1977|
106150977|106150977|106150977_000001|Bautismos_27_30 ago 1929–28 feb 1932,Vol 27 - DGS(106150977)|Bautismos_27_30 ago 1929–28 feb 1932,Vol 27 - DGS(106150977)|ES|Español|1932|Tacna, Tacna, Tacna, Perú|Bautismos|Vol 27|Bautismos-1929—1932|
106150978|106150978|106150978_000001|Bautismos_28_4 sep 1929–18 abr 1934,Vol 28 - DGS(106150978)|Bautismos_28_4 sep 1929–18 abr 1934,Vol 28 - DGS(106150978)|ES|Español|1934|Tacna, Tacna, Tacna, Perú|Bautismos|Vol 28|Bautismos-1932—1934|
106150979|106150979|106150979_000001|Bautismos_29_19 abr 1934–20 dic 1936,Vol 29 - DGS(106150979)|Bautismos_29_19 abr 1934–20 dic 1936,Vol 29 - DGS(106150979)|ES|Español|1936|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 29|Bautismos-1934—1936|
106150980|106150980|106150980_000001|Bautismos_30_20 dic 1936–8 may 1938,Vol 30 - DGS(106150980)|Bautismos_30_20 dic 1936–8 may 1938,Vol 30 - DGS(106150980)|ES|Español|1938|Tacna, Tacna, Tacna, Perú|Bautismos|Vol 30|Bautismos-1936—1938|
106150981|106150981|106150981_000001|Bautismos_31_8 may 1938–18 mar 1940,Vol 31 - DGS(106150981)|Bautismos_31_8 may 1938–18 mar 1940,Vol 31 - DGS(106150981)|ES|Español|1940|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 31|Bautismos-1938—1940|
106150982|106150982|106150982_000001|Bautismos_32_19 mar 1940–9 ago 1942,Vol 32 - DGS(106150982)|Bautismos_32_19 mar 1940–9 ago 1942,Vol 32 - DGS(106150982)|ES|Español|1942|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 32|Bautismos-1940—1942|
106150983|106150983|106150983_000001|Bautismos_33_15 ago 1942–18 feb 1945,Vol 33 - DGS(106150983)|Bautismos_33_15 ago 1942–18 feb 1945,Vol 33 - DGS(106150983)|ES|Español|1945|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 33|Bautismos-1942—1945|
106150984|106150984|106150984_000001|Bautismos_34_19 feb–9 dic 1945,Vol 34 - DGS(106150984)|Bautismos_34_19 feb–9 dic 1945,Vol 34 - DGS(106150984)|ES|Español|1945|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 34|Bautismos-1945|
106150985|106150985|106150985_000001|Bautismos_35_11 dic 1945–26 dic 1946,Vol 35 - DGS(106150985)|Bautismos_35_11 dic 1945–26 dic 1946,Vol 35 - DGS(106150985)|ES|Español|1946|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 35|Bautismos-1945—1946|
106150986|106150986|106150986_000001|Bautismos_36_1 ene 1947–31 dic 1948,Vol 36 - DGS(106150986)|Bautismos_36_1 ene 1947–31 dic 1948,Vol 36 - DGS(106150986)|ES|Español|1948|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 36|Bautismos-1947—1948|
106150987|106150987|106150987_000001|Bautismos_37_1 ene 1949–30 sep 1950,Vol 37 - DGS(106150987)|Bautismos_37_1 ene 1949–30 sep 1950,Vol 37 - DGS(106150987)|ES|Español|1950|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 37|Bautismos-1949—1950|
106150988|106150988|106150988_000001|Bautismos_38_1 ene 1949–6 ago 1950,Vol 38 - DGS(106150988)|Bautismos_38_1 ene 1949–6 ago 1950,Vol 38 - DGS(106150988)|ES|Español|1950|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 38|Bautismos-1949—1950|
106150989|106150989|106150989_000001|Bautismos_39_2 oct 1950–15 mar 1953,Vol 39 - DGS(106150989)|Bautismos_39_2 oct 1950–15 mar 1953,Vol 39 - DGS(106150989)|ES|Español|1952|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 39|Bautismos-1950—1952|
106150990|106150990|106150990_000001|Bautismos_41_2 ago 1952–24 abr 1954,Vol 41 - DGS(106150990)|Bautismos_41_2 ago 1952–24 abr 1954,Vol 41 - DGS(106150990)|ES|Español|1954|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 41|Bautismos-1952—1954|
106150991|106150991|106150991_000001|Bautismos_42_25 abr 1954–19 dic 1956,Vol 42 - DGS(106150991)|Bautismos_42_25 abr 1954–19 dic 1956,Vol 42 - DGS(106150991)|ES|Español|1956|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 42|Bautismos-1954—1956|
106150992|106150992|106150992_000001|Bautismos_43_20 dic 1956–28 may 1961,Vol 43 - DGS(106150992)|Bautismos_43_20 dic 1956–28 may 1961,Vol 43 - DGS(106150992)|ES|Español|1959|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 43|Bautismos-1956—1959|
106150993|106150993|106150993_000001|Bautismos_44_1 ene 1960–14 oct 1961,Vol 44 - DGS(106150993)|Bautismos_44_1 ene 1960–14 oct 1961,Vol 44 - DGS(106150993)|ES|Español|1961|Sagrario, Lima, Lima, Perú|Bautismos|Vol 44|Bautismos-1960—1961|
106150994|106150994|106150994_000001|Bautismos_45_14 oct 1961–6 dic 1964,Vol 45 - DGS(106150994)|Bautismos_45_14 oct 1961–6 dic 1964,Vol 45 - DGS(106150994)|ES|Español|1964|Sagrario, Lima, Lima, Perú|Bautismos|Vol 45|Bautismos-1961—1964|
106150995|106150995|106150995_000001|Bautismos_46_7 dic 1964–2 abr 1967,Vol 46 - DGS(106150995)|Bautismos_46_7 dic 1964–2 abr 1967,Vol 46 - DGS(106150995)|ES|Español|1967|Sagrario, Lima, Lima, Perú|Bautismos|Vol 46|Bautismos-1964—1967|
106150996|106150996|106150996_000001|Bautismos_47_2 abr 1967–5 nov 1973,Vol 47 - DGS(106150996)|Bautismos_47_2 abr 1967–5 nov 1973,Vol 47 - DGS(106150996)|ES|Español|1974|Sagrario, Lima, Lima, Perú|Bautismos|Vol 47|Bautismos-1967—1974|
106150997|106150997|106150997_000001|Bautismos_48_16 mar 1974–19 abr 1986,Vol 48 - DGS(106150997)|Bautismos_48_16 mar 1974–19 abr 1986,Vol 48 - DGS(106150997)|ES|Español|1986|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 48|Bautismos-1974—1986|
106150998|106150998|106150998_000001|Bautismos_49_16 mar 1986–19 abr 1993,Vol 49 - DGS(106150998)|Bautismos_49_16 mar 1986–19 abr 1993,Vol 49 - DGS(106150998)|ES|Español|1993|Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 49|Bautismos-1986—1993|
106150999|106150999|106150999_000001|Bautismos_50_3 oct 1993–27 may 2000,Vol 50 - DGS(106150999)|Bautismos_50_3 oct 1993–27 may 2000,Vol 50 - DGS(106150999)|ES|Español|2000|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 50|Bautismos-1993—2000|
106151000|106151000|106151000_000001|Bautismos_51_3 oct 2001–27 may 2007,Vol 51 - DGS(106151000)|Bautismos_51_3 oct 2001–27 may 2007,Vol 51 - DGS(106151000)|ES|Español|2007|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 51|Bautismos-2001—2007|
106151001|106151001|106151001_000001|Bautismos_52_5 ene 2008–31 mar 2012,Vol 52 - DGS(106151001)|Bautismos_52_5 ene 2008–31 mar 2012,Vol 52 - DGS(106151001)|ES|Español|2012|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 52|Bautismos-2008—2012|
106151002|106151002|106151002_000001|Bautismos_53_2 jun 2012–8 dic 2018,Vol 53 - DGS(106151002)|Bautismos_53_2 jun 2012–8 dic 2018,Vol 53 - DGS(106151002)|ES|Español|2012|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 53|Bautismos-2012|
106151003|106151003|106151003_000001|Confirmaciones_1_12 may 1966–10 ene 1998,Vol 1 - DGS(106151003)|Confirmaciones_1_12 may 1966–10 ene 1998,Vol 1 - DGS(106151003)|ES|Español|1997|San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 1|Confirmaciones-1983—1997|
106151004|106151004|106151004_000001|Matrimonios_8_17 may 1953–24 dic 1959,Vol 8 - DGS(106151004)|Matrimonios_8_17 may 1953–24 dic 1959,Vol 8 - DGS(106151004)|ES|Español|1959|Tacna, Tacna, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 8|Matrimonios parroquiales-1953—1959|
106151005|106151005|106151005_000001|Matrimonios_9_17 may 1960–17 ene 1981,Vol 9 - DGS(106151005)|Matrimonios_9_17 may 1960–17 ene 1981,Vol 9 - DGS(106151005)|ES|Español|1980|Sagrario, Lima, Lima, Perú|Matrimonios parroquiales|Vol 9|Matrimonios parroquiales-1960—1980|
106151006|106151006|106151006_000001|Matrimonios_10_14 mar 1981–20 oct 2018,Vol 10 - DGS(106151006)|Matrimonios_10_14 mar 1981–20 oct 2018,Vol 10 - DGS(106151006)|ES|Español|2012|Tacna, Tacna, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 10|Matrimonios parroquiales-1981—2012|
106151162|106151162|106151162_000001|Bautismos_1_31 jul 1993–1 ago 1998,Vol 1 - DGS(106151162)|Bautismos_1_31 jul 1993–1 ago 1998,Vol 1 - DGS(106151162)|ES|Español|1998|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 1|Bautismos-1993—1998|
106151163|106151163|106151163_000001|Bautismos_2_1 ago 1998–9 sep 2000,Vol 2 - DGS(106151163)|Bautismos_2_1 ago 1998–9 sep 2000,Vol 2 - DGS(106151163)|ES|Español|2000|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 2|Bautismos-1998—2000|
106151164|106151164|106151164_000001|Bautismos_3_9 sep 2000–12 jun 2004,Vol 3 - DGS(106151164)|Bautismos_3_9 sep 2000–12 jun 2004,Vol 3 - DGS(106151164)|ES|Español|2004|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 3|Bautismos-2000—2004|
106151165|106151165|106151165_000001|Bautismos_4_12 jun 2004–25 ago 2007,Vol 4 - DGS(106151165)|Bautismos_4_12 jun 2004–25 ago 2007,Vol 4 - DGS(106151165)|ES|Español|2007|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 4|Bautismos-2004—2007|
106151166|106151166|106151166_000001|Bautismos_5_25 ago 2007–4 may 2013,Vol 5 - DGS(106151166)|Bautismos_5_25 ago 2007–4 may 2013,Vol 5 - DGS(106151166)|ES|Español|2013|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 5|Bautismos-2007—2013|
106151167|106151167|106151167_000001|Bautismos_6_4 may 2013–17 nov 2018,Vol 6 - DGS(106151167)|Bautismos_6_4 may 2013–17 nov 2018,Vol 6 - DGS(106151167)|ES|Español|2018|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 6|Bautismos-2013—2018|
106151168|106151168|106151168_000001|Bautismos_7_17 nov 2018–5 ene 2019,Vol 7 - DGS(106151168)|Bautismos_7_17 nov 2018–5 ene 2019,Vol 7 - DGS(106151168)|ES|Español|2019|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Bautismos|Vol 7|Bautismos-nov 2018—ene 2019|
106151169|106151169|106151169_000001|Bautismos_1_29 nov 1964–18 jul 1971,Vol 1 - DGS(106151169)|Bautismos_1_29 nov 1964–18 jul 1971,Vol 1 - DGS(106151169)|ES|Español|1971|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 1|Bautismos-29 nov 1964—18 jul 1971|
106151170|106151170|106151170_000001|Bautismos_2_18 jul 1971–24 may 1975,Vol 2 - DGS(106151170)|Bautismos_2_18 jul 1971–24 may 1975,Vol 2 - DGS(106151170)|ES|Español|1975|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 2|Bautismos-18 jul 1971—24 may 1975|
106151171|106151171|106151171_000001|Bautismos_3_24 may 1975–12 feb 1977,Vol 3 - DGS(106151171)|Bautismos_3_24 may 1975–12 feb 1977,Vol 3 - DGS(106151171)|ES|Español|1977|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 3|Bautismos-24 may 1975—12 feb 1977|
106151172|106151172|106151172_000001|Bautismos_4_12 feb 1977–1 sep 1979,Vol 4 - DGS(106151172)|Bautismos_4_12 feb 1977–1 sep 1979,Vol 4 - DGS(106151172)|ES|Español|1979|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 4|Bautismos-12 feb 1977—1 sept 1979|
106151173|106151173|106151173_000001|Bautismos_5_11 dic 1976–5 jun 1982,Vol 5 - DGS(106151173)|Bautismos_5_11 dic 1976–5 jun 1982,Vol 5 - DGS(106151173)|ES|Español|1982|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 5|Bautismos-11 dic 1976—5 jun 1982|
106151174|106151174|106151174_000001|Bautismos_6_5 jun 1982–15 nov 1986,Vol 6 - DGS(106151174)|Bautismos_6_5 jun 1982–15 nov 1986,Vol 6 - DGS(106151174)|ES|Español|1986|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 6|Bautismos-5 jun 1982—15 nov 1986|
106151175|106151175|106151175_000001|Bautismos_7_15 nov 1986–23 jun 1989,Vol 7 - DGS(106151175)|Bautismos_7_15 nov 1986–23 jun 1989,Vol 7 - DGS(106151175)|ES|Español|1989|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 7|Bautismos-15 nov 1986—23 jun 1989|
106151176|106151176|106151176_000001|Bautismos_8_23 jun 1989–21 sep 1991,Vol 8 - DGS(106151176)|Bautismos_8_23 jun 1989–21 sep 1991,Vol 8 - DGS(106151176)|ES|Español|1991|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 8|Bautismos-23 jun 1989—21 sept 1991|
106151177|106151177|106151177_000001|Bautismos_9_21 sep 1991–12 feb 1994,Vol 9 - DGS(106151177)|Bautismos_9_21 sep 1991–12 feb 1994,Vol 9 - DGS(106151177)|ES|Español|1994|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 9|Bautismos-21 sept 1991—12 feb 1994|
106151178|106151178|106151178_000001|Bautismos_10_12 feb 1994–10 ago 1996,Vol 10 - DGS(106151178)|Bautismos_10_12 feb 1994–10 ago 1996,Vol 10 - DGS(106151178)|ES|Español|1996|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 10|Bautismos-12 feb 1994—10 ago 1996|
106151179|106151179|106151179_000001|Bautismos_11_10 ago 1996–14 nov 1998,Vol 11 - DGS(106151179)|Bautismos_11_10 ago 1996–14 nov 1998,Vol 11 - DGS(106151179)|ES|Español|1998|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 11|Bautismos-10 ago 1996—14 nov 1998|
106151180|106151180|106151180_000001|Bautismos_12_14 nov 1998–2 nov 2002,Vol 12 - DGS(106151180)|Bautismos_12_14 nov 1998–2 nov 2002,Vol 12 - DGS(106151180)|ES|Español|2002|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 12|Bautismos-14 nov 1998—2 nov 2002|
106151181|106151181|106151181_000001|Bautismos_13_2 nov 2002–12 nov 2005,Vol 13 - DGS(106151181)|Bautismos_13_2 nov 2002–12 nov 2005,Vol 13 - DGS(106151181)|ES|Español|2005|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 13|Bautismos-2 nov 2002—12 nov 2005|
106151182|106151182|106151182_000001|Bautismos_14_12 nov 2005–24 oct 2009,Vol 14 - DGS(106151182)|Bautismos_14_12 nov 2005–24 oct 2009,Vol 14 - DGS(106151182)|ES|Español|2009|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 14|Bautismos-12 nov 2005—24 oct 2009|
106151183|106151183|106151183_000001|Bautismos_15_24 oct 2009–3 dic 2011,Vol 15 - DGS(106151183)|Bautismos_15_24 oct 2009–3 dic 2011,Vol 15 - DGS(106151183)|ES|Español|2011|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 15|Bautismos-24 oct 2009—3 dic 2011|
106151184|106151184|106151184_000001|Bautismos_16_3 dic 2011–3 ago 2013,Vol 16 - DGS(106151184)|Bautismos_16_3 dic 2011–3 ago 2013,Vol 16 - DGS(106151184)|ES|Español|2013|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 16|Bautismos-3 dic 2011—3 ago 2013|
106151185|106151185|106151185_000001|Confirmaciones_1_30 nov 1997–9 dic 2012,Vol 1 - DGS(106151185)|Confirmaciones_1_30 nov 1997–9 dic 2012,Vol 1 - DGS(106151185)|ES|Español|2012|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Confirmaciones|Vol 1|Confirmaciones-1997—2012|
106151186|106151186|106151186_000001|Confirmaciones_2_9 dic 2012–23 dic 2018,Vol 2 - DGS(106151186)|Confirmaciones_2_9 dic 2012–23 dic 2018,Vol 2 - DGS(106151186)|ES|Español|2018|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Confirmaciones|Vol 2|Confirmaciones-2012—2018|
106151187|106151187|106151187_000001|Matrimonios_1_31 jul 1993–15 oct 2016,Vol 1 - DGS(106151187)|Matrimonios_1_31 jul 1993–15 oct 2016,Vol 1 - DGS(106151187)|ES|Español|1998|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-1993—1998|
106151188|106151188|106151188_000001|Matrimonios_2_15 oct 2016–29 dic 2018,Vol 2 - DGS(106151188)|Matrimonios_2_15 oct 2016–29 dic 2018,Vol 2 - DGS(106151188)|ES|Español|2018|Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 2|Matrimonios parroquiales-oct 2016—dic 2018|
106151189|106151189|106151189_000001|Bautismos_17_3 ago 2013–29 nov 2014,Vol 17 - DGS(106151189)|Bautismos_17_3 ago 2013–29 nov 2014,Vol 17 - DGS(106151189)|ES|Español|2014|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 17|Bautismos-3 ago 2013—29 nov 2014|
106151190|106151190|106151190_000001|Bautismos_17_29 nov 2014–19 ene 2019,Vol 17 - DGS(106151190)|Bautismos_17_29 nov 2014–19 ene 2019,Vol 17 - DGS(106151190)|ES|Español|2014|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 17|Bautismos-29 nov 2014|
106151191|106151191|106151191_000001|Matrimonios_1_5 dic 1964–9 dic 1995,Vol 1 - DGS(106151191)|Matrimonios_1_5 dic 1964–9 dic 1995,Vol 1 - DGS(106151191)|ES|Español|1995|San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-dic 1964—dic 1995|
106151370|106151370|106151370_000001|Confirmaciones_1_28 oct 1900–12 dic 1965,Vol 1 - DGS(106151370)|Confirmaciones_1_28 oct 1900–12 dic 1965,Vol 1 - DGS(106151370)|ES|Español|1965|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 1|Confirmaciones-1901—1965|
106151371|106151371|106151371_000001|Confirmaciones_2_aprox. 1956–8 dic 1972,Vol 2 - DGS(106151371)|Confirmaciones_2_aprox. 1956–8 dic 1972,Vol 2 - DGS(106151371)|ES|Español|1972|Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 2|Confirmaciones-1956—1972|
106151372|106151372|106151372_000001|Confirmaciones_3_aprox. 8 dic 1972–25 nov 1990,Vol 3 - DGS(106151372)|Confirmaciones_3_aprox. 8 dic 1972–25 nov 1990,Vol 3 - DGS(106151372)|ES|Español|1989|Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 3|Confirmaciones-1972—1989|
106151373|106151373|106151373_000001|Confirmaciones_4_20 oct 1973–14 dic 1996,Vol 4 - DGS(106151373)|Confirmaciones_4_20 oct 1973–14 dic 1996,Vol 4 - DGS(106151373)|ES|Español|1997|Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 4|Confirmaciones-1974—1997|
106151374|106151374|106151374_000001|Confirmaciones_S/N_3 oct 1949–3 dic 1969,S/N - DGS(106151374)|Confirmaciones_S/N_3 oct 1949–3 dic 1969,S/N - DGS(106151374)|ES|Español|1968|Puquina, Puquina, General Sánchez Cerro, Moquegua, Perú|Confirmaciones|S/N|Confirmaciones-1949—1968|
106151375|106151375|106151375_000001|Expedientes Matrimoniales_1_4 jun 1919–10 ene 1929,1 (Las imágenes están fuera de orden) - DGS(106151375)|Expedientes Matrimoniales_1_4 jun 1919–10 ene 1929,1 (Las imágenes están fuera de orden) - DGS(106151375)|ES|Español|1929|Tacna, Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|1 (Las imágenes están fuera de orden)|Informaciones matrimoniales-1919—1929|
106151376|106151376|106151376_000001|Expedientes Matrimoniales_2002-2008_9 feb 2002–8 nov 2008,2002-2008 (Las imágenes están fuera de orden) - DGS(106151376)|Expedientes Matrimoniales_2002-2008_9 feb 2002–8 nov 2008,2002-2008 (Las imágenes están fuera de orden) - DGS(106151376)|ES|Español|2008|Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|2002-2008 (Las imágenes están fuera de orden)|Informaciones matrimoniales-2002—2008|
106151377|106151377|106151377_000001|Expedientes Matrimoniales_1962-2002_17 ago 1967–3 feb 2002,1962-2002 (Las imágenes están fuera de orden) - DGS(106151377)|Expedientes Matrimoniales_1962-2002_17 ago 1967–3 feb 2002,1962-2002 (Las imágenes están fuera de orden) - DGS(106151377)|ES|Español|2002|Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|1962-2002 (Las imágenes están fuera de orden)|Informaciones matrimoniales-1967—2002|
106151378|106151378|106151378_000001|Expedientes Matrimoniales_1969-1971_19 ago 1958–2 ago 1974,1969-1971 (Las imágenes están fuera de orden) - DGS(106151378)|Expedientes Matrimoniales_1969-1971_19 ago 1958–2 ago 1974,1969-1971 (Las imágenes están fuera de orden) - DGS(106151378)|ES|Español|1969|Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|1969-1971 (Las imágenes están fuera de orden)|Informaciones matrimoniales-1958—1969|
106151379|106151379|106151379_000001|Expedientes Matrimoniales_1900_26 dic 1899–15 oct 1910,Vol 1900 - DGS(106151379)|Expedientes Matrimoniales_1900_26 dic 1899–15 oct 1910,Vol 1900 - DGS(106151379)|ES|Español|1900|Puquina, Puquina, General Sánchez Cerro, Moquegua, Perú|Informaciones matrimoniales|Vol 1900|Informaciones matrimoniales-ene 1900|
106151380|106151380|106151380_000001|Expedientes Matrimoniales_1992-1993_24 jul 1992–23 nov 1993,1992-1993 - DGS(106151380)|Expedientes Matrimoniales_1992-1993_24 jul 1992–23 nov 1993,1992-1993 - DGS(106151380)|ES|Español|1993|Tacna, Tacna, Tacna, Perú|Informaciones matrimoniales|1992-1993|Informaciones matrimoniales-ene 1992—abr 1993|
106151396|106151396|106151396_000001|Confirmaciones_1_30 nov 1994–10 feb 2002,Vol 1 - DGS(106151396)|Confirmaciones_1_30 nov 1994–10 feb 2002,Vol 1 - DGS(106151396)|ES|Español|1997|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Confirmaciones|Vol 1|Confirmaciones-1973—1997|
