Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
110738842,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110738841,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110738832,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110738834,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110738830,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
