Expedia ID,Name,Images,Images Minimum,Images Found,Number of Bedrooms,Number of Bathrooms,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
114868090,Relaxing Oasis with Shared Pool and Sauna,FALSE,6,0,N/A,N/A,FALSE,1,0,FALSE,1,0
