Provider,Provider Property ID,Expedia ID,,Property Manager,Name,Country Code,Public Code,Reason Codes,Messages,Is Live,Meets Go Live Requirements,Regulatory Compliant,Images,Images Minimum,Images Found,Amenities,Amenities Minimum,Amenities Found,Amenities Missing,Special Check-In Instructions,Property Contact,Business Model,Number of Bedrooms,Number of Bathrooms,Taxes,Property Name,Phone,Geo-Coordinates,Address,Structure Type,Currency,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
RentalsUnited,3911956,123760431,,GrandCaymanVillasandCondos,Casa Luna 5,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3911956, Expedia Property Id: 123760431, Correlation Id: b1b699f9-31b3-4764-98fd-68bcd7a021fa because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,4189041,123940851,,YourHost,Casa Del Mar Villa by YourHost 5B  – Nyali Mombasa,KEN,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 4189041, Expedia Property Id: 123940851, Correlation Id: 2391407f-9965-4a5a-968e-cb3da38f7b3b because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~YourHost and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3816573,123760522,,GrandCaymanVillasandCondos,Sweetie Kai IH #6,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3816573, Expedia Property Id: 123760522, Correlation Id: efbe1dde-5dab-48c8-9b61-7d80be63bd4c because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3804522,123760430,,GrandCaymanVillasandCondos,Rum Point Resort #305,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3804522, Expedia Property Id: 123760430, Correlation Id: c7d6e282-4795-4d16-8805-bf4446f721b6 because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3942554,123940852,,YourHost,"Riverside Park Lush Oasis 3B by YourHost, Nairobi",KEN,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3942554, Expedia Property Id: 123940852, Correlation Id: bd5e7632-d05b-4ba3-acd9-48c0ce953cca because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~YourHost and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3932982,123760456,,GrandCaymanVillasandCondos,The Sands #5,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3932982, Expedia Property Id: 123760456, Correlation Id: deb6b6f5-2a87-4a0c-9de9-0bd26649733b because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3201489,123760515,,GrandCaymanVillasandCondos,Beachcomber 21,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3201489, Expedia Property Id: 123760515, Correlation Id: 20b9f933-788f-4726-872f-0c8a3dbe91ca because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,4013700,123940853,,YourHost,"The Curve 2Bed by YourHost, Nairobi",KEN,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 4013700, Expedia Property Id: 123940853, Correlation Id: 98d94d26-dabb-4a2f-b09a-4bd31135afc4 because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~YourHost and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3498465,123760468,,GrandCaymanVillasandCondos,Rum Point Resort #407,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3498465, Expedia Property Id: 123760468, Correlation Id: 214a768a-61fd-400f-97b7-725dda35bbef because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalsUnited,3900583,123760457,,GrandCaymanVillasandCondos,Casa Luna 14,CYM,OnboardingFailed,InvalidProperty,"Step FinanceSetup failed for RentalsUnited Property Id: 3900583, Expedia Property Id: 123760457, Correlation Id: f0dad22f-dc91-462d-8984-069249db3317 because of property missing Customer Finance contract. ErrorCode: 52042, Message The Parent account info is missing for Customer~GrandCaymanVillasandCondos and billing currency~USD in the system and has propertyEventReasonCode InvalidProperty, Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
