Hotel_ID,Property_Name,Structure_Type_Name,Market_Sub_Market_Name,Market_Name,Market_Region_Name,Market_Super_Region_Name,City_Name,State_Province_Name,First_Address_Line,Postal_Code,Country_Code,Hotel_Code,Hotel_ARI_Enabled,Hotel_EQC_Enabled,ParentChainName,parent_chain_account_type_name,Brand_Name,Hotel_Business_Model,Pricing_Model,LOS_Extension,Responder_ID,Booking_State,Booking_Notification,Rate_Acquisition_Type,Supplier_Remittance_Model,Rates_Inclusive_of_Taxes,Rates_Inclusive_of_Fees,Currency_Code,Cut_Off_Days,Cut_Off_Time,Cancellation_Time,Hotel_Status,Provider_Rules_Expedia_Inventory_TSP_24,TSP_24_UpdateDate,Inventory_Rule_Hotel_Sell_State,Stop_Sell_Reason_Code,Projected_Stop,Inventory_Rule_Fencing,Count_of_Active_Room_Types,Count_of_Active_Rate_Plans,Count_of_Standalone_Rate_Plans,Count_of_Package_Rate_Plans,Count_of_Corporate_Rate_Plans,Count_of_Wholesale_Rate_Plans,Count_of_Wholesale_Package_Rate_Plans,Count_of_NonARI_Rate_Plans,Count_of_ARI_Rate_Plans,Count_of_Merchant_Rate_Plans,Count_of_Flex_Rate_Plans,Count_of_Agency_Rate_Plans,Tax_Rate,Tax_Amount,Tax_Per_Night,Commission_Policy,EVC_Enabled,Group_Recon_Enabled,Accelerator_Status,Exclude_From_Package,Package_Upgrade_Allowed,Package_Multi_Property_Allowed,Hotel_Age_Categories,Structure_Category_Name,market_manager_email_address,Availability_Last_Update,Min_Avail_Restriction_StayDate,Max_Avail_Restriction_StayDate,Rates_LastUpdate,Inventory_LastUpdate,Rates_Last_Update,Min_Rate_StayDate,Max_Rate_StayDate,Inventory_Last_Update,Min_Inventory_StayDate,Max_Inventory_StayDate,Photo_Count,Star_Rating,EC_Disabled_TPID_Count,EC_Disabled_TPIDs,HC_Disabled_TPID_Count,Hotelier_Admin_Count,Connectivity_API_Count,Connectivity_Vendor_Count,Internal_User_Count,Active_User_Count,Inactive_User_Count
68639650,"Holiday Inn - the niu, Hop Forchheim, an IHG Hotel",Hotel,Upper Franconia (area),Regional Germany Franconia,Germany,EMEA,Forchheim,,Bahnhofsplatz 10,91301,DEU,XHIHF,Yes,No,IHG,GA,Holiday Inn,Dual,Per Day Pricing,No,IHG_DerbySoft,Sync Booking,No,Sell,Net,Yes,No,EUR,0,23:59:00.000 Same Day,18:00:00.000 Same Day,Active,Yes,6/10/2021 2:13,Free Sell,Undefined,00:00.0,Not fenced,6,96,48,24,0,24,0,0,96,24,72,0,0.07,0,0,Cancel Penalty is commissionable,yes,Yes,AdminToolsAndExtranetEnabled,No,No,Yes,"Adult, Child_Age_A",Conventional Lodging,null,03:19.5,00:00.0,00:00.0,57:15.0,03:19.5,57:15.0,00:00.0,00:00.0,03:19.5,00:00.0,00:00.0,60,StarRating0,0,null,0,null,2,0,1,44,0
