"Provider","Property Manager","Provider Property ID","Expedia ID","Name","Country Code","Public Code","Code","Reason Codes","Messages","In-process Time","Timestamp (UTC)","Onboarding Start (UTC)","Onboarding End (UTC)","Time to Onboard"
"RentalsUnited","Livily","4196530","126575776","Aviator's Landing","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:17:38.006Z","2026-02-20T01:17:00.65Z","2026-02-20T01:17:38.006Z","00:00:37.3569431"
"RentalsUnited","Livily","4201312","126575808","Seawinds 702","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:18:37.005Z","2026-02-20T01:17:56.916Z","2026-02-20T01:18:37.005Z","00:00:40.0895260"
"RentalsUnited","Livily","4500162","126576018","1209-9-B -Mansion themed with pool near Disney","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:31.004Z","2026-02-20T01:24:25.971Z","2026-02-20T01:25:02.009Z","00:00:36.0384726"
"RentalsUnited","Livily","4500205","126576022","480-7-LD-Large Luxury","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:29.004Z","2026-02-20T01:24:28.131Z","2026-02-20T01:25:07.005Z","00:00:38.8746755"
"RentalsUnited","Livily","4500265","126576021","FV49 Wow Stunning single level home next to golf course and Mt Washington Hotel","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:32.005Z","2026-02-20T01:24:28.871Z","2026-02-20T01:25:06.005Z","00:00:37.1341256"
"RentalsUnited","Livily","4500242","126576026","Beautiful Bay View Couples Retreat at The Shores 5586","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:12.005Z","2026-02-20T01:24:29.292Z","2026-02-20T01:25:12.005Z","00:00:42.7130611"
"RentalsUnited","Livily","4500292","126576024","Stylish Durham Retreat - Walkable, Sleeps 6","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:32.005Z","2026-02-20T01:24:29.739Z","2026-02-20T01:25:11.005Z","00:00:41.2663485"
"RentalsUnited","Livily","4500248","126576023","Luxurious Retreat at our Canal Front Pool Home 5BR","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:30.004Z","2026-02-20T01:24:29.891Z","2026-02-20T01:25:11.004Z","00:00:41.1136463"
"RentalsUnited","Livily","4500284","126576027","FV48 Modern home with AC within walking distance of golf course and Mt Washington Hotel","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:34.005Z","2026-02-20T01:24:30.339Z","2026-02-20T01:25:08.005Z","00:00:37.6668289"
"RentalsUnited","Livily","4500376","126576029","Hidden Bungalow- Peaceful retreat, BBQ and hot tub","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:17.005Z","2026-02-20T01:24:35.902Z","2026-02-20T01:25:17.005Z","00:00:41.1037470"
"RentalsUnited","Livily","4500416","126576033","6700 Sunset Way Unit 702","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:22.461Z","2026-02-20T01:24:36.684Z","2026-02-20T01:25:22.461Z","00:00:45.7777197"
"RentalsUnited","Livily","4500390","126576032","Lakeside Lane Retreat | Waterfront Escape with Kayaks, Game Room & Scenic Views","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:14.004Z","2026-02-20T01:24:36.747Z","2026-02-20T01:25:14.004Z","00:00:37.2574778"
"RentalsUnited","Livily","4500330","126576031","Teton Serenity","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:17.005Z","2026-02-20T01:24:36.867Z","2026-02-20T01:25:17.005Z","00:00:40.1380904"
"RentalsUnited","Livily","4500379","126576034","405 Atlantis","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:18.004Z","2026-02-20T01:24:36.976Z","2026-02-20T01:25:18.004Z","00:00:41.0288442"
"RentalsUnited","Livily","4500431","126576040","Brickell River Views- modern amenities in the city","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:18.004Z","2026-02-20T01:24:37.23Z","2026-02-20T01:25:18.004Z","00:00:40.7746443"
"RentalsUnited","Livily","4500457","126576035","SH3 Luxurious Stonehill Townhouse in Bretton Woods","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:15.005Z","2026-02-20T01:24:37.501Z","2026-02-20T01:25:15.005Z","00:00:37.5043596"
"RentalsUnited","Livily","4500323","126576036","Newly renovated 2 beds 2 baths condo in St Pete Beach","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:20.005Z","2026-02-20T01:24:37.569Z","2026-02-20T01:25:20.005Z","00:00:42.4364211"
"RentalsUnited","Livily","4500385","126576039","RB20 Luxury Townhome in Bretton Woods","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:30.005Z","2026-02-20T01:24:37.708Z","2026-02-20T01:25:18.004Z","00:00:40.2966938"
"RentalsUnited","Livily","4500354","126576038","Mana Kai 314","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:16.004Z","2026-02-20T01:24:37.734Z","2026-02-20T01:25:16.004Z","00:00:38.2705973"
"RentalsUnited","Livily","4500504","126576043","ARC8138","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:31.004Z","2026-02-20T01:24:38.145Z","2026-02-20T01:25:24.006Z","00:00:45.8614409"
"RentalsUnited","Livily","4500521","126576044","Beautiful 2 Bedroom Lakeside Condo at The Shores 5677","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:19.004Z","2026-02-20T01:24:38.405Z","2026-02-20T01:25:19.004Z","00:00:40.5995191"
"RentalsUnited","Livily","4500484","126576041","Paradise Palms","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:22.005Z","2026-02-20T01:24:39.178Z","2026-02-20T01:25:22.005Z","00:00:42.8277125"
"RentalsUnited","Livily","4500505","126576045","Walk to Beach Deck Patio Fenced Yard","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:23.004Z","2026-02-20T01:24:39.189Z","2026-02-20T01:25:23.004Z","00:00:43.8156362"
"RentalsUnited","Livily","4500527","126576048","Beautiful Lake View Studio Condo at The Shores  5606","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:28.005Z","2026-02-20T01:24:40.166Z","2026-02-20T01:25:28.005Z","00:00:47.8396841"
"RentalsUnited","Livily","4500464","126576050","Lake Days Getaway - Lakeside Family Escape Near Hillsborough","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:30.005Z","2026-02-20T01:24:40.25Z","2026-02-20T01:25:23.004Z","00:00:42.7548597"
"RentalsUnited","Livily","4500534","126576046","Grand Traverse Bay Lake View Condo  5682","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:24.005Z","2026-02-20T01:24:40.523Z","2026-02-20T01:25:24.005Z","00:00:43.4827050"
"RentalsUnited","Livily","4500528","126576047","Stunning Condo with Beach Access The Shores 5719","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:21.006Z","2026-02-20T01:24:40.573Z","2026-02-20T01:25:21.006Z","00:00:40.4335669"
"RentalsUnited","Livily","4500597","126576058","The Riverwalk Retreat on the Fox - Waterfront Vacation Rental in Downtown McHenry 3BR/2BA Home with Private Pier","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:31.004Z","2026-02-20T01:24:41.149Z","2026-02-20T01:25:26.005Z","00:00:44.8561199"
"RentalsUnited","Livily","4500529","126576060","Lovely Beachside Studio  5679","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:28.005Z","2026-02-20T01:24:41.301Z","2026-02-20T01:25:28.005Z","00:00:46.7041420"
"RentalsUnited","Livily","4500522","126576055","Gorgeous Grand Traverse Bay Beach Front The Shores -  5704","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:34.005Z","2026-02-20T01:24:41.344Z","2026-02-20T01:25:34.005Z","00:00:52.6617969"
"RentalsUnited","Livily","4500593","126576052","Sunlight Chalet, Ultimate Highlands Destination","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:31.004Z","2026-02-20T01:24:42.276Z","2026-02-20T01:25:25.004Z","00:00:42.7286368"
"RentalsUnited","Livily","4500633","126576059","Newly Updated Lakeview Golf Retreat 1BDR Condo  Resort 5057","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:27.006Z","2026-02-20T01:24:42.527Z","2026-02-20T01:25:27.006Z","00:00:44.4791244"
"RentalsUnited","Livily","4500539","126576053","Lake Views at The Shores Great Location 5693","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:22.011Z","2026-02-20T01:24:42.576Z","2026-02-20T01:25:22.011Z","00:00:39.4357175"
"RentalsUnited","Livily","4500625","126576056","Stunning Lake Views  The Shores  5577","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:24.005Z","2026-02-20T01:24:42.665Z","2026-02-20T01:25:24.005Z","00:00:41.3403085"
"RentalsUnited","Livily","4500605","126576061","1800WM WM dream home in National Forest","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:30.004Z","2026-02-20T01:24:42.831Z","2026-02-20T01:25:29.004Z","00:00:46.1739706"
"RentalsUnited","Livily","4500637","126576051","🐻 Beautiful Overlooking Shoreline 2BDR Chalet ➠18396","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T03:04:31.004Z","2026-02-20T01:24:42.932Z","2026-02-20T01:25:27.005Z","00:00:44.0737163"
"RentalsUnited","Livily","4500540","126576054","Grand Traverse Bay Waterfront Condo  5680","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:27.067Z","2026-02-20T01:24:42.98Z","2026-02-20T01:25:27.067Z","00:00:44.0878107"
"RentalsUnited","Livily","4500628","126576062","Cozy Aviation Style Lake View Condo at The Shores  5658","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-02-20T01:25:30.005Z","2026-02-20T01:24:43.305Z","2026-02-20T01:25:30.005Z","00:00:46.7005966"
"RentalsUnited","Livily","4194762","126961306","(18) Le Fawn","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T19:15:26.007Z","2026-03-02T04:17:54.754Z","2026-03-02T04:18:32.005Z","00:00:37.2515498"
"RentalsUnited","Livily","4195021","126961307","1415 Legend Oak - Basement","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:38.005Z","2026-03-02T04:17:56.359Z","2026-03-02T04:18:38.005Z","00:00:41.6461711"
"RentalsUnited","Livily","4195107","126961311","2113 Talbot Ct","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:48.005Z","2026-03-02T04:17:58.009Z","2026-03-02T04:18:48.005Z","00:00:49.9969242"
"RentalsUnited","Livily","4195455","126961309","Affordable 2-Bedroom Fishers *Pool View*","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:40.006Z","2026-03-02T04:17:58.064Z","2026-03-02T04:18:40.006Z","00:00:41.9422544"
"RentalsUnited","Livily","4195430","126961308","A Red River Barnhouse","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-03T07:05:09.004Z","2026-03-02T04:17:58.904Z","2026-03-02T04:18:35.006Z","00:00:36.1020471"
"RentalsUnited","Livily","4195061","126961310","1896 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:40.006Z","2026-03-02T04:17:58.951Z","2026-03-02T04:18:40.006Z","00:00:41.0552782"
"RentalsUnited","Livily","4195397","126961315","75 Ocean Place","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:43.005Z","2026-03-02T04:17:59.106Z","2026-03-02T04:18:43.005Z","00:00:43.8992019"
"RentalsUnited","Livily","4194963","126961312","14 Guest, 7 Bed, 4 BR, Lakefront Cabin w/ Hot Tub","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T19:15:04.005Z","2026-03-02T04:17:59.96Z","2026-03-02T04:18:38.005Z","00:00:38.0455188"
"RentalsUnited","Livily","4195541","126961313","202 Atlantis","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:38.004Z","2026-03-02T04:18:00.979Z","2026-03-02T04:18:38.004Z","00:00:37.0253275"
"RentalsUnited","Livily","4194919","126961317","1180 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:38.012Z","2026-03-02T04:18:01.018Z","2026-03-02T04:18:38.012Z","00:00:36.9946649"
"RentalsUnited","Livily","4195195","126961319","812 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:39.003Z","2026-03-02T04:18:02.63Z","2026-03-02T04:18:39.003Z","00:00:36.3736588"
"RentalsUnited","Livily","4195265","126961318","442 Amelia By The Sea","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:39.005Z","2026-03-02T04:18:02.868Z","2026-03-02T04:18:39.005Z","00:00:36.1371406"
"RentalsUnited","Livily","4195518","126961320","1BD Condo Pool South Irving I40","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:46.004Z","2026-03-02T04:18:04.059Z","2026-03-02T04:18:46.004Z","00:00:41.9454975"
"RentalsUnited","Livily","4195219","126961321","4925 Pike Unit 3","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:43.005Z","2026-03-02T04:18:06.452Z","2026-03-02T04:18:43.005Z","00:00:36.5532022"
"RentalsUnited","Livily","4195367","126961323","5th Floor 3 Bed 2 Bath Oceanfront condo sleeps 6, renovated Oceanfront balcony & pool","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:49.004Z","2026-03-02T04:18:07.206Z","2026-03-02T04:18:49.004Z","00:00:41.7989770"
"RentalsUnited","Livily","4195581","126961322","226 South Fletcher 2nd Floor","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:44.004Z","2026-03-02T04:18:07.821Z","2026-03-02T04:18:44.004Z","00:00:36.1836263"
"RentalsUnited","Livily","4195598","126961324","226 South Fletcher 3rd Floor","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:50.005Z","2026-03-02T04:18:08.212Z","2026-03-02T04:18:50.005Z","00:00:41.7933149"
"RentalsUnited","Livily","4194974","126961325","1298 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:46.005Z","2026-03-02T04:18:09.286Z","2026-03-02T04:18:46.005Z","00:00:36.7194346"
"RentalsUnited","Livily","4194878","126961326","108 Amelia by the Sea","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:52.006Z","2026-03-02T04:18:09.873Z","2026-03-02T04:18:52.006Z","00:00:42.1333852"
"RentalsUnited","Livily","4195610","126961327","2340 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:48.005Z","2026-03-02T04:18:11.054Z","2026-03-02T04:18:48.005Z","00:00:36.9516272"
"RentalsUnited","Livily","4195600","126961328","2185 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:53.007Z","2026-03-02T04:18:11.766Z","2026-03-02T04:18:53.007Z","00:00:41.2415517"
"RentalsUnited","Livily","4195672","126961329","301 Atlantis","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:56.004Z","2026-03-02T04:18:13.582Z","2026-03-02T04:18:56.004Z","00:00:42.4225504"
"RentalsUnited","Livily","4195097","126961330","2958 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:59.004Z","2026-03-02T04:18:14.073Z","2026-03-02T04:18:59.004Z","00:00:44.9314729"
"RentalsUnited","Livily","4195675","126961331","2890 S Fletcher Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:02.005Z","2026-03-02T04:18:15.29Z","2026-03-02T04:19:02.005Z","00:00:46.7156118"
"RentalsUnited","Livily","4195784","126961332","623 Ocean Ave","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:53.021Z","2026-03-02T04:18:16.043Z","2026-03-02T04:18:53.021Z","00:00:36.9781096"
"RentalsUnited","Livily","4195838","126961333","AMD5520","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:53.008Z","2026-03-02T04:18:16.08Z","2026-03-02T04:18:53.008Z","00:00:36.9287988"
"RentalsUnited","Livily","4195979","126961335","329 Amelia By The Sea","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:18:59.005Z","2026-03-02T04:18:21.994Z","2026-03-02T04:18:59.005Z","00:00:37.0110154"
"RentalsUnited","Livily","4195559","126961334","2152 Cape Sound","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:03.005Z","2026-03-02T04:18:22.201Z","2026-03-02T04:19:03.005Z","00:00:40.8041161"
"RentalsUnited","Livily","4196063","126961336","6th Floor, Oceanfront condo easy beach access via boardwalk & exclusive fishing pier","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:05.004Z","2026-03-02T04:18:23.531Z","2026-03-02T04:19:05.004Z","00:00:41.4739996"
"RentalsUnited","Livily","4196080","126961337","6th Floor, Updated and beautiful! Oceanfront condo with balcony, fishing pier","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:00.023Z","2026-03-02T04:18:23.565Z","2026-03-02T04:19:00.023Z","00:00:36.4584278"
"RentalsUnited","Livily","4196114","126961338","782 Amelia by the Sea","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:07.009Z","2026-03-02T04:18:26.139Z","2026-03-02T04:19:07.009Z","00:00:40.8702571"
"RentalsUnited","Livily","4196394","126961342","Energetic Lakeview Loft","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:09.006Z","2026-03-02T04:18:32.012Z","2026-03-02T04:19:09.006Z","00:00:36.9940156"
"RentalsUnited","Livily","4196302","126961343","Anchor Point","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:13.008Z","2026-03-02T04:18:36.505Z","2026-03-02T04:19:13.008Z","00:00:36.5032977"
"RentalsUnited","Livily","4196398","126961344","FPC228","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:17.005Z","2026-03-02T04:18:36.806Z","2026-03-02T04:19:17.005Z","00:00:40.1992777"
"RentalsUnited","Livily","4201007","126961346","Rsd 3041","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T19:13:38.004Z","2026-03-02T04:18:42.938Z","2026-03-02T04:19:25.006Z","00:00:42.0680842"
"RentalsUnited","Livily","4201014","126961347","RHS9030","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:23.004Z","2026-03-02T04:18:42.972Z","2026-03-02T04:19:23.004Z","00:00:40.0327150"
"RentalsUnited","Livily","4196606","126961348","Bbc18614","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:25.005Z","2026-03-02T04:18:43.364Z","2026-03-02T04:19:25.005Z","00:00:41.6413096"
"RentalsUnited","Livily","4201018","126961349","ROM2104","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:28.005Z","2026-03-02T04:18:44.183Z","2026-03-02T04:19:28.005Z","00:00:43.8222829"
"RentalsUnited","Livily","4201093","126961350","SGD8979","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:27.004Z","2026-03-02T04:18:46.719Z","2026-03-02T04:19:27.004Z","00:00:40.2858345"
"RentalsUnited","Livily","4201199","126961352","River Creek 2 Unit 1502 Mini Suite","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:30.003Z","2026-03-02T04:18:49.017Z","2026-03-02T04:19:30.003Z","00:00:40.9869460"
"RentalsUnited","Livily","4200971","126961353","Relaxing getaway, Worker-Friendly, A+ Location","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:26.004Z","2026-03-02T04:18:49.079Z","2026-03-02T04:19:26.004Z","00:00:36.9256494"
"RentalsUnited","Livily","4201183","126961354","Punta Gorda Canalfront","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:27.004Z","2026-03-02T04:18:50.276Z","2026-03-02T04:19:27.004Z","00:00:36.7283468"
"RentalsUnited","Livily","4201291","126961355","Seabreeze Court by Rove 4BR Home w Pool & HotTub","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:32.005Z","2026-03-02T04:18:51.706Z","2026-03-02T04:19:32.005Z","00:00:40.2998893"
"RentalsUnited","Livily","4201286","126961356","Sandy Coral - Golf Cart Included!","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:29.005Z","2026-03-02T04:18:52.592Z","2026-03-02T04:19:29.005Z","00:00:36.4136524"
"RentalsUnited","Livily","4201456","126961357","Tumbleweed","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:35.005Z","2026-03-02T04:18:54.702Z","2026-03-02T04:19:35.005Z","00:00:40.3033811"
"RentalsUnited","Livily","4201562","126961362","Oasis","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:41.004Z","2026-03-02T04:19:00.142Z","2026-03-02T04:19:41.004Z","00:00:40.8628154"
"RentalsUnited","Livily","4201524","126961363","Verandas 407","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:37.005Z","2026-03-02T04:19:00.698Z","2026-03-02T04:19:37.005Z","00:00:36.3076770"
"RentalsUnited","Livily","4201525","126961364","Normandy Approach","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:42.005Z","2026-03-02T04:19:01.099Z","2026-03-02T04:19:42.005Z","00:00:40.9066191"
"RentalsUnited","Livily","4201813","126961365","Quaint Mid-Century Cottage by the Coast","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:50.004Z","2026-03-02T04:19:09.153Z","2026-03-02T04:19:50.004Z","00:00:40.8516909"
"RentalsUnited","Livily","4201851","126961367","Saw Mill 90 - 8 A","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:49.011Z","2026-03-02T04:19:10.485Z","2026-03-02T04:19:49.011Z","00:00:38.5265614"
"RentalsUnited","Livily","4201772","126961369","River Crossing 231","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:53.005Z","2026-03-02T04:19:10.549Z","2026-03-02T04:19:53.005Z","00:00:42.4567148"
"RentalsUnited","Livily","4201871","126961368","Sanctuary - Silver Creek","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:55.006Z","2026-03-02T04:19:10.917Z","2026-03-02T04:19:55.006Z","00:00:44.0891168"
"RentalsUnited","Livily","4201837","126961366","Pool Table | WiFi | Starry Mountain Night | RRG!","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T19:11:33.005Z","2026-03-02T04:19:10.939Z","2026-03-02T04:19:52.004Z","00:00:41.0658013"
"RentalsUnited","Livily","4201883","126961370","Scottsdale - 14586 E Wethersfield Rd","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:54.004Z","2026-03-02T04:19:11.546Z","2026-03-02T04:19:54.004Z","00:00:42.4583710"
"RentalsUnited","Livily","4201858","126961373","Saw Mill 90 - 8 D","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:54.006Z","2026-03-02T04:19:12.111Z","2026-03-02T04:19:54.006Z","00:00:41.8954023"
"RentalsUnited","Livily","4201889","126961371","Scottsdale - 12050 N Panorama Dr #208","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:49.004Z","2026-03-02T04:19:12.81Z","2026-03-02T04:19:49.004Z","00:00:36.1949118"
"RentalsUnited","Livily","4202093","126961374","The Lake House on Myers Bay - 3-Bed 2-Bath Luxury Home with Private Pier, Beach, Firepit, and Deck","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:50.003Z","2026-03-02T04:19:13.701Z","2026-03-02T04:19:50.003Z","00:00:36.3028213"
"RentalsUnited","Livily","4201906","126961375","South Hampton 301","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:51.004Z","2026-03-02T04:19:14.539Z","2026-03-02T04:19:51.004Z","00:00:36.4652224"
"RentalsUnited","Livily","4201942","126961376","South Hampton 506","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:20:00.008Z","2026-03-02T04:19:14.648Z","2026-03-02T04:20:00.008Z","00:00:45.3607804"
"RentalsUnited","Livily","4202062","126961379","The Jackson Cottage on Grass Lake - Waterfront 2/1 Nautical Cottage with Hot Tub, Firepit & Year-Round Fun","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:57.005Z","2026-03-02T04:19:15.093Z","2026-03-02T04:19:57.005Z","00:00:41.9122515"
"RentalsUnited","Livily","4202060","126961377","Tyc8330","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:19:52.004Z","2026-03-02T04:19:15.295Z","2026-03-02T04:19:52.004Z","00:00:36.7097005"
