"Provider","Property Manager","Provider Property ID","Expedia ID","Name","Country Code","Public Code","Code","Reason Codes","Messages","In-process Time","Timestamp (UTC)","Onboarding Start (UTC)","Onboarding End (UTC)","Time to Onboard"
"RentalsUnited","Livily","4242151","126961513","@ Marbella Lane - Tranquil Escape in Texas Pines","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:21:53.005Z","2026-03-02T04:21:09.278Z","2026-03-02T04:21:53.005Z","00:00:43.7277937"
"RentalsUnited","Livily","4242009","126961518","Pioneer 1","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:15.005Z","2026-03-02T04:21:09.474Z","2026-03-02T04:22:19.017Z","00:01:09.5431933"
"RentalsUnited","Livily","4241957","126961512","Elegant Family Retreat with Hot Tub","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:25:16.005Z","2026-03-02T04:21:09.645Z","2026-03-02T04:21:53.005Z","00:00:43.3601871"
"RentalsUnited","Livily","4242181","126961521","Regatta Suite at The Royce — Refined Newport Charm","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:23.005Z","2026-03-02T04:21:09.784Z","2026-03-02T04:22:23.005Z","00:01:13.2211880"
"RentalsUnited","Livily","4241983","126961506","Mt Hood 13","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:45.004Z","2026-03-02T04:21:09.932Z","2026-03-02T04:21:50.006Z","00:00:40.0743445"
"RentalsUnited","Livily","4242362","126961507","Landrise 7","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:23:35.003Z","2026-03-02T04:21:10.079Z","2026-03-02T04:21:55.005Z","00:00:44.9260609"
"RentalsUnited","Livily","4242252","126961508","Sanctuary Suite at The Royce, Newport","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:03.128Z","2026-03-02T04:21:10.508Z","2026-03-02T04:22:03.128Z","00:00:52.6202614"
"RentalsUnited","Livily","4242614","126961539","Yellow Pine 32","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:26.004Z","2026-03-02T04:21:10.528Z","2026-03-02T04:22:05.005Z","00:00:54.4772867"
"RentalsUnited","Livily","4263215","126961540","Grouse 4","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:25:23.006Z","2026-03-02T04:21:11.582Z","2026-03-02T04:22:05.005Z","00:00:53.4236151"
"RentalsUnited","Livily","4250124","126961516","Goldfinch 3","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:45.021Z","2026-03-02T04:21:11.699Z","2026-03-02T04:22:01.005Z","00:00:49.3062299"
"RentalsUnited","Livily","4242312","126961514","Yellow Pine 10","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:24.004Z","2026-03-02T04:21:11.72Z","2026-03-02T04:22:16.004Z","00:01:04.2849436"
"RentalsUnited","Livily","4259723","126961520","Grande Villa  Lake Cumberland View Hot Tub Game Room 389","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:21:56.004Z","2026-03-02T04:21:11.781Z","2026-03-02T04:21:56.004Z","00:00:44.2233470"
"RentalsUnited","Livily","4242328","126961519","Salishan 5","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:28.005Z","2026-03-02T04:21:11.844Z","2026-03-02T04:22:10.005Z","00:00:58.1614787"
"RentalsUnited","Livily","4242345","126961529","Pine Needle 2","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:00.03Z","2026-03-02T04:21:12.06Z","2026-03-02T04:22:00.03Z","00:00:47.9705605"
"RentalsUnited","Livily","4283157","126961523","Lava Top 1","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:51.004Z","2026-03-02T04:21:12.95Z","2026-03-02T04:22:02.008Z","00:00:49.0582958"
"RentalsUnited","Livily","4336862","126961530","Private Boat Slip LakeFront Hot TubSkee Ball","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:03.006Z","2026-03-02T04:21:13.195Z","2026-03-02T04:22:03.006Z","00:00:49.8114054"
"RentalsUnited","Livily","4337854","126961524","Woodside Cabin in Delaware Water Gap","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:21:58.005Z","2026-03-02T04:21:13.592Z","2026-03-02T04:21:58.005Z","00:00:44.4130881"
"RentalsUnited","Livily","4337525","126961532","Large Family Friendly House on the Fairway Hideout","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:11.004Z","2026-03-02T04:21:13.911Z","2026-03-02T04:22:11.004Z","00:00:57.0937787"
"RentalsUnited","Livily","4280399","126961536","Indian 3","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:23:31.005Z","2026-03-02T04:21:13.935Z","2026-03-02T04:22:07.005Z","00:00:53.0701192"
"RentalsUnited","Livily","4337700","126961525","Lake Wallenpaupack Lakefront Private Boat Slip","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:06.005Z","2026-03-02T04:21:14.383Z","2026-03-02T04:22:06.005Z","00:00:51.6228952"
"RentalsUnited","Livily","4283061","126961537","Lark 4","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:24:21.005Z","2026-03-02T04:21:14.726Z","2026-03-02T04:22:14.005Z","00:00:59.2794356"
"RentalsUnited","Livily","4319480","126961528","@ Marbella Lane - Zen-like Ambiance 3BR Home in JT","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:05.005Z","2026-03-02T04:21:15.044Z","2026-03-02T04:22:05.005Z","00:00:49.9617331"
"RentalsUnited","Livily","4242180","126961538","Driftwood Suite - Luxury Retreat in Newport","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:04.281Z","2026-03-02T04:21:15.26Z","2026-03-02T04:22:04.281Z","00:00:49.0218353"
"RentalsUnited","Livily","4374700","126961527","Marbella Lane - 3BR Designer Home in Pacifica","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:21.006Z","2026-03-02T04:21:16.475Z","2026-03-02T04:22:21.006Z","00:01:04.5311112"
"RentalsUnited","Livily","4318390","126961533","@ Marbella Lane - Moon Designer Home close to JTNP","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:07.005Z","2026-03-02T04:21:16.547Z","2026-03-02T04:22:07.005Z","00:00:50.4586586"
"RentalsUnited","Livily","4374579","126961534","Marbella Lane - Tranquil Country Escape Getaway","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:02.007Z","2026-03-02T04:21:16.597Z","2026-03-02T04:22:02.007Z","00:00:45.4103888"
"RentalsUnited","Livily","4298997","126961526","Maury Mountain 36","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T07:22:29.004Z","2026-03-02T04:21:16.782Z","2026-03-02T04:21:58.01Z","00:00:41.2289483"
"RentalsUnited","Livily","4386207","126961531","Marbella Lane - Exquisite Home 3BR","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:03.007Z","2026-03-02T04:21:17.141Z","2026-03-02T04:22:03.007Z","00:00:45.8662343"
"RentalsUnited","Livily","4374740","126961541","The Whale Suite  Historic Coastal Luxury Newport","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:08.006Z","2026-03-02T04:21:17.248Z","2026-03-02T04:22:08.006Z","00:00:50.7580872"
"RentalsUnited","Livily","4374695","126961542","Marbella Lane-Oceanfront Retreat w Stunning View","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:19.005Z","2026-03-02T04:21:17.586Z","2026-03-02T04:22:19.005Z","00:01:01.4190015"
"RentalsUnited","Livily","4372625","126961535","Presidio Park","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:03.005Z","2026-03-02T04:21:17.941Z","2026-03-02T04:22:03.005Z","00:00:45.0647165"
"RentalsUnited","Livily","4538282","126961543","Great Downtown 4BR | 8 Beds + Foosball Fun","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:23.005Z","2026-03-02T04:21:42.282Z","2026-03-02T04:22:23.005Z","00:00:40.7239689"
"RentalsUnited","Livily","4500436","126961544","4BR Plaza District Home | Games | Near Downtown","USA","OnboardingSucceeded","PropertyOnboardSucceeded","","","0","2026-03-02T04:22:22.005Z","2026-03-02T04:21:45.105Z","2026-03-02T04:22:22.005Z","00:00:36.9000297"
"RentalsUnited","Livily","4369982","126961522","Giovanni Beachfront community w pools","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4369982, Expedia Property Id: 126961522, Correlation Id: 0ce4ef0c-9a8f-4d9a-8bdb-cfbfd3233e9d because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232899 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371545124","2026-03-06T07:00:23.231Z","2026-03-02T04:21:12.636Z","",""
"RentalsUnited","Livily","4241488","126961467","Quaint villa Beach access Elina","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4241488, Expedia Property Id: 126961467, Correlation Id: 83e6880e-540d-409e-84ce-94565f9c335a because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232897 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371561530","2026-03-06T07:00:21.441Z","2026-03-02T04:20:56.229Z","",""
"RentalsUnited","Livily","4241503","126961466","Villa Quenepa with Generator & Steps from the Beach","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4241503, Expedia Property Id: 126961466, Correlation Id: 8addb4f5-c862-45d7-9703-c85f46986149 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232894 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371563057","2026-03-06T07:00:21.263Z","2026-03-02T04:20:54.702Z","",""
"RentalsUnited","Livily","4241483","126961465","Villa Kismet - Beachfront community with 3 pools","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4241483, Expedia Property Id: 126961465, Correlation Id: 2d1fcc5a-ccb0-41af-b38a-f22a2289d698 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232891 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371563352","2026-03-06T07:00:21.439Z","2026-03-02T04:20:54.407Z","",""
"RentalsUnited","Livily","4241477","126961463","Gardenia- 3BR Dorado- Ocean Views + 3 pools","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4241477, Expedia Property Id: 126961463, Correlation Id: 38a0e836-ba3a-4198-9fa0-0eb093214937 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232893 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371563372","2026-03-06T07:00:21.273Z","2026-03-02T04:20:54.387Z","",""
"RentalsUnited","Livily","4241485","126961464","Family Villa Oleana Waterviews Oceanfront with water and generator","PRI","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4241485, Expedia Property Id: 126961464, Correlation Id: 4dd2e64e-0848-4da1-829b-ddc781255fa2 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232900 - Country code PR not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371563374","2026-03-06T07:00:23.34Z","2026-03-02T04:20:54.385Z","",""
"RentalsUnited","Livily","4205172","126961454","Encantame Soleil |1st Floor - R103 |2BR |Sleeps8","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4205172, Expedia Property Id: 126961454, Correlation Id: 15c4c0b1-3a8f-4d37-96a7-bec823428a5c because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232898 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371576237","2026-03-06T07:00:21.46Z","2026-03-02T04:20:41.522Z","",""
"RentalsUnited","Livily","4205167","126961452","Encantame Soleil | Brand New Resort | 2BR lock","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4205167, Expedia Property Id: 126961452, Correlation Id: df7ca8e1-ea7a-4768-a09a-0a8bf3579def because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232896 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371576799","2026-03-06T07:00:21.399Z","2026-03-02T04:20:40.96Z","",""
"RentalsUnited","Livily","4203691","126961434","Hot Tub & Pet Friendly - Muir Valley Vista in RRG!","USA","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4203691, Expedia Property Id: 126961434, Correlation Id: deaf4c0a-4c2c-44aa-a8b6-97edee8157d6 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-GRE02, Message 40232892 - ~Field PHY_POSTAL_CODE contains character(s) other than user defined ~Field PHY_POSTAL_CODE length is less than the minimum value specified. 5 and has propertyEventReasonCode InvalidProperty,Address or Postal code is configured with characters that are not accepted. Please refer to the list of accepted characters.","371606789","2026-03-06T07:00:21.26Z","2026-03-02T04:20:10.97Z","",""
"RentalsUnited","Livily","4203624","126961415","Encantame Soleil 1st Floor -R103  1BR  Sleeps4","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4203624, Expedia Property Id: 126961415, Correlation Id: 650fc51e-e742-44ac-bcca-d29a155c4f3e because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232889 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371613950","2026-03-06T07:00:21.246Z","2026-03-02T04:20:03.809Z","",""
"RentalsUnited","Livily","4202455","126961389","Encantame Soleil 1BR |Sleeps 4 lock off unit","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4202455, Expedia Property Id: 126961389, Correlation Id: 2f77d764-a980-4919-a982-56473ee78b34 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232888 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371653210","2026-03-06T07:00:21.437Z","2026-03-02T04:19:24.549Z","",""
"RentalsUnited","Livily","4202436","126961388","Furnished 1 Bedroom Loft in Edmonton","CAN","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4202436, Expedia Property Id: 126961388, Correlation Id: 51106f66-6338-4002-9d62-b2d1e9382959 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-272, Message 40232895 - Country code CA and Currency CAD are not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.","371653830","2026-03-06T07:00:21.439Z","2026-03-02T04:19:23.929Z","",""
"RentalsUnited","Livily","4201901","126961372","Serene modern Lakehouse on Golf Course","CAN","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4201901, Expedia Property Id: 126961372, Correlation Id: 25e59b66-a5bd-4e96-b252-7d10a183a68c because of property missing Supplier Finance contract details. ErrorCode: POA-WS-272, Message 40232890 - Country code CA and Currency CAD are not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country and currency cannot be found, please confirm this is set up properly.","371665050","2026-03-06T07:00:21.439Z","2026-03-02T04:19:12.709Z","",""
"RentalsUnited","Livily","4201345","126961351","Punta Mita | 4 Bedrooms | 4.5 Baths | Golf Course Views","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4201345, Expedia Property Id: 126961351, Correlation Id: 7b4080f5-c00d-4fd6-9ab0-48369e0f8238 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232887 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371687830","2026-03-06T07:00:21.436Z","2026-03-02T04:18:49.929Z","",""
"RentalsUnited","Livily","4196493","126961345","Encantame Soleil studio lock off sleeps 4","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4196493, Expedia Property Id: 126961345, Correlation Id: 1ab113d3-ba64-486e-8ef8-df96b54c0628 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232886 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371701765","2026-03-06T07:00:21.428Z","2026-03-02T04:18:35.994Z","",""
"RentalsUnited","Livily","4196382","126961341","Encantmame Soleil | 1BR lockoff sleeps 4","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4196382, Expedia Property Id: 126961341, Correlation Id: 6bb3a5b6-2bb3-43b9-b2ca-4f4eef019691 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232884 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371706823","2026-03-06T07:00:21.429Z","2026-03-02T04:18:30.936Z","",""
"RentalsUnited","Livily","4196379","126961340","Encantame Soleil|New Resort|3rd Floor|Studio","MEX","OnboardingFailed","FinanceSetupFailed","InvalidProperty","Step FinanceSetup failed for RentalsUnited Property Id: 4196379, Expedia Property Id: 126961340, Correlation Id: 4fa7e5d1-8d52-4340-8a6d-ce481a0b9ab8 because of property missing Supplier Finance contract details. ErrorCode: POA-WS-271, Message 40232885 - Country code MX not supported for supplier and has propertyEventReasonCode InvalidProperty,Finance profile with the appropriate country cannot be found, please confirm this is set up properly.","371706966","2026-03-06T07:00:21.197Z","2026-03-02T04:18:30.793Z","",""
