Connectivity System,AGL Enablement Date,Type,Property Manager Code,SF Account Name,SF Account ID,Comment,Last time we got a property
BookingSync,2023-11-03,PMSC,ScoastLLC,VR_PM Scoast LLC - Out of business,0010y00001lT937AAC,,2022-09-12
BookingSync,2023-11-03,PMSC,SmartrentingOther,VR_PM Smartrenting,0010y00001aWfGDAA0,,2020-11-12
BookingSync,2023-11-03,PMSC,SmartrentingParis,VR_PM Smartrenting,0010y00001aWfGDAA0,,2020-11-05
BookingSync,2023-11-03,PMSC,SwainsonApartments,VR_PM Swainson Apartments,0010y00001gGjjxAAC,,NEVER
BookingSync,2023-11-03,PMSC,TRAVELTOMADEIRA,VR_PM Travel To Madeira,0010y00001a3pGuAAI,,2024-06-06
BookingSync,2023-11-03,PMSC,VillaBaliManagement,VR_PM Villa Bali Management,0010y00001q8xqLAAQ,,2024-10-14
BookingSync,2023-11-03,PMSC,XuruStays,VR_PM Xuru Stays,0010y00001iSPukAAG,,2025-03-23
BookingSync,2023-11-03,PMSC,Ziprent,VR_PM Ziprent,0010y00001lTXEQAA4,,2024-09-25
EQCAdriagate,N/A,PMSC,Adriagate,VR_PM Adriagate,0010y00001bdCTkAAM,,
EQCAdriagate,N/A,PMSC,VR_PM_Istria_Home,VR_PM Istria Home,0010y00001inPCYAA2,,
EQCHosteeva,N/A,PMIS,<blank>,,,,
EQCStays,N/A,PMSC,SEAZONE,VR_PM SEAZONE,0018b00002W2tYiAAJ,,
EQCVacasa,N/A,PMIS,<blank>,,,,
HappyHolidayHomes,N/A,PMIS,<blank>,VR_PM HAPPY RENTALS (aka Happy Holiday Homes),0010y00001h1jClAAI,,
Magarental,N/A,PMSC,MagarentalAG,NOT FOUND,NOT FOUND,,
Magarental,N/A,PMSC,MyHomeSorrento,VR_PM My Home Sorrento,0010y00001hr8iRAAQ,,
Magarental,N/A,PMSC,PerlediPuglia,VR_PM Perle Di Puglia,0010y00001YDVZZAA5,,
Magarental,N/A,PMSC,rentalinrome,VR_PM Rental In Rome,0010y00001XuG5UAAV,,
NextPax,2025-07-04,PMSC,adriatichr,VR_PM Adriatic.hr,001PE00000SZsbhYAD,,2023-11-11
NextPax,2023-08-29,PMSC,AirrivaLLC,VR_PM Airriva LLC,0018b00002LvTLcAAN,,2023-11-11
NextPax,2023-08-29,PMSC,ameliarentalandmanagementservices,VR_PM Amelia Rental and Management Services,0010y00001dvLe7AAE,,2020-02-15
NextPax,2023-08-29,PMSC,amsunvacationhomes,VR_PM AmSun Vacation Homes,0010y00001gZQ37AAG,,2019-11-08
NextPax,2023-08-29,PMSC,awaze-landal,VR_PM Awaze - Landal,0010y00001lLr6LAAS,,2022-11-16
NextPax,2023-08-29,PMSC,BlueStarRealEstateLLC,VR_PM BlueStar Real Estate LLC,0018b00002c6b7sAAA,,2025-01-19
NextPax,2023-08-29,PMSC,bookbnb,NOT FOUND,NOT FOUND,,2022-05-11
NextPax,2023-08-29,PMSC,bookersunited,VR_PM Bookers United,0010y00001duzKoAAI,,2020-09-02
NextPax,2023-08-29,PMSC,BricVacationRentals,NOT FOUND,NOT FOUND,,NEVER
NextPax,2023-08-29,PMSC,CallanApartments,VR_PM M.B CALLAN & M.G CALLAN (Callan Apartments),0010y00001ZN6tZAAT,,2022-08-25
NextPax,2023-08-29,PMSC,carolinaproperties,VR_PM Carolina Properties,0010y00001jgKdgAAE,,2020-11-26
NextPax,2023-08-29,PMSC,CasadiMareInc,VR_PM Casa di Mare Inc (iTrips North Shore MA),0010y00001pHdbOAAS,,2024-07-23
NextPax,2023-08-29,PMSC,ciirusmd,VR_PM CiiRUS MD,0010y00001ZoKmnAAF,,NEVER
NextPax,2023-08-29,PMSC,CuteSnowVillas,VR_PM Cute Snow Villas,0010y00001cIjvbAAC,,2024-11-28
NextPax,2023-08-29,PMSC,dnqllc,VR_PM DNQ LLC,0010y00001kxb0IAAQ,,NEVER
NextPax,2023-08-29,PMSC,DreamVacationRentalsInc,VR_PM Dream Vacation Rentals Inc,0010y00001YB4DYAA1,,2023-09-27
NextPax,2023-08-29,PMSC,Droomparken,VR_PM Droomparken,0010y00001anqyaAAA,,2018-11-12
NextPax,2023-08-29,PMSC,durango,VR_PM Durango,0010y00001kzNT3AAM,,2021-08-09
NextPax,2023-08-29,PMSC,EverythingIsla,VR_PM Everything Isla,0010y00001YAochAAD,,2020-08-01
NextPax,2023-08-29,PMSC,executiveresortsnetworkllc,VR_PM Executive Resorts Network LLC,0010y00001iwvywAAA,,2021-01-01
NextPax,2023-08-29,PMSC,FDI,NOT FOUND,NOT FOUND,,2018-11-24
NextPax,2023-08-29,PMSC,FirstCoastVacationRentalsLLC,VR_PM First Coast Vacation Rentals LLC (iTrip),0010y00001nijRhAAI,,2025-02-15
NextPax,2023-08-29,PMSC,floridadreamhomes,VR_PM #1 Dream Homes Inc,0010y00001hlOQlAAM,,2020-09-15
NextPax,2023-08-29,PMSC,floridagoldpropertymanagement,VR_PM Florida Gold Property Management,0010y00001hNf8dAAC,,2020-12-04
NextPax,2023-08-29,PMSC,floridavillasandhomesbyelitellc,VR_PM Florida Villas and Homes by Elite LLC,0010y00001i05d8AAA,,2021-03-15
NextPax,2023-08-29,PMSC,Forenom,VR_PM Forenom Apartments,0010y00001a3oBiAAI,,2020-10-30
NextPax,2023-08-29,PMSC,fourseasonspropertymanagement,VR_PM Four Seasons Property Management,0010y00001jgEmbAAE,,2020-08-19
NextPax,2023-08-29,PMSC,GibsonBeachRentals,VR_PM Gibson Beach Rentals,0018b00002e6mPHAAY,,2024-10-10
NextPax,2023-08-29,PMSC,gondolaresorts,VR_PM Gondola Resorts,0010y00001a1hnXAAQ,,2025-03-26
NextPax,2023-08-29,PMSC,HoggEnterprisesLLC,VR_PM Hogg Enterprises LLC,0010y00001nQLWpAAO,,NEVER
NextPax,2023-08-29,PMSC,HolidayHomeAG,VR_PM Holiday Home AG,0018b00002fkceiAAA,,2025-03-26
NextPax,2023-08-29,PMSC,homerunvacationhomeUSD,VR_PM Home Run Vacation Homes,0010y00001hzmxNAAQ,,2019-11-01
NextPax,2023-08-29,PMSC,internationalhomeresortllc,VR_PM International Home Resort LLC,0010y00001io6LqAAI,,2020-12-05
NextPax,2023-08-29,PMSC,iTravelPropertyManagementLLC,VR_PM iTravel Property Management LLC,0010y00001thMPnAAM,,2021-11-10
NextPax,2023-08-29,PMSC,iTripFortMyersBeach,VR_PM iTrip Fort Myers Beach,0010y00001dWOSBAA4,,2025-02-05
NextPax,2023-08-29,PMSC,iTripVacationsAspenSnowmass,VR_PM iTrip Aspen Snowmass,0010y00001oAjODAA0,,2025-03-03
NextPax,2023-08-29,PMSC,kissimmeeanddavenportvrinc,VR_PM Kissimmee and Davenport VR Inc,0010y00001mVXjFAAW,,NEVER
NextPax,2023-08-29,PMSC,LakeshoreRentals,VR_PM Lakeshore Rentals,0010y00001c3WBOAA2,,2023-04-21
NextPax,2023-08-29,PMSC,lostbeachvacations,VR_PM Lost Beach Vacations,0010y00001fciBpAAI,,2019-07-29
NextPax,2023-08-29,PMSC,LTDCapital,VR_PM LTD Capital,0010y00001eZg5aAAC,PM switched to Guesty,2022-03-31
NextPax,2023-08-29,PMSC,ltdmysdrentals,VR_PM LTD-My SD Rentals,0010y00001ioEX7AAM,,NEVER
NextPax,2025-05-30,PMSC,luxuryrentalsmiamibeach,VR_PM Luxury Rentals Miami Beach,0010y00001YADbgAAH,,
NextPax,2023-08-29,PMSC,MagicalOrlandoResorts,VR_PM Magical Orlando Resorts,0010y00001dJL33AAG,,2019-03-11
NextPax,2023-08-29,PMSC,MOFreedomVacationRentalsLLC,VR_PM (MO) Freedom Vacation Rentals LLC,0010y00001fdbETAAY,,2023-01-27
NextPax,2023-08-29,PMSC,MountainEscapes,VR_PM Mountain Escapes Properties,0010y00001cJuLBAA0,,2022-04-06
NextPax,2023-08-29,PMSC,MountainLaurelCabinRentals,VR_PM Mountain Laurel Cabin Rentals,0010y00001dVEN7AAO,,2019-03-21
NextPax,2023-08-29,PMSC,MountaintopRealty,VR_PM Mountaintop Realty,0010y00001dwSvaAAE,,2022-06-30
NextPax,2023-08-29,PMSC,MtBakerLodgingInc,VR_PM Mt. Baker Lodging Inc.,0010y00001fbdPsAAI,,
NextPax,2023-08-29,PMSC,mymountaincabinrentals,VR_PM My Mountain Cabin Rentals,0010y00001h2Pf5AAE,,2019-09-26
NextPax,2023-08-29,PMSC,myrtlebeachvacationstations,VR_PM Myrtle Beach Vacation Stations,0010y00001i0wLiAAI,,NEVER
NextPax,2023-08-29,PMSC,MyrtleBeachVacationStationsUSD,VR_PM Myrtle Beach Vacation Stations,0010y00001i0wLiAAI,,2020-06-22
NextPax,2023-08-29,PMSC,NaturalElementsVacationRentals,VR_PM Natural Elements Rentals,0010y00001c0yY9AAI,,NEVER
NextPax,2023-08-29,PMSC,OptimaxVacationRentals,VR_PM Optimax Vacation Rentals,0010y00001dX2FUAA0,,2021-11-12
NextPax,2023-08-29,PMSC,orlandoshorttermllc,VR_PM Orlando Short Term LLC,0010y00001imHobAAE,,2025-03-16
NextPax,2023-08-29,PMSC,PalmBeachVacationHomesInc,VR_PM Palm Beach Vacation Homes Inc,0010y00001n9MJkAAM,,2024-09-27
NextPax,2023-08-29,PMSC,ParadiseCanyonGolfResortCompanyInc,VR_PM Paradise Canyon Golf Resort Company Inc,0010y00001lTrWMAA0,,2020-06-22
NextPax,2023-08-29,PMSC,ParadiseResortVacations,NOT FOUND,NOT FOUND,,2023-07-21
NextPax,2023-08-29,PMSC,PremierResortPropertiesLLC,VR_PM Premier Resort Properties LLC (iTrip Orlando),0010y00001oArZwAAK,,2025-02-22
NextPax,2023-08-29,PMSC,pricemorganvacationrentalsllc,VR_PM Price Morgan Vacation Rentals LLC,0010y00001lT8e0AAC,,2025-03-18
NextPax,2023-08-29,PMSC,RedRoseInvestmentsLLC,VR_PM Red Rose Investments LLC,0010y00001lSkTRAA0,,2025-02-16
NextPax,2023-08-29,PMSC,redsandsvacationproperties,VR_PM Red Sands Vacation Properties,0010y00001fcnFeAAI,,2020-02-26
NextPax,2023-08-29,PMSC,Rentvail,"RentVail,LLC",0018b000022dvzJAAQ,,2023-06-07
NextPax,2023-08-29,PMSC,sandbanksvacationstours,VR_PM Sandbanks Vacations & Tours,0010y00001kJzWEAA0,,2020-02-18
NextPax,2023-08-29,PMSC,SarasotaBeachVacationsLLCUS,VR_PM Sarasota Beach Vacations LLC (iTrip Sarasota),0010y00001i15KRAAY,,2025-03-11
NextPax,2023-08-29,PMSC,SauerlandBookingsGbR,VR_PM SauerlandBookings GbR,0010y00001lTN3EAAW,,NEVER
NextPax,2023-08-29,PMSC,shorttermrentalmanager,VR_PM Short Term Rental Manager,0010y00001gGW5uAAG,,2022-07-11
NextPax,2023-08-29,PMSC,snakeriversportingclub,VR_PM Snake River Sporting Club,0010y00001jDZFDAA4,,2022-08-26
NextPax,2023-08-29,PMSC,StarheelProperties,VR_PM Starheel Properties,0010y00001d7ZXIAA2,,2022-11-12
NextPax,2023-08-29,PMSC,stoweresorthomes,VR_PM Stowe Resort Homes,0010y00001gGh64AAC,,2021-02-23
NextPax,2023-08-29,PMSC,summioparcsbv,VR_PM Summio Parcs,0018b00002ft4DsAAI,,2025-03-17
NextPax,2023-08-29,PMSC,SummitCove,VR_PM SummitCove,0010y00001YAslxAAD,,2025-01-02
NextPax,2023-08-29,PMSC,sunlitvacationrentalsllc,VR_PM Sunlit Vacation Rentals LLC,0010y00001cHhAlAAK,,2025-02-04
NextPax,2023-08-29,PMSC,sunnydreamsfactoryllc,VR_PM Sunny Dreams Factory,0010y00001eY7qoAAC,,2021-05-12
NextPax,2023-08-29,PMSC,TeamWProperties,VR_PM TEAM W PROPERTIES CORP,0010y00001a3ovKAAQ,,2019-01-30
NextPax,2023-08-29,PMSC,tenneyrealtyservices,VR_PM Tenney Realty Services,0010y00001feu3GAAQ,,NEVER
NextPax,2023-08-29,PMSC,thecampbend,VR_PM The Camp Bend,0010y00001fOJ3fAAG,,2019-09-26
NextPax,2023-08-29,PMSC,tmcvacationrentals,VR_PM TMC Vacation Rentals,0010y00001fcl68AAA,,2023-12-06
NextPax,2023-08-29,PMSC,Toislandstravel,VR_PM To Islands Travel d.o.o. - DO NOT USE ANYMORE ACQUIRED BY VR_PM ADRIAGATE- 30.9.24,0018b00001wAH8LAAW,,2024-07-21
NextPax,2023-08-29,PMSC,TropicalVillasOrlando,VR_PM Tropical Villas Orlando,0010y00001dwbv6AAA,,NEVER
NextPax,2023-08-29,PMSC,tshonlinebuchungsgmbh,VR_PM Travanto,0010y00001kIJpKAAW,,2023-03-31
NextPax,2023-08-29,PMSC,TwoCasitas,"VR_PM Two Casitas, Santa Fe Vacation Rentals LLC",0010y00001bfaG0AAI,,2022-05-23
NextPax,2023-08-29,PMSC,VacationCapitalGroupManagementLLCUSD,VR_PM Vacation Capital Group Management LLC,0010y00001iqBzfAAE,,2024-08-23
NextPax,2023-08-29,PMSC,vailvillagerentals,VR_PM Vail Village Rentals,0010y00001imvfCAAQ,,2021-10-30
NextPax,2023-08-29,PMSC,VallartaDreamRentals,NOT FOUND,NOT FOUND,,NEVER
NextPax,2023-08-29,PMSC,VestevaRentals,VR_PM Vesteva Rentals (disabled),0010y00001eXKslAAG,,2021-03-15
NextPax,2023-08-29,PMSC,vistacayresortdirect,VR_PM Vista Cay Resort Direct,0010y00001dvWTkAAM,,2024-06-26
NextPax,2023-08-29,PMSC,wvrcottages,NOT FOUND,NOT FOUND,,2018-10-18
NextPax,2023-08-29,PMSC,wvrhoseasons,NOT FOUND,NOT FOUND,,NEVER
NextPax,2023-08-29,PMSC,CityRelay,VR_PM City Relay,0010y00001YBpG7AAL,,2023-08-30
RedAwning,2023-08-28,PMIS,<blank>,VR_PM RedAwning,0010y00001a4Y9fAAE,,
RentalsUnited,2024-08-29,PMSC,3VILLAS,3VILLAS,0010y00001dwd42AAA,,2020-02-18
RentalsUnited,2024-08-29,PMSC,5StarVillaHolidays,VR_PM 5 Star Villa Holidays,0010y00001gDANbAAO,,2023-06-12
RentalsUnited,2024-08-29,PMSC,Abbp,ABBP,0010y00001aqXmdAAE,,NEVER
RentalsUnited,2024-08-29,PMSC,abodela,NOT FOUND,NOT FOUND,,2023-07-19
RentalsUnited,2024-08-29,PMSC,AD8UKLimited,"VR_PM A,D8 UK Limited",0010y00001hG5wMAAS,,2023-12-11
RentalsUnited,2024-08-29,PMSC,AirAgentsSouthAfrica,VR_PM AirAgents South Africa,0010y00001jDWAbAAO,,2025-01-17
RentalsUnited,2024-08-29,PMSC,AirbetterHolidayHomesLLC,VR_PM AIRBETTER HOLIDAY HOMES L.L.C,0010y00001lLpeYAAS,,2025-03-27
RentalsUnited,2024-08-29,PMSC,Airbristol,VRPM Airbristol,0010y00001ZNXNyAAP,,2018-05-23
RentalsUnited,2024-08-29,PMSC,AirHop,VRPM AirHop,0010y00001a0n8IAAQ,,2019-03-15
RentalsUnited,2024-08-29,PMSC,AirManaged,VR_PM AirManaged,0010y00001ZNbGlAAL,,2018-02-22
RentalsUnited,2024-08-29,PMSC,AirManageSuffolk,VR_PM Air Manage Suffolk,0010y00001iS9hwAAC,,2024-01-31
RentalsUnited,2024-08-29,PMSC,AirPeaceofMind,VR_PM Air Peace of Mind,0010y00001lMsghAAC,,2025-03-24
RentalsUnited,2024-08-29,PMSC,AllInVacation,VR_PM All In Vacation LLC,0010y00001kyj6mAAA,,2020-07-21
RentalsUnited,2024-08-29,PMSC,AlloggioManagement,VR_PM Port Stephens Accommodation  (INACTIVE),0010y00001XvANXAA3,,2020-11-10
RentalsUnited,2024-08-29,PMSC,AlohaVacationVillas,VR_PM Aloha Vacation Villas,0010y00001oX9VMAA0,,2020-11-10
RentalsUnited,2024-08-29,PMSC,AngelHostInc,VR_PM Angel Host Inc- Canada,0010y00001cKXajAAG,,2021-10-26
RentalsUnited,2024-08-29,PMSC,AnnaMariaIslandBeachRentalsInc,VR_PM Anna Maria Island Beach Rentals Inc,0010y00001a3ovcAAA,,2025-01-06
RentalsUnited,2024-08-29,PMSC,AnnapolisCapitalPartners,VR_PM Annapolis Capital Partners,0010y00001kKSrtAAG,,2020-03-12
RentalsUnited,2024-08-29,PMSC,ArubaHolidayRentals,NOT FOUND,NOT FOUND,Not contracted,NEVER
RentalsUnited,2024-08-29,PMSC,aslagency,VR_PM ASL Agency d.o.o.,0010y00001cKNU7AAO,,2019-04-23
RentalsUnited,2024-08-29,PMSC,AtlantaLuxuryRentals,VR_PM Atlanta Luxury Rentals,0010y00001dvY3ZAAU,,2019-09-26
RentalsUnited,2024-08-29,PMSC,AvantStay,VR_PM AvantStay,0010y00001fVoEOAA0,,2025-03-28
RentalsUnited,2024-08-29,PMSC,AzureOnline,VR_PM Azure Online,0010y00001X87B9AAJ,,2023-09-19
RentalsUnited,2024-08-29,PMSC,BetterVacations,Better Vacations,NOT FOUND,,2020-04-17
RentalsUnited,2024-08-29,PMSC,BetterVacationsEUR,NOT FOUND,NOT FOUND,,2019-06-25
RentalsUnited,2024-08-29,PMSC,BHomyServicosAdministrativosLtda,VR_PM B-Homy Serviços Administrativos Ltda,0010y00001bKc34AAC,,2019-09-27
RentalsUnited,2024-08-29,PMSC,BnbManager,VR_PM BnbManager,0010y00001jfrbdAAA,,2022-09-12
RentalsUnited,2024-08-29,PMSC,BookingsForYou,Bookings For You,NOT FOUND,,2019-04-12
RentalsUnited,2024-08-29,PMSC,BOOKSXM,NOT FOUND,NOT FOUND,,2020-02-19
RentalsUnited,2024-08-29,PMSC,BoundlessHousing,VR_PM Boundless Housing,0010y00001Xtsu2AAB,,2025-01-20
RentalsUnited,2024-08-29,PMSC,BreckMountainManagers,NOT FOUND,NOT FOUND,,2018-05-04
RentalsUnited,2024-08-29,PMSC,BrightHolidayAccomodationAUD,Bright Holiday Accomodation,NOT FOUND,,2019-03-11
RentalsUnited,2024-08-29,PMSC,BRIGHTONGETAWAYSLTD,VR_PM BRIGHTON GETAWAYS LTD,0010y00001a3p3LAAQ,,2024-10-29
RentalsUnited,2024-08-29,PMSC,BuenaVistaHolidays,VR_PM Buena Vista Holidays,0010y00001aXoLXAA0,,2024-08-17
RentalsUnited,2024-08-29,PMSC,BuenaVistaHolidaysUSD,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,calamarquesa,VR_PM Cala Marquesa,0010y00001cHvHUAA0,,2021-08-24
RentalsUnited,2024-08-29,PMSC,CAPETOWNHOLIDAYAPARTMENTS,VR_PM CAPE TOWN HOLIDAY APARTMENTS,0010y00001a3pCdAAI,,2025-03-04
RentalsUnited,2024-08-29,PMSC,CapitaliaLiving,VR_PM Capitalia Living,0010y00001lNZGMAA4,,2020-03-12
RentalsUnited,2024-08-29,PMSC,CarbisBayHolidays,VR_PM Carbis Bay Holidays,0010y00001fLJP5AAO,,2019-07-23
RentalsUnited,2024-08-29,PMSC,CasiolaLLC,VR_PM Casiola LLC,0010y00001kIw7UAAS,,2025-03-24
RentalsUnited,2024-08-29,PMSC,CCProperties,VR_PM CC Properties,0010y00001kxtZiAAI,,2020-02-17
RentalsUnited,2024-08-29,PMSC,CENTURY21ConollyHayGroup,VR_PM CENTURY 21 Conolly Hay Group,0010y00001fc8nSAAQ,,2019-07-23
RentalsUnited,2024-08-29,PMSC,ChapawuProperties,VR_PM Chapawu Properties LLC,0010y00001bfUQjAAM,,2025-03-24
RentalsUnited,2024-08-29,PMSC,CinnamonShores,VR_PM Cinnamon Shores,0010y00001dY7x5AAC,,2025-03-19
RentalsUnited,2024-08-29,PMSC,ClearskyProperties,Clearsky Properties Ltd,NOT FOUND,,2020-06-10
RentalsUnited,2024-08-29,PMSC,CocoonR,VR_PM CocoonR,0010y00001XvFDuAAN,,2020-09-18
RentalsUnited,2024-08-29,PMSC,COMPASSPROPERTYSERVICES,VR_PM COMPASS PROPERTY SERVICES,0010y00001c3MTNAA2,,2020-03-13
RentalsUnited,2024-08-29,PMSC,condadolagoonhospitality,VR_PM Condado Lagoon Hospitality LLC,0010y00001a22U7AAI,,2018-10-02
RentalsUnited,2024-08-29,PMSC,condopolitan,VR_PM Condopolitan,0010y00001bdVY4AAM,,2019-02-11
RentalsUnited,2024-08-29,PMSC,CorpHousingLLC,VR_PM CorpHousing LLC,0010y00001ji3auAAA,,2022-04-13
RentalsUnited,2024-08-29,PMSC,CostaCarpeDiem,VR_PM Costa Carpe Diem,0010y00001jDWKhAAO,,2019-12-09
RentalsUnited,2024-08-29,PMSC,CountryValuesHolidayHomes,VR_PM The trustee for The Hyne Family Trust (Country Values Holiday Homes),0010y00001fcaWHAAY,,2019-10-29
RentalsUnited,2024-08-29,PMSC,CozyGroupSouthLLC,VR_PM Cozy Group South LLC,0010y00001a1JYpAAM,,2022-07-11
RentalsUnited,2024-08-29,PMSC,CozyLivingSuitesInc,VR_PM Cozy Living Suites Inc,0010y00001cHhbJAAS,,2019-06-07
RentalsUnited,2024-08-29,PMSC,CozyPropertyManagementPtyLtd,VR_PM Cozy Property Management Pty Ltd (INACTIVE),0010y00001dk1ffAAA,,2019-09-11
RentalsUnited,2024-08-29,PMSC,CozySuites,VR_PM Cozy Suites,0010y00001lwvm7AAA,,2022-11-18
RentalsUnited,2024-08-29,PMSC,CRIDOMbyDGA,VR_PM CRIDOM by DGA,0010y00001kKg6jAAC,,2021-03-31
RentalsUnited,2024-08-29,PMSC,CroWonder,NOT FOUND,NOT FOUND,,2019-02-12
RentalsUnited,2024-08-29,PMSC,CroydeHolidays,VR_PM Croyde Holidays LTD,0010y00001cx9GqAAI,,2025-03-15
RentalsUnited,2024-08-29,PMSC,CubaHomes,VR_PM Cuba Homes,0010y00001fdBO3AAM,,2019-10-28
RentalsUnited,2024-08-29,PMSC,DenStays,VR_PM DenStays,0010y00001eZqqOAAS,,2019-08-07
RentalsUnited,2024-08-29,PMSC,designedvr,VR_PM DesignedVR,0010y00001bIyqRAAS,,2025-03-12
RentalsUnited,2024-08-29,PMSC,DestadaProperties,NOT FOUND,NOT FOUND,,2021-02-25
RentalsUnited,2024-08-29,PMSC,DestinationStaysDS,VR_PM Destination Stays DS,0010y00001QMWVEAA5,,NEVER
RentalsUnited,2024-08-29,PMSC,DHProperties,VR_PM DH Properties,0010y00001cKQz5AAG,,
RentalsUnited,2024-08-29,PMSC,DistinctiveNZ,VR_PM Distinctive NZ,0010y00001feI2pAAE,,2019-12-20
RentalsUnited,2024-08-29,PMSC,DivvyGroup,Divvy Group,0010y00001seeYUAAY,,NEVER
RentalsUnited,2024-08-29,PMSC,DREAMALGARVE,VR_PM DREAMALGARVE,0010y00001a3o5pAAA,,2023-12-14
RentalsUnited,2024-08-29,PMSC,DreamEspana,VR_PM Dream Espana,0010y00001jorFpAAI,,2020-02-05
RentalsUnited,2024-08-29,PMSC,Dreamproperties,VR_PM Dream properties,0010y00001hND0RAAW,,2020-04-30
RentalsUnited,2024-08-29,PMSC,DreamVillasLTD,VR_PM Dream Villas LTD,0010y00001dwfb8AAA,,2021-10-02
RentalsUnited,2024-08-29,PMSC,DriftrTravels,VR_PM Driftr Travels,0010y00001dxAPeAAM,,2020-01-02
RentalsUnited,2024-08-29,PMSC,DRListings,NOT FOUND,NOT FOUND,,2018-05-09
RentalsUnited,2024-08-29,PMSC,DropTheKeez,NOT FOUND,NOT FOUND,,2018-11-19
RentalsUnited,2024-08-29,PMSC,DubaisaAtlanticRealty,VR_PM Dubaisa Atlantic Realty,0010y00001dl79bAAA,,2022-11-07
RentalsUnited,2024-08-29,PMSC,EarthSeaandSkyVacations,VR_PM Earth Sea and Sky Vacations,0010y00001i0L7PAAU,,2021-06-01
RentalsUnited,2024-08-29,PMSC,Easydomus,VR_PM Easydomus,0010y00001gxmeBAAQ,,2019-09-27
RentalsUnited,2024-08-29,PMSC,EdinburghHolidayAccommodation,VR_PM Edinburgh Holiday Accommodation,0010y00001kIqcCAAS,,2023-01-13
RentalsUnited,2024-08-29,PMSC,EldersRealEstate,NOT FOUND,NOT FOUND,,2020-12-17
RentalsUnited,2024-08-29,PMSC,EliteVirtualBrokerage,NOT FOUND,NOT FOUND,,2018-11-26
RentalsUnited,2024-08-29,PMSC,EmeraldStay,NOT FOUND,NOT FOUND,,2019-11-22
RentalsUnited,2025-05-26,PMSC,EnjoyApartments,VR_PM Enjoy Apartments,001PE00000QQ6IxYAL,,
RentalsUnited,2024-08-29,PMSC,ETVOUS,VR_PM ETVOUS,0010y00001inAMvAAM,,2020-02-26
RentalsUnited,2024-08-29,PMSC,EvolveVacationRental,VR_PM Evolve Vacation Rental,0010y00001lSdgHAAS,,2025-03-29
RentalsUnited,2024-08-29,PMSC,ExmouthHolidays,VR_PM Exmouth Holidays (INACTIVE),0010y00001fcaZaAAI,,2019-09-04
RentalsUnited,2024-08-29,PMSC,FBMHolidays,NOT FOUND,NOT FOUND,,2021-02-15
RentalsUnited,2024-08-29,PMSC,FinquesPalandriu,VR_PM Finques Palandriu,0010y00001ipUKeAAM,,2020-02-19
RentalsUnited,2024-08-29,PMSC,FirstNationalRealEstateBribieIsland,VR_PM First National Real Estate Bribie Island,0010y00001gDZ8IAAW,,2021-06-17
RentalsUnited,2024-08-29,PMSC,flatmanager,NOT FOUND,NOT FOUND,,2019-05-22
RentalsUnited,2024-08-29,PMSC,floridascandivacationhomes,NOT FOUND,NOT FOUND,,2019-02-04
RentalsUnited,2024-08-29,PMSC,FloridaSunVR,VR_PM Florida Sun VR,0010y00001dVtzmAAC,,2019-08-14
RentalsUnited,2024-08-29,PMSC,FlyingJamonLtd,VR_PM Flying Jamon Ltd,0010y00001ZNaadAAD,,2020-01-20
RentalsUnited,2024-08-29,PMSC,FlypHomes,VR_PM Flyp Homes LTD,0018b00002j0P3cAAE,,2025-03-28
RentalsUnited,2024-08-29,PMSC,FrankPorterVacationHomesRental,VR_PM Frank Porter Vacation Homes Rental,0010y00001jpE3fAAE,,2020-10-21
RentalsUnited,2024-08-29,PMSC,FromHometoRome,VR_PM From Home to Rome,0010y00001fVa9EAAS,,2019-09-16
RentalsUnited,2024-08-29,PMSC,FrontdeskLLC,VR_PM Frontdesk LLC (out of business),0010y00001a3oCfAAI,,2023-02-08
RentalsUnited,2024-08-29,PMSC,furnishedspaces,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,GenteelHome,VR_PM Genteel Home,0010y00001h3frfAAA,,2025-03-24
RentalsUnited,2024-08-29,PMSC,GestionApartamentosHispalisSL,VR_PM Gestion Apartamentos Hispalis SL,0010y00001kINaGAAW,,2020-06-18
RentalsUnited,2024-08-29,PMSC,GlobeApartments,NOT FOUND,NOT FOUND,,2018-05-24
RentalsUnited,2024-08-29,PMSC,GoHouse,VR_PM Go House,0010y00001dkFCxAAM,,2019-11-05
RentalsUnited,2024-08-29,PMSC,GuestWiser,NOT FOUND,NOT FOUND,,2019-01-23
RentalsUnited,2024-08-29,PMSC,HalkidikiTravelServices,VR_PM Halkidiki Travel Services,001PE00000PdKriYAF,,
RentalsUnited,2024-08-29,PMSC,HarmonyEscapes,VR_PM Harmony Escapes,0010y00001hMpVjAAK,,2020-02-14
RentalsUnited,2024-08-29,PMSC,HazRealtyLLC,VR_PM Haz Realty LLC,0010y00001i0ft1AAA,,2020-01-28
RentalsUnited,2024-08-29,PMSC,hedera,VR_PM Hedera,0010y00001bc5FSAAY,,2025-03-05
RentalsUnited,2024-08-29,PMSC,HelloApartmentsSitges,VR_PM Hello Apartments Sitges,0010y00001bd89eAAA,,2021-07-26
RentalsUnited,2024-08-29,PMSC,helphost,VR_PM HelpHost,0010y00001a404BAAQ,,2019-08-06
RentalsUnited,2024-08-29,PMSC,HeydayHostLtd,NOT FOUND,NOT FOUND,,2020-03-16
