Provider,Provider Property ID,Expedia ID,,Property Manager,Name,Country Code,Public Code,Reason Codes,Messages,Is Live,Meets Go Live Requirements,Regulatory Compliant,Images,Images Minimum,Images Found,Amenities,Amenities Minimum,Amenities Found,Amenities Missing,Special Check-In Instructions,Property Contact,Business Model,Number of Bedrooms,Number of Bathrooms,Taxes,Property Name,Phone,Geo-Coordinates,Address,Structure Type,Currency,Active Products,Active Products Minimum,Active Products Found,Sufficient Inventory,Sufficient Inventory Minimum,Sufficient Inventory Found
EQCStays,rbm-QG01I,126873561,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Get By Side #316 - Studio in Bessa by Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,FALSE,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
EQCStays,rbm-MT01I,126864000,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Neo Duos #505 - Intermares by Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,FALSE,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
EQCStays,rbm-DA01I,126862904,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Mar Bello Plaza #207 por Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,FALSE,FALSE,0,0,N/A,,,,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,1,1
EQCStays,rbm-CO01J,126856578,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Mirante-506 - Apt 300m from the Beach by Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,FALSE,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
EQCStays,mmtp-GY01J,126863306,0010y00001pJ18hAAC,Holistays,"7BR w/ Pool, Theater at Champions Gate",USA,OnboardingSucceeded,,,TRUE,FALSE,N/A,FALSE,6,0,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,TRUE,1,1
EQCStays,rbm-BU03J,126794230,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Beach Townhouses - Porto das Dunas By Carpediem,BRA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,77,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,TRUE,1,8
EQCStays,rbm-DH03J,126799516,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Hamilton #1203 - Apto in Meirelles by Carpediem,BRA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,43,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCStays,rbm-FW01H,126738518,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Breezes #404 - Apto. Com Jacuzzi by carpediem,BRA,OnboardingSucceeded,,,TRUE,TRUE,TRUE,TRUE,6,35,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCStays,rbm-GG01I,126737865,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,Summerville #117 - Luxury in Cumbuco by Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,TRUE,TRUE,6,58,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
EQCStays,rbm-OJ02I,126737391,0010y00001c3ME4AAM,CARPEDIEMHOMESBR,VG Sun #310 - Quadruple apartment by Carpediem,BRA,OnboardingSucceeded,,,TRUE,FALSE,TRUE,TRUE,6,49,N/A,,,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,TRUE,1,1
