Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
96723434,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
96066124,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
86146220,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
96658115,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
