Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
109530086,N/A,TRUE,N/A,N/A,TRUE,TRUE
108904399,N/A,TRUE,N/A,N/A,TRUE,TRUE
109980053,N/A,TRUE,N/A,N/A,TRUE,TRUE
107479525,N/A,TRUE,N/A,N/A,TRUE,TRUE
108866769,N/A,TRUE,N/A,N/A,TRUE,TRUE
109923144,N/A,TRUE,N/A,N/A,TRUE,TRUE
109729997,N/A,TRUE,N/A,N/A,TRUE,TRUE
109416107,N/A,TRUE,N/A,N/A,TRUE,TRUE
107644401,N/A,TRUE,N/A,N/A,TRUE,TRUE
109873195,N/A,TRUE,N/A,N/A,TRUE,TRUE
109957966,N/A,TRUE,N/A,N/A,TRUE,TRUE
109777467,N/A,TRUE,N/A,N/A,TRUE,TRUE
108585417,N/A,TRUE,N/A,N/A,TRUE,TRUE
109325368,N/A,TRUE,N/A,N/A,TRUE,TRUE
109979828,N/A,TRUE,N/A,N/A,TRUE,TRUE
107495105,N/A,TRUE,N/A,N/A,TRUE,TRUE
109529401,N/A,TRUE,N/A,N/A,TRUE,TRUE
109951044,N/A,TRUE,N/A,N/A,TRUE,TRUE
109472276,N/A,TRUE,N/A,N/A,TRUE,TRUE
109632773,N/A,TRUE,N/A,N/A,TRUE,TRUE
