Expedia ID,Name,Images,Active Products,Sufficient Inventory
101392959,"Vacation home in Porto Santo, Villa Girassol",FALSE,FALSE,FALSE
101392946,"Family vacation on Golden Island, La Maison Dorée",FALSE,FALSE,FALSE
101392939,In the heart of Porto Santo - Casa da Maresia,FALSE,FALSE,FALSE
101392940,"Casa do Lanço - Malvasia, wine and laurissilva",FALSE,FALSE,FALSE
101392933,Comfortable and near Funchal - Barreiros IV,FALSE,FALSE,FALSE
