uad      | dgs      | folder          | archive_reference                                                           | record_title                                                                | language_title| language| dates    | locality                                                                                                                   | record_type | volume   | event_type
106150940| 106150940| 106150940_000001| Matrimonios 1 1977–1981 - DGS(106150940)                                    | Matrimonios 1 1977–1981 - DGS(106150940)                                    | ES            | Español | 1981/1981| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Matrimonio  | 1        | Matrimonio
106150941| 106150941| 106150941_000001| Matrimonios 2 1982–1983 - DGS(106150941)                                    | Matrimonios 2 1982–1983 - DGS(106150941)                                    | ES            | Español | 1983/1983| Santa Rosa, La Yarada-Los Palos, Tacna, Tacna, Perú                                                                        | Matrimonio  | 2        | Matrimonio
106150942| 106150942| 106150942_000001| Matrimonios 3 1984–1985 - DGS(106150942)                                    | Matrimonios 3 1984–1985 - DGS(106150942)                                    | ES            | Español | 1985/1985| Santa Rosa, La Yarada-Los Palos, Tacna, Tacna, Perú                                                                        | Matrimonio  | 3        | Matrimonio
106150943| 106150943| 106150943_000001| Matrimonios 4 1986–1989 - DGS(106150943)                                    | Matrimonios 4 1986–1989 - DGS(106150943)                                    | ES            | Español | 1989/1989| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Matrimonio  |          | Matrimonio
106150944| 106150944| 106150944_000001| Matrimonios 5 1987–1989 - DGS(106150944)                                    | Matrimonios 5 1987–1989 - DGS(106150944)                                    | ES            | Español | 1989/1989| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Matrimonio  | 5        | Matrimonio
106150945| 106150945| 106150945_000001| Matrimonios 6 aprox. 1981–1990 - DGS(106150945)                             | Matrimonios 6 aprox. 1981–1990 - DGS(106150945)                             | ES            | Español | 1992/1992| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Matrimonio  |          | Matrimonio
106150946| 106150946| 106150946_000001| Matrimonios SN aprox. 1989–1990 - DGS(106150946)                            | Matrimonios SN aprox. 1989–1990 - DGS(106150946)                            | ES            | Español | 1989/1989| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Matrimonio  |          | Matrimonio
106150947| 106150947| 106150947_000001| Bautismos 3 1980–1982 - DGS(106150947)                                      | Bautismos 3 1980–1982 - DGS(106150947)                                      | ES            | Español | 1983/1983| Huanuara, Candarave, Tacna, Perú                                                                                           | Bautizo     |          | Bautizo
106150948| 106150948| 106150948_000001| Bautismos 2 1977–1979 - DGS(106150948)                                      | Bautismos 2 1977–1979 - DGS(106150948)                                      | ES            | Español | 1979/1979| Huanuara, Candarave, Tacna, Perú                                                                                           | Bautizo     | 2        | Bautizo
106150949| 106150949| 106150949_000001| Bautismos 1 1969–1977 - DGS(106150949)                                      | Bautismos 1 1969–1977 - DGS(106150949)                                      | ES            | Español | 1977/1977| Huanuara, Candarave, Tacna, Perú                                                                                           | Bautizo     | 1        | Bautizo
106150977| 106150977| 106150977_000001| Bautismos 27 30 ago 1929–28 feb 1932 - DGS(106150977)                       | Bautismos 27 30 ago 1929–28 feb 1932 - DGS(106150977)                       | ES            | Español | 1932/1932| Tacna, Tacna, Tacna, Perú                                                                                                  | Bautizo     | 27       | Bautizo
106150978| 106150978| 106150978_000001| Bautismos 28 4 sep 1929–18 abr 1934 - DGS(106150978)                        | Bautismos 28 4 sep 1929–18 abr 1934 - DGS(106150978)                        | ES            | Español | 1934/1934| Tacna, Tacna, Tacna, Perú                                                                                                  | Bautizo     | 28       | Bautizo
106150979| 106150979| 106150979_000001| Bautismos 29 19 abr 1934–20 dic 1936 - DGS(106150979)                       | Bautismos 29 19 abr 1934–20 dic 1936 - DGS(106150979)                       | ES            | Español | 1936/1936| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 29       | Bautizo
106150980| 106150980| 106150980_000001| Bautismos 30 20 dic 1936–8 may 1938 - DGS(106150980)                        | Bautismos 30 20 dic 1936–8 may 1938 - DGS(106150980)                        | ES            | Español | 1938/1938| Tacna, Tacna, Tacna, Perú                                                                                                  | Bautizo     | 30       | Bautizo
106150981| 106150981| 106150981_000001| Bautismos 31 8 may 1938–18 mar 1940 - DGS(106150981)                        | Bautismos 31 8 may 1938–18 mar 1940 - DGS(106150981)                        | ES            | Español | 1940/1940| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 31       | Bautizo
106150982| 106150982| 106150982_000001| Bautismos 32 19 mar 1940–9 ago 1942 - DGS(106150982)                        | Bautismos 32 19 mar 1940–9 ago 1942 - DGS(106150982)                        | ES            | Español | 1942/1942| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 32       | Bautizo
106150983| 106150983| 106150983_000001| Bautismos 33 15 ago 1942–18 feb 1945 - DGS(106150983)                       | Bautismos 33 15 ago 1942–18 feb 1945 - DGS(106150983)                       | ES            | Español | 1945/1945| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 33       | Bautizo
106150984| 106150984| 106150984_000001| Bautismos 34 19 feb–9 dic 1945 - DGS(106150984)                             | Bautismos 34 19 feb–9 dic 1945 - DGS(106150984)                             | ES            | Español | 1945/1945| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Bautizo     | 34       | Bautizo
106150985| 106150985| 106150985_000001| Bautismos 35 11 dic 1945–26 dic 1946 - DGS(106150985)                       | Bautismos 35 11 dic 1945–26 dic 1946 - DGS(106150985)                       | ES            | Español | 1946/1946| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 35       | Bautizo
106150986| 106150986| 106150986_000001| Bautismos 36 1 ene 1947–31 dic 1948 - DGS(106150986)                        | Bautismos 36 1 ene 1947–31 dic 1948 - DGS(106150986)                        | ES            | Español | 1948/1948| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 36       | Bautizo
106150987| 106150987| 106150987_000001| Bautismos 37 1 ene 1949–30 sep 1950 - DGS(106150987)                        | Bautismos 37 1 ene 1949–30 sep 1950 - DGS(106150987)                        | ES            | Español | 1950/1950| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 37       | Bautizo
106150988| 106150988| 106150988_000001| Bautismos 38 1 ene 1949–6 ago 1950 - DGS(106150988)                         | Bautismos 38 1 ene 1949–6 ago 1950 - DGS(106150988)                         | ES            | Español | 1950/1950| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 38       | Bautizo
106150989| 106150989| 106150989_000001| Bautismos 39 2 oct 1950–15 mar 1953 - DGS(106150989)                        | Bautismos 39 2 oct 1950–15 mar 1953 - DGS(106150989)                        | ES            | Español | 1952/1952| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 39       | Bautizo
106150990| 106150990| 106150990_000001| Bautismos 41 2 ago 1952–24 abr 1954 - DGS(106150990)                        | Bautismos 41 2 ago 1952–24 abr 1954 - DGS(106150990)                        | ES            | Español | 1954/1954| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 41       | Bautizo
106150991| 106150991| 106150991_000001| Bautismos 42 25 abr 1954–19 dic 1956 - DGS(106150991)                       | Bautismos 42 25 abr 1954–19 dic 1956 - DGS(106150991)                       | ES            | Español | 1956/1956| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 42       | Bautizo
106150992| 106150992| 106150992_000001| Bautismos 43 20 dic 1956–28 may 1961 - DGS(106150992)                       | Bautismos 43 20 dic 1956–28 may 1961 - DGS(106150992)                       | ES            | Español | 1959/1959| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 43       | Bautizo
106150993| 106150993| 106150993_000001| Bautismos 44 1 ene 1960–14 oct 1961 - DGS(106150993)                        | Bautismos 44 1 ene 1960–14 oct 1961 - DGS(106150993)                        | ES            | Español | 1961/1961| Sagrario, Lima, Lima, Perú                                                                                                 | Bautizo     | 44       | Bautizo
106150994| 106150994| 106150994_000001| Bautismos 45 14 oct 1961–6 dic 1964 - DGS(106150994)                        | Bautismos 45 14 oct 1961–6 dic 1964 - DGS(106150994)                        | ES            | Español | 1964/1964| Sagrario, Lima, Lima, Perú                                                                                                 | Bautizo     | 45       | Bautizo
106150995| 106150995| 106150995_000001| Bautismos 46 7 dic 1964–2 abr 1967 - DGS(106150995)                         | Bautismos 46 7 dic 1964–2 abr 1967 - DGS(106150995)                         | ES            | Español | 1967/1967| Sagrario, Lima, Lima, Perú                                                                                                 | Bautizo     | 46       | Bautizo
106150996| 106150996| 106150996_000001| Bautismos 47 2 abr 1967–5 nov 1973 - DGS(106150996)                         | Bautismos 47 2 abr 1967–5 nov 1973 - DGS(106150996)                         | ES            | Español | 1974/1974| Sagrario, Lima, Lima, Perú                                                                                                 | Bautizo     | 47       | Bautizo
106150997| 106150997| 106150997_000001| Bautismos 48 16 mar 1974–19 abr 1986 - DGS(106150997)                       | Bautismos 48 16 mar 1974–19 abr 1986 - DGS(106150997)                       | ES            | Español | 1986/1986| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 48       | Bautizo
106150998| 106150998| 106150998_000001| Bautismos 49 16 mar 1986–19 abr 1993 - DGS(106150998)                       | Bautismos 49 16 mar 1986–19 abr 1993 - DGS(106150998)                       | ES            | Español | 1993/1993| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Bautizo     | 49       | Bautizo
106150999| 106150999| 106150999_000001| Bautismos 50 3 oct 1993–27 may 2000 - DGS(106150999)                        | Bautismos 50 3 oct 1993–27 may 2000 - DGS(106150999)                        | ES            | Español | 2000/2000| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Bautizo     | 50       | Bautizo
106151000| 106151000| 106151000_000001| Bautismos 51 3 oct 2001–27 may 2007 - DGS(106151000)                        | Bautismos 51 3 oct 2001–27 may 2007 - DGS(106151000)                        | ES            | Español | 2007/2007| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Bautizo     | 51       | Bautizo
106151001| 106151001| 106151001_000001| Bautismos 52 5 ene 2008–31 mar 2012 - DGS(106151001)                        | Bautismos 52 5 ene 2008–31 mar 2012 - DGS(106151001)                        | ES            | Español | 2012/2012| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Bautizo     | 52       | Bautizo
106151002| 106151002| 106151002_000001| Bautismos 53 2 jun 2012–8 dic 2018 - DGS(106151002)                         | Bautismos 53 2 jun 2012–8 dic 2018 - DGS(106151002)                         | ES            | Español | 2012/2012| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Bautizo     | 53       | Bautizo
106151003| 106151003| 106151003_000001| Confirmaciones 1 12 may 1966–10 ene 1998 - DGS(106151003)                   | Confirmaciones 1 12 may 1966–10 ene 1998 - DGS(106151003)                   | ES            | Español | 1997/1997| San Pedro Apóstol, Tacna, Tacna, Tacna, Tacna, Perú                                                                        | Confirmación| 1        | Confirmación
106151004| 106151004| 106151004_000001| Matrimonios 8 17 may 1953–24 dic 1959 - DGS(106151004)                      | Matrimonios 8 17 may 1953–24 dic 1959 - DGS(106151004)                      | ES            | Español | 1959/1959| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Matrimonio  | 8        | Matrimonio
106151005| 106151005| 106151005_000001| Matrimonios 9 17 may 1960–17 ene 1981 - DGS(106151005)                      | Matrimonios 9 17 may 1960–17 ene 1981 - DGS(106151005)                      | ES            | Español | 1980/1980| Sagrario, Lima, Lima, Perú                                                                                                 | Matrimonio  | 9        | Matrimonio
106151006| 106151006| 106151006_000001| Matrimonios 10 14 mar 1981–20 oct 2018 - DGS(106151006)                     | Matrimonios 10 14 mar 1981–20 oct 2018 - DGS(106151006)                     | ES            | Español | 2012/2012| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Matrimonio  | 10       | Matrimonio
106151162| 106151162| 106151162_000001| Bautismos 1 31 jul 1993–1 ago 1998 - DGS(106151162)                         | Bautismos 1 31 jul 1993–1 ago 1998 - DGS(106151162)                         | ES            | Español | 1998/1998| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 1        | Bautizo
106151163| 106151163| 106151163_000001| Bautismos 2 1 ago 1998–9 sep 2000 - DGS(106151163)                          | Bautismos 2 1 ago 1998–9 sep 2000 - DGS(106151163)                          | ES            | Español | 2000/2000| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 2        | Bautizo
106151164| 106151164| 106151164_000001| Bautismos 3 9 sep 2000–12 jun 2004 - DGS(106151164)                         | Bautismos 3 9 sep 2000–12 jun 2004 - DGS(106151164)                         | ES            | Español | 2004/2004| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 3        | Bautizo
106151165| 106151165| 106151165_000001| Bautismos 4 12 jun 2004–25 ago 2007 - DGS(106151165)                        | Bautismos 4 12 jun 2004–25 ago 2007 - DGS(106151165)                        | ES            | Español | 2007/2007| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 4        | Bautizo
106151166| 106151166| 106151166_000001| Bautismos 5 25 ago 2007–4 may 2013 - DGS(106151166)                         | Bautismos 5 25 ago 2007–4 may 2013 - DGS(106151166)                         | ES            | Español | 2013/2013| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 5        | Bautizo
106151167| 106151167| 106151167_000001| Bautismos 6 4 may 2013–17 nov 2018 - DGS(106151167)                         | Bautismos 6 4 may 2013–17 nov 2018 - DGS(106151167)                         | ES            | Español | 2018/2018| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 6        | Bautizo
106151168| 106151168| 106151168_000001| Bautismos 7 17 nov 2018–5 ene 2019 - DGS(106151168)                         | Bautismos 7 17 nov 2018–5 ene 2019 - DGS(106151168)                         | ES            | Español | 2019/2019| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Bautizo     | 7        | Bautizo
106151169| 106151169| 106151169_000001| Bautismos 1 29 nov 1964–18 jul 1971 - DGS(106151169)                        | Bautismos 1 29 nov 1964–18 jul 1971 - DGS(106151169)                        | ES            | Español | 1971/1971| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 1        | Bautizo
106151170| 106151170| 106151170_000001| Bautismos 2 18 jul 1971–24 may 1975 - DGS(106151170)                        | Bautismos 2 18 jul 1971–24 may 1975 - DGS(106151170)                        | ES            | Español | 1975/1975| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 2        | Bautizo
106151171| 106151171| 106151171_000001| Bautismos 3 24 may 1975–12 feb 1977 - DGS(106151171)                        | Bautismos 3 24 may 1975–12 feb 1977 - DGS(106151171)                        | ES            | Español | 1977/1977| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 3        | Bautizo
106151172| 106151172| 106151172_000001| Bautismos 4 12 feb 1977–1 sep 1979 - DGS(106151172)                         | Bautismos 4 12 feb 1977–1 sep 1979 - DGS(106151172)                         | ES            | Español | 1979/1979| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 4        | Bautizo
106151173| 106151173| 106151173_000001| Bautismos 5 11 dic 1976–5 jun 1982 - DGS(106151173)                         | Bautismos 5 11 dic 1976–5 jun 1982 - DGS(106151173)                         | ES            | Español | 1982/1982| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 5        | Bautizo
106151174| 106151174| 106151174_000001| Bautismos 6 5 jun 1982–15 nov 1986 - DGS(106151174)                         | Bautismos 6 5 jun 1982–15 nov 1986 - DGS(106151174)                         | ES            | Español | 1986/1986| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 6        | Bautizo
106151175| 106151175| 106151175_000001| Bautismos 7 15 nov 1986–23 jun 1989 - DGS(106151175)                        | Bautismos 7 15 nov 1986–23 jun 1989 - DGS(106151175)                        | ES            | Español | 1989/1989| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 7        | Bautizo
106151176| 106151176| 106151176_000001| Bautismos 8 23 jun 1989–21 sep 1991 - DGS(106151176)                        | Bautismos 8 23 jun 1989–21 sep 1991 - DGS(106151176)                        | ES            | Español | 1991/1991| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 8        | Bautizo
106151177| 106151177| 106151177_000001| Bautismos 9 21 sep 1991–12 feb 1994 - DGS(106151177)                        | Bautismos 9 21 sep 1991–12 feb 1994 - DGS(106151177)                        | ES            | Español | 1994/1994| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 9        | Bautizo
106151178| 106151178| 106151178_000001| Bautismos 10 12 feb 1994–10 ago 1996 - DGS(106151178)                       | Bautismos 10 12 feb 1994–10 ago 1996 - DGS(106151178)                       | ES            | Español | 1996/1996| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 10       | Bautizo
106151179| 106151179| 106151179_000001| Bautismos 11 10 ago 1996–14 nov 1998 - DGS(106151179)                       | Bautismos 11 10 ago 1996–14 nov 1998 - DGS(106151179)                       | ES            | Español | 1998/1998| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 11       | Bautizo
106151180| 106151180| 106151180_000001| Bautismos 12 14 nov 1998–2 nov 2002 - DGS(106151180)                        | Bautismos 12 14 nov 1998–2 nov 2002 - DGS(106151180)                        | ES            | Español | 2002/2002| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 12       | Bautizo
106151181| 106151181| 106151181_000001| Bautismos 13 2 nov 2002–12 nov 2005 - DGS(106151181)                        | Bautismos 13 2 nov 2002–12 nov 2005 - DGS(106151181)                        | ES            | Español | 2005/2005| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 13       | Bautizo
106151182| 106151182| 106151182_000001| Bautismos 14 12 nov 2005–24 oct 2009 - DGS(106151182)                       | Bautismos 14 12 nov 2005–24 oct 2009 - DGS(106151182)                       | ES            | Español | 2009/2009| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 14       | Bautizo
106151183| 106151183| 106151183_000001| Bautismos 15 24 oct 2009–3 dic 2011 - DGS(106151183)                        | Bautismos 15 24 oct 2009–3 dic 2011 - DGS(106151183)                        | ES            | Español | 2011/2011| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 15       | Bautizo
106151184| 106151184| 106151184_000001| Bautismos 16 3 dic 2011–3 ago 2013 - DGS(106151184)                         | Bautismos 16 3 dic 2011–3 ago 2013 - DGS(106151184)                         | ES            | Español | 2013/2013| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 16       | Bautizo
106151185| 106151185| 106151185_000001| Confirmaciones 1 30 nov 1997–9 dic 2012 - DGS(106151185)                    | Confirmaciones 1 30 nov 1997–9 dic 2012 - DGS(106151185)                    | ES            | Español | 2012/2012| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Confirmación| 1        | Confirmación
106151186| 106151186| 106151186_000001| Confirmaciones 2 9 dic 2012–23 dic 2018 - DGS(106151186)                    | Confirmaciones 2 9 dic 2012–23 dic 2018 - DGS(106151186)                    | ES            | Español | 2018/2018| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Confirmación| 2        | Confirmación
106151187| 106151187| 106151187_000001| Matrimonios 1 31 jul 1993–15 oct 2016 - DGS(106151187)                      | Matrimonios 1 31 jul 1993–15 oct 2016 - DGS(106151187)                      | ES            | Español | 1998/1998| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Matrimonio  | 1        | Matrimonio
106151188| 106151188| 106151188_000001| Matrimonios 2 15 oct 2016–29 dic 2018 - DGS(106151188)                      | Matrimonios 2 15 oct 2016–29 dic 2018 - DGS(106151188)                      | ES            | Español | 2018/2018| Nuestra Señora de Copacabana, La Esperanza, Alto de La Alianza, Tacna, Tacna, Perú                                         | Matrimonio  | 2        | Matrimonio
106151189| 106151189| 106151189_000001| Bautismos 17 3 ago 2013–29 nov 2014 - DGS(106151189)                        | Bautismos 17 3 ago 2013–29 nov 2014 - DGS(106151189)                        | ES            | Español | 2014/2014| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 17       | Bautizo
106151190| 106151190| 106151190_000001| Bautismos 17 29 nov 2014–19 ene 2019 - DGS(106151190)                       | Bautismos 17 29 nov 2014–19 ene 2019 - DGS(106151190)                       | ES            | Español | 2014/2014| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Bautizo     | 17       | Bautizo
106151191| 106151191| 106151191_000001| Matrimonios 1 5 dic 1964–9 dic 1995 - DGS(106151191)                        | Matrimonios 1 5 dic 1964–9 dic 1995 - DGS(106151191)                        | ES            | Español | 1995/1995| San Martín de Porres, Tacna, Tacna, Tacna, Tacna, Perú                                                                     | Matrimonio  | 1        | Matrimonio
106151370| 106151370| 106151370_000001| Confirmaciones 1 28 oct 1900–12 dic 1965 - DGS(106151370)                   | Confirmaciones 1 28 oct 1900–12 dic 1965 - DGS(106151370)                   | ES            | Español | 1965/1965| Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú                                                                           | Confirmación| 1        | Confirmación
106151371| 106151371| 106151371_000001| Confirmaciones 2 aprox. 1956–8 dic 1972 - DGS(106151371)                    | Confirmaciones 2 aprox. 1956–8 dic 1972 - DGS(106151371)                    | ES            | Español | 1972/1972| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Confirmación| 2        | Confirmación
106151372| 106151372| 106151372_000001| Confirmaciones 3 aprox. 8 dic 1972–25 nov 1990 - DGS(106151372)             | Confirmaciones 3 aprox. 8 dic 1972–25 nov 1990 - DGS(106151372)             | ES            | Español | 1989/1989| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Confirmación| 3        | Confirmación
106151373| 106151373| 106151373_000001| Confirmaciones 4 20 oct 1973–14 dic 1996 - DGS(106151373)                   | Confirmaciones 4 20 oct 1973–14 dic 1996 - DGS(106151373)                   | ES            | Español | 1997/1997| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Confirmación| 4        | Confirmación
106151374| 106151374| 106151374_000001| Confirmaciones S/N 3 oct 1949–3 dic 1969 - DGS(106151374)                   | Confirmaciones S/N 3 oct 1949–3 dic 1969 - DGS(106151374)                   | ES            | Español | 1968/1968| Puquina, Puquina, General Sánchez Cerro, Moquegua, Perú                                                                    | Confirmación|          | Confirmación
106151375| 106151375| 106151375_000001| Expedientes Matrimoniales 1 4 jun 1919–10 ene 1929 - DGS(106151375)         | Expedientes Matrimoniales 1 4 jun 1919–10 ene 1929 - DGS(106151375)         | ES            | Español | 1929/1929| Tacna, Tacna, Tacna, Tacna, Perú                                                                                           | Matrimonio  |          | Matrimonio
106151376| 106151376| 106151376_000001| Expedientes Matrimoniales 2002-2008 9 feb 2002–8 nov 2008 - DGS(106151376)  | Expedientes Matrimoniales 2002-2008 9 feb 2002–8 nov 2008 - DGS(106151376)  | ES            | Español | 2008/2008| Tacna, Tacna, Tacna, Perú                                                                                                  | Matrimonio  |          | Matrimonio
106151377| 106151377| 106151377_000001| Expedientes Matrimoniales 1962-2002 17 ago 1967–3 feb 2002 - DGS(106151377) | Expedientes Matrimoniales 1962-2002 17 ago 1967–3 feb 2002 - DGS(106151377) | ES            | Español | 2002/2002| Tacna, Tacna, Tacna, Perú                                                                                                  | Matrimonio  |          | Matrimonio
106151378| 106151378| 106151378_000001| Expedientes Matrimoniales 1969-1971 19 ago 1958–2 ago 1974 - DGS(106151378) | Expedientes Matrimoniales 1969-1971 19 ago 1958–2 ago 1974 - DGS(106151378) | ES            | Español | 1969/1969| Tacna, Tacna, Tacna, Perú                                                                                                  | Matrimonio  |          | Matrimonio
106151379| 106151379| 106151379_000001| Expedientes Matrimoniales 1900 26 dic 1899–15 oct 1910 - DGS(106151379)     | Expedientes Matrimoniales 1900 26 dic 1899–15 oct 1910 - DGS(106151379)     | ES            | Español | 1900/1900| Puquina, Puquina, General Sánchez Cerro, Moquegua, Perú                                                                    | Matrimonio  | 1900     | Matrimonio
106151380| 106151380| 106151380_000001| Expedientes Matrimoniales 1992-1993 24 jul 1992–23 nov 1993 - DGS(106151380)| Expedientes Matrimoniales 1992-1993 24 jul 1992–23 nov 1993 - DGS(106151380)| ES            | Español | 1993/1993| Tacna, Tacna, Tacna, Perú                                                                                                  | Matrimonio  | 1992-1993| Matrimonio
106151396| 106151396| 106151396_000001| Confirmaciones 1 30 nov 1994–10 feb 2002 - DGS(106151396)                   | Confirmaciones 1 30 nov 1994–10 feb 2002 - DGS(106151396)                   | ES            | Español | 1997/1997| Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú                                                                           | Confirmación| 1        | Confirmación
106151397| 106151397| 106151397_000001| Confirmaciones 1 22 dic 2002–16 dic 2018 - DGS(106151397)                   | Confirmaciones 1 22 dic 2002–16 dic 2018 - DGS(106151397)                   | ES            | Español | 2018/2018| Nuestra Señora de la Natividad, Tacna, Tacna, Tacna, Tacna, Perú                                                           | Confirmación| 1        | Confirmación
106165351| 106165351| 106165351_000001| Bautismos 1 5 oct 1975–4 oct 1980 - DGS(106165351)                          | Bautismos 1 5 oct 1975–4 oct 1980 - DGS(106165351)                          | ES            | Español | 1980/1980| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 1        | Bautizo
106165352| 106165352| 106165352_000001| Bautismos 2 8 oct 1980–12 abr 1982 - DGS(106165352)                         | Bautismos 2 8 oct 1980–12 abr 1982 - DGS(106165352)                         | ES            | Español | 1982/1982| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 2        | Bautizo
106165353| 106165353| 106165353_000001| Bautismos 3 12 dic 1982–12 mar 1984 - DGS(106165353)                        | Bautismos 3 12 dic 1982–12 mar 1984 - DGS(106165353)                        | ES            | Español | 1984/1984| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 3        | Bautizo
106165354| 106165354| 106165354_000001| Bautismos 3 10 mar 1984–15 jul 1985 - DGS(106165354)                        | Bautismos 3 10 mar 1984–15 jul 1985 - DGS(106165354)                        | ES            | Español | 1985/1985| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 3        | Bautizo
106165355| 106165355| 106165355_000001| Bautismos 5 13 jul 1985–23 may 1987 - DGS(106165355)                        | Bautismos 5 13 jul 1985–23 may 1987 - DGS(106165355)                        | ES            | Español | 1987/1987| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 5        | Bautizo
106165356| 106165356| 106165356_000001| Bautismos 6 20 may 1987–6 may 1989 - DGS(106165356)                         | Bautismos 6 20 may 1987–6 may 1989 - DGS(106165356)                         | ES            | Español | 1989/1989| Santa Rosa de Lima, Tacna, Tacna, Tacna, Tacna, Perú                                                                       | Bautizo     | 6        | Bautizo
