uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5158058|5158058|005158058_000001|Nacimientos 1923 - DGS(005158058)|Nacimientos 1923 - DGS(005158058)|ES|Español|1923/1923|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158059|5158059|005158059_000001|Defunciones 1938 - DGS(005158059)|Defunciones 1938 - DGS(005158059)|ES|Español|1938/1938|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158060|5158060|005158060_000001|Matrimonios 1933 - DGS(005158060)|Matrimonios 1933 - DGS(005158060)|ES|Español|1933/1933|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158061|5158061|005158061_000001|Nacimientos 1923 - DGS(005158061)|Nacimientos 1923 - DGS(005158061)|ES|Español|1923/1923|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158062|5158062|005158062_000001|Defunciones 1939 - DGS(005158062)|Defunciones 1939 - DGS(005158062)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158063|5158063|005158063_000001|Matrimonios 1934 - DGS(005158063)|Matrimonios 1934 - DGS(005158063)|ES|Español|1934/1934|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158064|5158064|005158064_000001|Nacimientos 1925 - DGS(005158064)|Nacimientos 1925 - DGS(005158064)|ES|Español|1925/1925|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158065|5158065|005158065_000001|Matrimonios 1935 - DGS(005158065)|Matrimonios 1935 - DGS(005158065)|ES|Español|1935/1935|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158066|5158066|005158066_000001|Certificados de defunción 1939 - DGS(005158066)|Certificados de defunción 1939 - DGS(005158066)|ES|Español|1939/1939|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158067|5158067|005158067_000001|Nacimientos 1925 - DGS(005158067)|Nacimientos 1925 - DGS(005158067)|ES|Español|1925/1925|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158068|5158068|005158068_000001|Matrimonios 1936 - DGS(005158068)|Matrimonios 1936 - DGS(005158068)|ES|Español|1936/1936|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158069|5158069|005158069_000001|Nacimientos 1925 - DGS(005158069)|Nacimientos 1925 - DGS(005158069)|ES|Español|1925/1925|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158070|5158070|005158070_000001|Defunciones 1939 - DGS(005158070)|Defunciones 1939 - DGS(005158070)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158071|5158071|005158071_000001|Matrimonios 1937 - DGS(005158071)|Matrimonios 1937 - DGS(005158071)|ES|Español|1937/1937|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158072|5158072|005158072_000001|Nacimientos 1934 - DGS(005158072)|Nacimientos 1934 - DGS(005158072)|ES|Español|1934/1934|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158073|5158073|005158073_000001|Certificados de defunción 1951 - DGS(005158073)|Certificados de defunción 1951 - DGS(005158073)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158074|5158074|005158074_000001|Nacimientos 1934 - DGS(005158074)|Nacimientos 1934 - DGS(005158074)|ES|Español|1934/1934|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158075|5158075|005158075_000001|Matrimonios 1938 - DGS(005158075)|Matrimonios 1938 - DGS(005158075)|ES|Español|1938/1938|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158076|5158076|005158076_000001|Defunciones 1951 - DGS(005158076)|Defunciones 1951 - DGS(005158076)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158077|5158077|005158077_000001|Nacimientos 1934 - DGS(005158077)|Nacimientos 1934 - DGS(005158077)|ES|Español|1934/1934|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158078|5158078|005158078_000001|Matrimonios 1939 - DGS(005158078)|Matrimonios 1939 - DGS(005158078)|ES|Español|1939/1939|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158079|5158079|005158079_000001|Certificados de defunción 1952 - DGS(005158079)|Certificados de defunción 1952 - DGS(005158079)|ES|Español|1952/1952|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158080|5158080|005158080_000001|Nacimientos 1934 - DGS(005158080)|Nacimientos 1934 - DGS(005158080)|ES|Español|1934/1934|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158081|5158081|005158081_000001|Matrimonios 1941 - DGS(005158081)|Matrimonios 1941 - DGS(005158081)|ES|Español|1941/1941|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158082|5158082|005158082_000001|Certificados de defunción 1952 - DGS(005158082)|Certificados de defunción 1952 - DGS(005158082)|ES|Español|1952/1952|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158083|5158083|005158083_000001|Nacimientos 1935 - DGS(005158083)|Nacimientos 1935 - DGS(005158083)|ES|Español|1935/1935|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158084|5158084|005158084_000001|Matrimonios 1941 - DGS(005158084)|Matrimonios 1941 - DGS(005158084)|ES|Español|1941/1941|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158085|5158085|005158085_000001|Certificados de defunción 1952 - DGS(005158085)|Certificados de defunción 1952 - DGS(005158085)|ES|Español|1952/1952|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158086|5158086|005158086_000001|Certificados de defunción 1954 - DGS(005158086)|Certificados de defunción 1954 - DGS(005158086)|ES|Español|1954/1954|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158087|5158087|005158087_000001|Matrimonios 1942 - DGS(005158087)|Matrimonios 1942 - DGS(005158087)|ES|Español|1942/1942|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158088|5158088|005158088_000001|Nacimientos 1935 - DGS(005158088)|Nacimientos 1935 - DGS(005158088)|ES|Español|1935/1935|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158089|5158089|005158089_000001|Certificados de defunción 1954 - DGS(005158089)|Certificados de defunción 1954 - DGS(005158089)|ES|Español|1954/1954|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158090|5158090|005158090_000001|Matrimonios 1943 - DGS(005158090)|Matrimonios 1943 - DGS(005158090)|ES|Español|1943/1943|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158091|5158091|005158091_000001|Nacimientos 1935 - DGS(005158091)|Nacimientos 1935 - DGS(005158091)|ES|Español|1935/1935|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158092|5158092|005158092_000001|Certificados de defunción 1956 - DGS(005158092)|Certificados de defunción 1956 - DGS(005158092)|ES|Español|1956/1956|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158093|5158093|005158093_000001|Matrimonios 1944 - DGS(005158093)|Matrimonios 1944 - DGS(005158093)|ES|Español|1944/1944|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158094|5158094|005158094_000001|Nacimientos 1935 - DGS(005158094)|Nacimientos 1935 - DGS(005158094)|ES|Español|1935/1935|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158095|5158095|005158095_000001|Defunciones 1956 - DGS(005158095)|Defunciones 1956 - DGS(005158095)|ES|Español|1956/1956|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158096|5158096|005158096_000001|Nacimientos 1935 - DGS(005158096)|Nacimientos 1935 - DGS(005158096)|ES|Español|1935/1935|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158097|5158097|005158097_000001|Matrimonios 1945 - DGS(005158097)|Matrimonios 1945 - DGS(005158097)|ES|Español|1945/1945|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158098|5158098|005158098_000001|Defunciones 1963 - DGS(005158098)|Defunciones 1963 - DGS(005158098)|ES|Español|1963/1963|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158099|5158099|005158099_000001|Nacimientos 1936 - DGS(005158099)|Nacimientos 1936 - DGS(005158099)|ES|Español|1936/1936|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158100|5158100|005158100_000001|Matrimonios 1946 - DGS(005158100)|Matrimonios 1946 - DGS(005158100)|ES|Español|1946/1946|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158101|5158101|005158101_000001|Certificados de defunción 1963 - DGS(005158101)|Certificados de defunción 1963 - DGS(005158101)|ES|Español|1963/1963|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158102|5158102|005158102_000001|Nacimientos 1936 - DGS(005158102)|Nacimientos 1936 - DGS(005158102)|ES|Español|1936/1936|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158103|5158103|005158103_000001|Matrimonios 1946 - DGS(005158103)|Matrimonios 1946 - DGS(005158103)|ES|Español|1946/1946|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158104|5158104|005158104_000001|Certificados de defunción 1965 - DGS(005158104)|Certificados de defunción 1965 - DGS(005158104)|ES|Español|1965/1965|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158105|5158105|005158105_000001|Nacimientos 1936 - DGS(005158105)|Nacimientos 1936 - DGS(005158105)|ES|Español|1936/1936|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158106|5158106|005158106_000001|Matrimonios 1947 - DGS(005158106)|Matrimonios 1947 - DGS(005158106)|ES|Español|1947/1947|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158107|5158107|005158107_000001|Defunciones 1965 - DGS(005158107)|Defunciones 1965 - DGS(005158107)|ES|Español|1965/1965|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158108|5158108|005158108_000001|Matrimonios 1948 - DGS(005158108)|Matrimonios 1948 - DGS(005158108)|ES|Español|1948/1948|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158109|5158109|005158109_000001|Nacimientos 1936 - DGS(005158109)|Nacimientos 1936 - DGS(005158109)|ES|Español|1936/1936|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158110|5158110|005158110_000001|Matrimonios 1949 - DGS(005158110)|Matrimonios 1949 - DGS(005158110)|ES|Español|1949/1949|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158111|5158111|005158111_000001|Defunciones 1966 - DGS(005158111)|Defunciones 1966 - DGS(005158111)|ES|Español|1966/1966|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158112|5158112|005158112_000001|Matrimonios 1950 - DGS(005158112)|Matrimonios 1950 - DGS(005158112)|ES|Español|1950/1950|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158113|5158113|005158113_000001|Nacimientos 1936 - DGS(005158113)|Nacimientos 1936 - DGS(005158113)|ES|Español|1936/1936|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158114|5158114|005158114_000001|Matrimonios 1951 - DGS(005158114)|Matrimonios 1951 - DGS(005158114)|ES|Español|1951/1951|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158115|5158115|005158115_000001|Certificados de defunción 1966 - DGS(005158115)|Certificados de defunción 1966 - DGS(005158115)|ES|Español|1966/1966|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158116|5158116|005158116_000001|Matrimonios 1952 - DGS(005158116)|Matrimonios 1952 - DGS(005158116)|ES|Español|1952/1952|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158117|5158117|005158117_000001|Nacimientos 1937 - DGS(005158117)|Nacimientos 1937 - DGS(005158117)|ES|Español|1937/1937|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158118|5158118|005158118_000001|Matrimonios 1953 - DGS(005158118)|Matrimonios 1953 - DGS(005158118)|ES|Español|1953/1953|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158119|5158119|005158119_000001|Defunciones 1967 - DGS(005158119)|Defunciones 1967 - DGS(005158119)|ES|Español|1967/1967|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158120|5158120|005158120_000001|Nacimientos 1937 - DGS(005158120)|Nacimientos 1937 - DGS(005158120)|ES|Español|1937/1937|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158121|5158121|005158121_000001|Defunciones 1967 - DGS(005158121)|Defunciones 1967 - DGS(005158121)|ES|Español|1967/1967|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158122|5158122|005158122_000001|Matrimonios 1954 - DGS(005158122)|Matrimonios 1954 - DGS(005158122)|ES|Español|1954/1954|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158123|5158123|005158123_000001|Defunciones 1974 - DGS(005158123)|Defunciones 1974 - DGS(005158123)|ES|Español|1974/1974|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158124|5158124|005158124_000001|Nacimientos 1937 - DGS(005158124)|Nacimientos 1937 - DGS(005158124)|ES|Español|1937/1937|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158125|5158125|005158125_000001|Defunciones 1974 - DGS(005158125)|Defunciones 1974 - DGS(005158125)|ES|Español|1974/1974|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158126|5158126|005158126_000001|Matrimonios 1955 - DGS(005158126)|Matrimonios 1955 - DGS(005158126)|ES|Español|1955/1955|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158127|5158127|005158127_000001|Defunciones 1974 - DGS(005158127)|Defunciones 1974 - DGS(005158127)|ES|Español|1974/1974|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158128|5158128|005158128_000001|Nacimientos 1937 - DGS(005158128)|Nacimientos 1937 - DGS(005158128)|ES|Español|1937/1937|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158129|5158129|005158129_000001|Matrimonios 1956 - DGS(005158129)|Matrimonios 1956 - DGS(005158129)|ES|Español|1956/1956|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158130|5158130|005158130_000001|Nacimientos 1937 - DGS(005158130)|Nacimientos 1937 - DGS(005158130)|ES|Español|1937/1937|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158131|5158131|005158131_000001|Certificados de defunción 1974 - DGS(005158131)|Certificados de defunción 1974 - DGS(005158131)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158132|5158132|005158132_000001|Nacimientos 1938 - DGS(005158132)|Nacimientos 1938 - DGS(005158132)|ES|Español|1938/1938|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158133|5158133|005158133_000001|Matrimonios 1957 - DGS(005158133)|Matrimonios 1957 - DGS(005158133)|ES|Español|1957/1957|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158134|5158134|005158134_000001|Nacimientos 1938 - DGS(005158134)|Nacimientos 1938 - DGS(005158134)|ES|Español|1938/1938|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158135|5158135|005158135_000001|Certificados de defunción 1975 - DGS(005158135)|Certificados de defunción 1975 - DGS(005158135)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158136|5158136|005158136_000001|Nacimientos 1938 - DGS(005158136)|Nacimientos 1938 - DGS(005158136)|ES|Español|1938/1938|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158137|5158137|005158137_000001|Matrimonios 1960 - DGS(005158137)|Matrimonios 1960 - DGS(005158137)|ES|Español|1960/1960|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158138|5158138|005158138_000001|Nacimientos 1939 - DGS(005158138)|Nacimientos 1939 - DGS(005158138)|ES|Español|1939/1939|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158139|5158139|005158139_000001|Certificados de defunción 1975 - DGS(005158139)|Certificados de defunción 1975 - DGS(005158139)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158140|5158140|005158140_000001|Matrimonios 1974 - DGS(005158140)|Matrimonios 1974 - DGS(005158140)|ES|Español|1974/1974|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158141|5158141|005158141_000001|Defunciones 1975 - DGS(005158141)|Defunciones 1975 - DGS(005158141)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158142|5158142|005158142_000001|Nacimientos 1939 - DGS(005158142)|Nacimientos 1939 - DGS(005158142)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158143|5158143|005158143_000001|Matrimonios 1978 - DGS(005158143)|Matrimonios 1978 - DGS(005158143)|ES|Español|1978/1978|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158144|5158144|005158144_000001|Nacimientos 1939 - DGS(005158144)|Nacimientos 1939 - DGS(005158144)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158145|5158145|005158145_000001|Certificados de defunción 1975 - DGS(005158145)|Certificados de defunción 1975 - DGS(005158145)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158146|5158146|005158146_000001|Nacimientos 1939 - DGS(005158146)|Nacimientos 1939 - DGS(005158146)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158147|5158147|005158147_000001|Matrimonios 1970 - DGS(005158147)|Matrimonios 1970 - DGS(005158147)|ES|Español|1970/1970|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158148|5158148|005158148_000001|Nacimientos 1939 - DGS(005158148)|Nacimientos 1939 - DGS(005158148)|ES|Español|1939/1939|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158149|5158149|005158149_000001|Certificados de defunción 1975 - DGS(005158149)|Certificados de defunción 1975 - DGS(005158149)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158150|5158150|005158150_000001|Nacimientos 1940 - DGS(005158150)|Nacimientos 1940 - DGS(005158150)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158151|5158151|005158151_000001|Matrimonios 1984 - DGS(005158151)|Matrimonios 1984 - DGS(005158151)|ES|Español|1984/1984|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158152|5158152|005158152_000001|Certificados de defunción 1976 - DGS(005158152)|Certificados de defunción 1976 - DGS(005158152)|ES|Español|1976/1976|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158153|5158153|005158153_000001|Matrimonios 1985 - DGS(005158153)|Matrimonios 1985 - DGS(005158153)|ES|Español|1985/1985|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158154|5158154|005158154_000001|Nacimientos 1940 - DGS(005158154)|Nacimientos 1940 - DGS(005158154)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158155|5158155|005158155_000001|Defunciones 1976 - DGS(005158155)|Defunciones 1976 - DGS(005158155)|ES|Español|1976/1976|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158156|5158156|005158156_000001|Matrimonios 1986 - DGS(005158156)|Matrimonios 1986 - DGS(005158156)|ES|Español|1986/1986|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158157|5158157|005158157_000001|Nacimientos 1940 - DGS(005158157)|Nacimientos 1940 - DGS(005158157)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158158|5158158|005158158_000001|Certificados de defunción 1976 - DGS(005158158)|Certificados de defunción 1976 - DGS(005158158)|ES|Español|1976/1976|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158159|5158159|005158159_000001|Nacimientos 1940 - DGS(005158159)|Nacimientos 1940 - DGS(005158159)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158160|5158160|005158160_000001|Matrimonios 1987 - DGS(005158160)|Matrimonios 1987 - DGS(005158160)|ES|Español|1987/1987|Lambayeque, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158161|5158161|005158161_000001|Nacimientos 1940 - DGS(005158161)|Nacimientos 1940 - DGS(005158161)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158162|5158162|005158162_000001|Defunciones 1976 - DGS(005158162)|Defunciones 1976 - DGS(005158162)|ES|Español|1976/1976|Chiclayo, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158163|5158163|005158163_000001|Nacimientos 1940 - DGS(005158163)|Nacimientos 1940 - DGS(005158163)|ES|Español|1940/1940|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158164|5158164|005158164_000001|Matrimonios 1988 - DGS(005158164)|Matrimonios 1988 - DGS(005158164)|ES|Español|1988/1988|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158165|5158165|005158165_000001|Certificados de defunción 1976 - DGS(005158165)|Certificados de defunción 1976 - DGS(005158165)|ES|Español|1976/1976|Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158166|5158166|005158166_000001|Matrimonios 1989 - DGS(005158166)|Matrimonios 1989 - DGS(005158166)|ES|Español|1989/1989|Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5158167|5158167|005158167_000001|Certificados de defunción 1976 - DGS(005158167)|Certificados de defunción 1976 - DGS(005158167)|ES|Español|1976/1976|Chiclayo, Lambayeque, Perú|Defunción|Defunción
